history_id,placement_id,status,period_start,period_end,employer_id,job_title,exit_reason_code,exit_reason_text
402,532,ended,2025-07-11,2026-07-06,10.0,Healthcare Support Associate,low_wage,Left due to low wage relative to workload
403,533,active,2025-07-28,,11.0,Healthcare Support Associate,,
404,534,active,2025-08-01,,11.0,Healthcare Support Associate,,
405,536,active,2025-08-11,,7.0,Healthcare Support Associate,,
406,537,active,2025-09-09,,7.0,Healthcare Support Associate,,
407,538,active,2025-08-04,,,Healthcare Support Associate,,
408,539,active,2025-07-24,,10.0,Healthcare Support Associate,,
409,541,active,2025-08-19,,,Healthcare Support Associate,,
410,543,active,2025-09-07,,12.0,Healthcare Support Associate,,
411,544,active,2025-09-03,,10.0,Healthcare Support Helper (low-relevance role),,
412,545,active,2025-08-09,,,Healthcare Support Associate,,
413,546,active,2025-09-07,,,Healthcare Support Associate,,
414,548,active,2025-08-11,,,Healthcare Support Helper (low-relevance role),,
415,552,active,2025-09-04,,8.0,Healthcare Support Associate,,
416,553,active,2025-08-14,,12.0,Healthcare Support Helper (low-relevance role),,
417,554,active,2025-08-25,,10.0,Healthcare Support Helper (low-relevance role),,
418,555,active,2025-08-23,,7.0,Healthcare Support Associate,,
419,558,active,2025-07-26,,8.0,Healthcare Support Associate,,
420,559,active,2025-09-11,,11.0,Healthcare Support Helper (low-relevance role),,
421,561,active,2025-07-29,,11.0,Healthcare Support Helper (low-relevance role),,
422,562,active,2025-07-08,,8.0,Healthcare Support Helper (low-relevance role),,
423,565,active,2025-07-28,,9.0,Healthcare Support Associate,,
424,566,ended,2025-07-15,2025-10-13,7.0,Healthcare Support Helper (low-relevance role),workplace_issues,Workplace conditions / employer issues
425,568,active,2024-10-06,,8.0,Healthcare Support Helper (low-relevance role),,
426,569,active,2024-11-11,,7.0,Healthcare Support Associate,,
427,570,active,2024-10-11,,11.0,Healthcare Support Associate,,
428,571,active,2024-11-08,,11.0,Healthcare Support Helper (low-relevance role),,
429,572,active,2024-09-28,,8.0,Healthcare Support Associate,,
430,573,active,2024-11-08,,9.0,Healthcare Support Helper (low-relevance role),,
431,574,active,2024-10-28,,7.0,Healthcare Support Associate,,
432,575,active,2024-10-22,,10.0,Healthcare Support Associate,,
433,576,active,2024-10-16,,,Healthcare Support Associate,,
434,577,ended,2024-09-23,2024-12-22,8.0,Healthcare Support Helper (low-relevance role),skill_mismatch,Job did not match trained skillset
435,578,active,2024-11-14,,,Healthcare Support Helper (low-relevance role),,
436,579,active,2024-10-09,,9.0,Healthcare Support Associate,,
437,581,active,2024-10-29,,,Healthcare Support Helper (low-relevance role),,
438,583,active,2024-10-01,,10.0,Healthcare Support Associate,,
439,584,active,2024-10-25,,8.0,Healthcare Support Helper (low-relevance role),,
440,585,active,2024-10-11,,9.0,Healthcare Support Helper (low-relevance role),,
441,586,active,2024-11-11,,7.0,Healthcare Support Associate,,
442,588,ended,2024-11-04,2025-10-30,12.0,Healthcare Support Associate,low_wage,Left due to low wage relative to workload
443,589,ended,2024-10-23,2025-01-21,10.0,Healthcare Support Helper (low-relevance role),skill_mismatch,Job did not match trained skillset
444,591,active,2024-11-04,,11.0,Healthcare Support Helper (low-relevance role),,
445,593,active,2024-09-22,,9.0,Healthcare Support Associate,,
446,594,active,2024-10-07,,8.0,Healthcare Support Associate,,
447,595,ended,2024-11-13,2025-11-08,,Healthcare Support Helper (low-relevance role),low_wage,Left due to low wage relative to workload
448,597,active,2024-10-12,,12.0,Healthcare Support Associate,,
449,602,active,2024-09-30,,9.0,Healthcare Support Associate,,
450,604,active,2024-11-21,,9.0,Healthcare Support Associate,,
451,608,active,2024-09-17,,12.0,Healthcare Support Associate,,
452,610,active,2024-11-08,,12.0,Healthcare Support Associate,,
453,612,active,2024-09-12,,8.0,Healthcare Support Helper (low-relevance role),,
454,613,active,2024-10-29,,12.0,Healthcare Support Helper (low-relevance role),,
455,615,active,2024-09-13,,,Healthcare Support Associate,,
456,617,active,2024-11-06,,7.0,Healthcare Support Associate,,
457,621,active,2024-09-20,,12.0,Healthcare Support Associate,,
458,622,active,2024-10-04,,11.0,Healthcare Support Helper (low-relevance role),,
459,623,active,2024-11-13,,12.0,Healthcare Support Associate,,
460,624,active,2024-11-21,,9.0,Healthcare Support Associate,,
461,626,active,2024-10-31,,8.0,Healthcare Support Associate,,
462,627,ended,2025-04-26,2025-07-25,15.0,Retail Helper (low-relevance role),skill_mismatch,Job did not match trained skillset
463,628,ended,2025-05-28,2025-11-24,15.0,Retail Associate,low_wage,Left due to low wage relative to workload
464,630,active,2025-04-19,,,Retail Associate,,
465,631,active,2025-05-17,,13.0,Retail Helper (low-relevance role),,
466,632,active,2025-05-26,,17.0,Retail Associate,,
467,633,ended,2025-05-29,2026-05-24,15.0,Retail Helper (low-relevance role),low_wage,Left due to low wage relative to workload
468,635,active,2025-05-16,,16.0,Retail Helper (low-relevance role),,
469,636,active,2025-05-14,,15.0,Retail Associate,,
470,637,ended,2025-04-14,2025-07-13,13.0,Retail Associate,low_wage,Left due to low wage relative to workload
471,639,ended,2025-05-09,2025-11-05,18.0,Retail Associate,skill_mismatch,Job did not match trained skillset
472,641,active,2025-04-17,,14.0,Retail Associate,,
473,642,active,2025-04-09,,,Retail Associate,,
474,645,active,2025-06-01,,,Retail Associate,,
475,646,active,2025-04-15,,13.0,Retail Associate,,
476,647,active,2025-05-16,,15.0,Retail Helper (low-relevance role),,
477,648,active,2025-05-30,,17.0,Retail Associate,,
478,651,active,2025-04-29,,17.0,Retail Helper (low-relevance role),,
479,653,active,2025-04-28,,15.0,Retail Helper (low-relevance role),,
480,655,active,2025-06-05,,14.0,Retail Helper (low-relevance role),,
481,658,active,2025-04-01,,13.0,Retail Helper (low-relevance role),,
482,659,active,2025-04-12,,,Retail Helper (low-relevance role),,
483,660,active,2025-05-08,,15.0,Retail Helper (low-relevance role),,
484,661,active,2025-05-06,,13.0,Retail Associate,,
485,666,active,2025-04-12,,,Retail Helper (low-relevance role),,
486,669,ended,2025-04-15,2026-04-10,18.0,Retail Helper (low-relevance role),better_opportunity,Moved to a better opportunity
487,670,active,2025-05-21,,14.0,Retail Associate,,
488,671,active,2025-05-01,,,Retail Helper (low-relevance role),,
489,672,active,2025-05-28,,13.0,Retail Helper (low-relevance role),,
490,673,active,2025-04-10,,,Retail Helper (low-relevance role),,
491,676,active,2025-05-24,,15.0,Retail Associate,,
492,677,active,2025-05-13,,14.0,Retail Helper (low-relevance role),,
493,678,active,2025-05-09,,,Retail Associate,,
494,681,active,2025-06-05,,,Retail Associate,,
495,682,active,2025-03-31,,15.0,Retail Helper (low-relevance role),,
496,683,active,2025-05-31,,,Retail Associate,,
497,684,active,2025-03-28,,13.0,Retail Helper (low-relevance role),,
498,685,ended,2025-05-27,2026-05-22,,Retail Helper (low-relevance role),low_wage,Left due to low wage relative to workload
499,686,active,2025-04-30,,13.0,Retail Helper (low-relevance role),,
500,687,active,2025-04-13,,18.0,Retail Helper (low-relevance role),,
501,688,active,2025-03-30,,18.0,Retail Helper (low-relevance role),,
502,689,active,2025-01-01,,,Retail Associate,,
503,690,active,2025-03-01,,14.0,Retail Associate,,
504,691,ended,2025-01-10,2025-04-10,,Retail Helper (low-relevance role),family_reasons,Family circumstances changed
505,694,active,2024-12-31,,15.0,Retail Helper (low-relevance role),,
506,695,active,2025-01-27,,15.0,Retail Associate,,
507,697,active,2025-01-20,,17.0,Retail Associate,,
508,698,active,2025-01-14,,,Retail Helper (low-relevance role),,
509,700,active,2025-02-03,,,Retail Helper (low-relevance role),,
510,701,ended,2025-02-21,2025-08-20,,Retail Helper (low-relevance role),location_mismatch,Commute / relocation issues
511,703,active,2025-02-02,,,Retail Helper (low-relevance role),,
512,705,active,2025-01-09,,,Retail Associate,,
513,708,active,2025-02-07,,18.0,Retail Associate,,
514,709,ended,2025-02-26,2025-08-25,16.0,Retail Associate,workplace_issues,Workplace conditions / employer issues
515,711,active,2025-02-25,,13.0,Retail Associate,,
516,713,active,2025-02-21,,,Retail Helper (low-relevance role),,
517,714,active,2025-03-07,,14.0,Retail Helper (low-relevance role),,
518,716,active,2025-02-17,,13.0,Retail Associate,,
519,717,active,2025-01-19,,18.0,Retail Associate,,
520,720,active,2025-02-22,,13.0,Retail Associate,,
521,721,ended,2025-01-13,2025-04-13,14.0,Retail Helper (low-relevance role),family_reasons,Family circumstances changed
522,723,active,2025-03-07,,15.0,Retail Associate,,
523,724,active,2025-02-07,,,Retail Helper (low-relevance role),,
524,728,active,2025-02-08,,,Retail Helper (low-relevance role),,
525,729,ended,2025-01-10,2026-01-05,14.0,Retail Associate,location_mismatch,Commute / relocation issues
526,731,active,2025-03-06,,,Retail Helper (low-relevance role),,
527,732,active,2024-12-28,,14.0,Retail Helper (low-relevance role),,
528,733,active,2025-02-15,,17.0,Retail Helper (low-relevance role),,
529,734,active,2025-01-14,,13.0,Retail Helper (low-relevance role),,
530,735,active,2025-02-10,,,Retail Associate,,
531,738,active,2025-02-18,,18.0,Retail Associate,,
532,740,active,2025-03-01,,,Retail Helper (low-relevance role),,
533,744,active,2025-02-13,,14.0,Retail Helper (low-relevance role),,
534,745,active,2025-02-10,,13.0,Retail Helper (low-relevance role),,
535,747,active,2025-01-17,,14.0,Retail Associate,,
536,749,ended,2025-02-04,2026-01-30,,Retail Helper (low-relevance role),family_reasons,Family circumstances changed
537,752,active,2025-02-01,,14.0,Retail Helper (low-relevance role),,
538,753,active,2024-10-12,,13.0,Retail Helper (low-relevance role),,
539,754,active,2024-09-29,,15.0,Retail Helper (low-relevance role),,
540,756,active,2024-11-29,,13.0,Retail Helper (low-relevance role),,
541,757,active,2024-10-27,,13.0,Retail Helper (low-relevance role),,
542,759,active,2024-11-27,,13.0,Retail Helper (low-relevance role),,
543,760,active,2024-10-24,,18.0,Retail Helper (low-relevance role),,
544,763,ended,2024-11-22,2025-11-17,13.0,Retail Helper (low-relevance role),better_opportunity,Moved to a better opportunity
545,766,active,2024-11-28,,13.0,Retail Helper (low-relevance role),,
546,767,active,2024-11-29,,13.0,Retail Associate,,
547,768,ended,2024-10-25,2025-04-23,,Retail Associate,low_wage,Left due to low wage relative to workload
548,769,active,2024-10-13,,14.0,Retail Helper (low-relevance role),,
549,770,active,2024-10-25,,13.0,Retail Associate,,
550,772,active,2024-11-14,,13.0,Retail Helper (low-relevance role),,
551,773,active,2024-11-11,,13.0,Retail Helper (low-relevance role),,
552,774,ended,2024-09-26,2024-12-25,17.0,Retail Helper (low-relevance role),low_wage,Left due to low wage relative to workload
553,777,ended,2024-09-27,2025-03-26,15.0,Retail Associate,low_wage,Left due to low wage relative to workload
554,778,active,2024-10-07,,,Retail Associate,,
555,779,active,2024-09-22,,14.0,Retail Associate,,
556,780,ended,2024-10-28,2025-01-26,18.0,Retail Helper (low-relevance role),family_reasons,Family circumstances changed
557,782,ended,2024-10-13,2025-01-11,13.0,Retail Helper (low-relevance role),better_opportunity,Moved to a better opportunity
558,783,active,2024-10-13,,,Retail Associate,,
559,785,active,2024-10-12,,18.0,Retail Helper (low-relevance role),,
560,786,active,2024-10-16,,,Retail Helper (low-relevance role),,
561,787,active,2024-11-28,,14.0,Retail Helper (low-relevance role),,
562,788,active,2024-09-22,,15.0,Retail Associate,,
563,790,ended,2024-11-25,2025-11-20,17.0,Retail Helper (low-relevance role),better_opportunity,Moved to a better opportunity
564,791,active,2024-10-19,,17.0,Retail Helper (low-relevance role),,
565,792,active,2024-10-05,,13.0,Retail Associate,,
566,793,active,2024-11-30,,,Retail Helper (low-relevance role),,
567,795,active,2024-11-15,,,Retail Helper (low-relevance role),,
568,797,active,2024-11-11,,18.0,Retail Associate,,
569,798,active,2024-10-07,,13.0,Retail Helper (low-relevance role),,
570,800,active,2024-10-03,,13.0,Retail Helper (low-relevance role),,
571,803,active,2024-10-26,,14.0,Retail Associate,,
572,806,active,2024-10-31,,16.0,Retail Helper (low-relevance role),,
573,808,active,2024-09-30,,18.0,Retail Associate,,
574,809,ended,2024-10-31,2025-01-29,14.0,Retail Helper (low-relevance role),better_opportunity,Moved to a better opportunity
575,810,active,2024-09-22,,14.0,Retail Helper (low-relevance role),,
576,811,active,2024-11-16,,,Retail Helper (low-relevance role),,
577,812,active,2024-10-11,,13.0,Retail Helper (low-relevance role),,
578,813,active,2024-11-06,,18.0,Retail Helper (low-relevance role),,
579,817,active,2024-12-06,,17.0,Retail Helper (low-relevance role),,
580,820,active,2024-12-21,,15.0,Retail Helper (low-relevance role),,
581,823,active,2025-01-28,,18.0,Retail Helper (low-relevance role),,
582,826,active,2025-02-07,,13.0,Retail Helper (low-relevance role),,
583,827,ended,2024-12-11,2025-03-11,15.0,Retail Helper (low-relevance role),skill_mismatch,Job did not match trained skillset
584,831,ended,2025-01-05,2025-12-31,,Retail Helper (low-relevance role),family_reasons,Family circumstances changed
585,832,ended,2024-12-21,2025-03-21,14.0,Retail Helper (low-relevance role),low_wage,Left due to low wage relative to workload
586,833,active,2025-01-09,,17.0,Retail Helper (low-relevance role),,
587,836,active,2025-02-01,,14.0,Retail Associate,,
588,839,active,2025-02-01,,15.0,Retail Associate,,
589,840,active,2025-01-25,,16.0,Retail Helper (low-relevance role),,
590,841,active,2025-02-11,,13.0,Retail Helper (low-relevance role),,
591,842,ended,2025-01-10,2025-07-09,13.0,Retail Associate,skill_mismatch,Job did not match trained skillset
592,843,active,2025-01-31,,17.0,Retail Associate,,
593,845,active,2024-12-05,,16.0,Retail Associate,,
594,847,active,2024-12-16,,,Retail Helper (low-relevance role),,
595,848,ended,2025-01-30,2026-01-25,,Retail Helper (low-relevance role),location_mismatch,Commute / relocation issues
596,849,active,2024-12-25,,17.0,Retail Associate,,
597,850,active,2025-02-04,,16.0,Retail Helper (low-relevance role),,
598,851,ended,2025-01-17,2025-04-17,17.0,Retail Associate,family_reasons,Family circumstances changed
599,852,active,2025-01-02,,,Retail Associate,,
600,853,active,2025-01-17,,,Retail Helper (low-relevance role),,
601,854,active,2025-01-05,,14.0,Retail Helper (low-relevance role),,
602,855,active,2025-02-10,,18.0,Retail Helper (low-relevance role),,
603,856,active,2025-01-18,,13.0,Retail Helper (low-relevance role),,
604,857,active,2025-01-31,,17.0,Retail Helper (low-relevance role),,
605,859,ended,2025-01-21,2025-07-20,18.0,Retail Helper (low-relevance role),location_mismatch,Commute / relocation issues
606,860,active,2025-01-05,,,Retail Helper (low-relevance role),,
607,861,active,2025-02-10,,13.0,Retail Associate,,
608,862,active,2025-01-12,,15.0,Retail Associate,,
609,863,active,2025-01-02,,,Retail Helper (low-relevance role),,
610,865,active,2025-02-12,,14.0,Retail Helper (low-relevance role),,
611,866,ended,2025-01-14,2025-04-14,18.0,Retail Helper (low-relevance role),better_opportunity,Moved to a better opportunity
612,867,active,2024-12-12,,15.0,Retail Associate,,
613,868,active,2025-01-30,,16.0,Retail Associate,,
614,869,ended,2024-12-10,2025-06-08,14.0,Retail Associate,better_opportunity,Moved to a better opportunity
615,871,active,2025-01-30,,17.0,Retail Associate,,
616,872,active,2024-12-15,,14.0,Retail Helper (low-relevance role),,
617,873,active,2025-01-06,,17.0,Retail Associate,,
618,875,active,2025-09-10,,21.0,Construction Associate,,
619,876,active,2025-08-05,,20.0,Construction Associate,,
620,877,active,2025-08-05,,24.0,Construction Associate,,
621,878,ended,2025-08-13,2026-08-08,19.0,Construction Helper (low-relevance role),family_reasons,Family circumstances changed
622,879,ended,2025-08-23,2026-02-19,22.0,Construction Associate,better_opportunity,Moved to a better opportunity
623,880,active,2025-09-03,,,Construction Helper (low-relevance role),,
624,881,active,2025-09-16,,21.0,Construction Associate,,
625,883,active,2025-07-16,,,Construction Helper (low-relevance role),,
626,884,active,2025-08-07,,20.0,Construction Helper (low-relevance role),,
627,886,active,2025-08-04,,24.0,Construction Associate,,
628,887,active,2025-09-13,,20.0,Construction Helper (low-relevance role),,
629,891,active,2025-08-23,,22.0,Construction Associate,,
630,892,ended,2025-08-28,2025-11-26,24.0,Construction Helper (low-relevance role),low_wage,Left due to low wage relative to workload
631,895,active,2025-08-09,,23.0,Construction Associate,,
632,896,active,2025-08-30,,23.0,Construction Helper (low-relevance role),,
633,898,active,2025-09-08,,21.0,Construction Helper (low-relevance role),,
634,900,active,2025-09-01,,21.0,Construction Helper (low-relevance role),,
635,902,active,2025-09-14,,,Construction Associate,,
636,903,active,2025-07-26,,23.0,Construction Helper (low-relevance role),,
637,905,active,2025-07-24,,,Construction Helper (low-relevance role),,
638,906,active,2025-08-26,,,Construction Helper (low-relevance role),,
639,909,active,2025-09-23,,19.0,Construction Helper (low-relevance role),,
640,910,active,2025-07-22,,23.0,Construction Associate,,
641,911,ended,2025-08-11,2025-11-09,21.0,Construction Helper (low-relevance role),family_reasons,Family circumstances changed
642,913,active,2025-08-06,,,Construction Associate,,
643,916,active,2025-09-21,,24.0,Construction Helper (low-relevance role),,
644,918,active,2025-09-09,,21.0,Construction Helper (low-relevance role),,
645,924,active,2025-08-11,,22.0,Construction Helper (low-relevance role),,
646,927,active,2025-07-18,,,Construction Helper (low-relevance role),,
647,930,ended,2025-07-18,2025-10-16,22.0,Construction Helper (low-relevance role),low_wage,Left due to low wage relative to workload
648,931,active,2025-07-24,,21.0,Construction Associate,,
649,932,active,2025-08-17,,,Construction Associate,,
650,933,active,2025-09-05,,23.0,Construction Helper (low-relevance role),,
651,934,ended,2025-08-25,2025-11-23,23.0,Construction Associate,better_opportunity,Moved to a better opportunity
652,935,active,2025-07-21,,,Construction Helper (low-relevance role),,
653,936,active,2025-08-23,,20.0,Construction Helper (low-relevance role),,
654,937,active,2025-08-08,,20.0,Construction Helper (low-relevance role),,
655,938,active,2025-08-25,,19.0,Construction Associate,,
656,939,ended,2025-01-29,2025-07-28,24.0,Construction Helper (low-relevance role),skill_mismatch,Job did not match trained skillset
657,941,ended,2025-03-08,2026-03-03,23.0,Construction Helper (low-relevance role),low_wage,Left due to low wage relative to workload
658,943,active,2025-02-18,,19.0,Construction Associate,,
659,944,active,2025-03-06,,23.0,Construction Helper (low-relevance role),,
660,945,active,2025-02-02,,20.0,Construction Associate,,
661,946,ended,2025-01-11,2025-04-11,23.0,Construction Helper (low-relevance role),health,Health-related reasons
662,947,active,2025-01-24,,21.0,Construction Helper (low-relevance role),,
663,949,active,2025-02-02,,19.0,Construction Helper (low-relevance role),,
664,951,active,2025-01-03,,,Construction Associate,,
665,952,active,2025-03-06,,19.0,Construction Helper (low-relevance role),,
666,953,active,2025-01-07,,20.0,Construction Helper (low-relevance role),,
667,954,active,2025-02-14,,,Construction Associate,,
668,957,active,2025-01-20,,19.0,Construction Associate,,
669,958,active,2025-01-25,,19.0,Construction Associate,,
670,959,ended,2025-02-22,2025-05-23,,Construction Associate,skill_mismatch,Job did not match trained skillset
671,960,active,2025-01-28,,21.0,Construction Associate,,
672,963,active,2025-01-05,,,Construction Helper (low-relevance role),,
673,964,active,2025-02-19,,,Construction Associate,,
674,966,active,2025-03-07,,24.0,Construction Helper (low-relevance role),,
675,968,active,2025-03-11,,24.0,Construction Associate,,
676,969,active,2025-01-14,,,Construction Associate,,
677,970,active,2025-02-28,,22.0,Construction Associate,,
678,971,active,2025-03-05,,21.0,Construction Helper (low-relevance role),,
679,973,active,2025-02-24,,23.0,Construction Helper (low-relevance role),,
680,976,active,2025-01-03,,19.0,Construction Associate,,
681,977,active,2025-01-20,,,Construction Associate,,
682,978,active,2025-01-09,,22.0,Construction Associate,,
683,979,active,2025-01-20,,,Construction Associate,,
684,982,active,2025-01-26,,21.0,Construction Helper (low-relevance role),,
685,986,active,2025-01-28,,19.0,Construction Helper (low-relevance role),,
686,987,active,2025-03-09,,19.0,Construction Associate,,
687,988,active,2025-02-08,,22.0,Construction Associate,,
688,991,active,2025-01-03,,,Construction Associate,,
689,993,active,2025-02-01,,,Construction Associate,,
690,998,active,2025-01-21,,20.0,Construction Helper (low-relevance role),,
691,1001,ended,2024-12-31,2025-12-26,22.0,Construction Helper (low-relevance role),family_reasons,Family circumstances changed
692,1002,active,2025-01-11,,22.0,Construction Associate,,
693,1003,active,2025-01-29,,21.0,Construction Helper (low-relevance role),,
694,1005,active,2024-11-13,,22.0,Construction Helper (low-relevance role),,
695,1006,active,2024-12-18,,22.0,Construction Associate,,
696,1011,active,2024-12-31,,,Construction Helper (low-relevance role),,
697,1013,active,2024-11-10,,,Construction Associate,,
698,1015,active,2024-11-19,,21.0,Construction Associate,,
699,1017,ended,2025-01-02,2025-04-02,23.0,Construction Helper (low-relevance role),location_mismatch,Commute / relocation issues
700,1019,ended,2024-12-08,2025-06-06,20.0,Construction Helper (low-relevance role),family_reasons,Family circumstances changed
701,1021,active,2024-12-01,,22.0,Construction Associate,,
702,1025,ended,2024-11-28,2025-05-27,23.0,Construction Helper (low-relevance role),low_wage,Left due to low wage relative to workload
703,1028,ended,2024-11-23,2025-02-21,23.0,Construction Helper (low-relevance role),low_wage,Left due to low wage relative to workload
704,1031,active,2024-11-27,,,Construction Helper (low-relevance role),,
705,1032,active,2024-12-18,,24.0,Construction Associate,,
706,1033,active,2024-12-31,,22.0,Construction Associate,,
707,1034,active,2024-11-25,,22.0,Construction Associate,,
708,1035,active,2024-11-10,,22.0,Construction Helper (low-relevance role),,
709,1036,active,2024-11-17,,23.0,Construction Associate,,
710,1037,ended,2024-11-26,2025-02-24,,Construction Helper (low-relevance role),workplace_issues,Workplace conditions / employer issues
711,1039,active,2024-12-10,,21.0,Construction Associate,,
712,1042,active,2024-12-17,,20.0,Construction Associate,,
713,1044,active,2024-12-24,,21.0,Construction Helper (low-relevance role),,
714,1045,active,2024-12-10,,23.0,Construction Helper (low-relevance role),,
715,1046,ended,2024-11-14,2025-02-12,24.0,Construction Associate,location_mismatch,Commute / relocation issues
716,1047,ended,2024-12-05,2025-11-30,23.0,Construction Associate,better_opportunity,Moved to a better opportunity
717,1048,active,2024-11-24,,24.0,Construction Associate,,
718,1050,active,2024-12-13,,22.0,Construction Helper (low-relevance role),,
719,1051,active,2024-12-28,,,Construction Associate,,
720,1052,ended,2024-12-29,2025-12-24,19.0,Construction Associate,low_wage,Left due to low wage relative to workload
721,1053,ended,2024-12-12,2025-12-07,19.0,Construction Helper (low-relevance role),better_opportunity,Moved to a better opportunity
722,1054,active,2024-11-14,,20.0,Construction Helper (low-relevance role),,
723,1055,ended,2024-12-27,2025-06-25,22.0,Construction Helper (low-relevance role),low_wage,Left due to low wage relative to workload
724,1057,ended,2024-11-20,2025-11-15,24.0,Construction Helper (low-relevance role),low_wage,Left due to low wage relative to workload
725,1059,active,2025-01-16,,23.0,Construction Associate,,
726,1060,active,2024-11-21,,19.0,Construction Associate,,
727,1063,active,2024-12-01,,20.0,Construction Associate,,
728,1064,active,2024-12-15,,22.0,Construction Associate,,
729,1065,active,2024-11-09,,,Construction Associate,,
730,1066,active,2024-06-12,,22.0,Construction Helper (low-relevance role),,
731,1069,active,2024-07-20,,,Construction Helper (low-relevance role),,
732,1070,active,2024-06-18,,19.0,Construction Helper (low-relevance role),,
733,1071,active,2024-07-26,,24.0,Construction Associate,,
734,1077,active,2024-06-01,,19.0,Construction Associate,,
735,1078,active,2024-07-19,,23.0,Construction Associate,,
736,1081,active,2024-05-27,,23.0,Construction Associate,,
737,1082,active,2024-07-07,,20.0,Construction Associate,,
738,1084,active,2024-06-26,,20.0,Construction Associate,,
739,1086,active,2024-07-04,,21.0,Construction Helper (low-relevance role),,
740,1088,active,2024-07-22,,19.0,Construction Associate,,
741,1089,active,2024-07-16,,23.0,Construction Helper (low-relevance role),,
742,1090,ended,2024-06-13,2025-06-08,23.0,Construction Associate,skill_mismatch,Job did not match trained skillset
743,1093,active,2024-06-23,,24.0,Construction Helper (low-relevance role),,
744,1094,ended,2024-06-04,2024-09-02,23.0,Construction Helper (low-relevance role),better_opportunity,Moved to a better opportunity
745,1096,active,2024-07-05,,20.0,Construction Helper (low-relevance role),,
746,1108,active,2024-07-18,,,Construction Helper (low-relevance role),,
747,1109,ended,2024-07-18,2025-01-14,20.0,Construction Helper (low-relevance role),low_wage,Left due to low wage relative to workload
748,1110,active,2024-06-01,,22.0,Construction Helper (low-relevance role),,
749,1111,active,2024-06-21,,,Construction Associate,,
750,1113,active,2024-06-22,,21.0,Construction Associate,,
751,1114,active,2024-07-20,,20.0,Construction Associate,,
752,1115,ended,2024-06-20,2024-09-18,,Construction Associate,low_wage,Left due to low wage relative to workload
753,1116,active,2024-06-07,,19.0,Construction Associate,,
754,1117,active,2024-07-13,,21.0,Construction Associate,,
755,1121,ended,2024-06-30,2025-06-25,20.0,Construction Helper (low-relevance role),skill_mismatch,Job did not match trained skillset
756,1123,active,2024-07-12,,,Construction Associate,,
757,1124,active,2024-07-18,,24.0,Construction Associate,,
758,1127,active,2024-06-18,,26.0,Hospitality Helper (low-relevance role),,
759,1132,active,2024-06-14,,26.0,Hospitality Helper (low-relevance role),,
760,1133,active,2024-06-02,,25.0,Hospitality Helper (low-relevance role),,
761,1134,active,2024-05-10,,25.0,Hospitality Associate,,
762,1143,active,2024-05-31,,30.0,Hospitality Helper (low-relevance role),,
763,1148,active,2024-06-21,,,Hospitality Helper (low-relevance role),,
764,1152,ended,2024-05-20,2024-08-18,27.0,Hospitality Helper (low-relevance role),low_wage,Left due to low wage relative to workload
765,1153,active,2024-05-04,,30.0,Hospitality Associate,,
766,1157,active,2024-05-17,,,Hospitality Helper (low-relevance role),,
767,1161,active,2024-07-06,,,Hospitality Helper (low-relevance role),,
768,1162,active,2024-06-21,,28.0,Hospitality Helper (low-relevance role),,
769,1163,ended,2024-06-13,2025-06-08,27.0,Hospitality Helper (low-relevance role),health,Health-related reasons
770,1165,active,2024-06-25,,26.0,Hospitality Helper (low-relevance role),,
771,1168,active,2024-06-01,,30.0,Hospitality Helper (low-relevance role),,
772,1169,active,2024-06-05,,,Hospitality Helper (low-relevance role),,
773,1170,active,2024-06-26,,26.0,Hospitality Associate,,
774,1173,active,2024-05-15,,30.0,Hospitality Helper (low-relevance role),,
775,1174,active,2024-06-06,,25.0,Hospitality Helper (low-relevance role),,
776,1175,active,2024-06-03,,30.0,Hospitality Helper (low-relevance role),,
777,1176,active,2024-05-29,,,Hospitality Helper (low-relevance role),,
778,1178,active,2024-06-23,,26.0,Hospitality Helper (low-relevance role),,
779,1180,active,2024-05-01,,30.0,Hospitality Helper (low-relevance role),,
780,1183,ended,2024-05-29,2025-05-24,28.0,Hospitality Helper (low-relevance role),better_opportunity,Moved to a better opportunity
781,1185,ended,2024-05-22,2024-08-20,29.0,Hospitality Associate,location_mismatch,Commute / relocation issues
782,1186,active,2024-05-28,,25.0,Hospitality Helper (low-relevance role),,
783,1187,active,2024-05-09,,26.0,Hospitality Helper (low-relevance role),,
784,1190,active,2025-07-07,,28.0,Hospitality Associate,,
785,1191,active,2025-07-09,,27.0,Hospitality Helper (low-relevance role),,
786,1193,ended,2025-07-08,2025-10-06,28.0,Hospitality Helper (low-relevance role),location_mismatch,Commute / relocation issues
787,1194,active,2025-06-04,,26.0,Hospitality Helper (low-relevance role),,
788,1195,active,2025-07-15,,,Hospitality Helper (low-relevance role),,
789,1196,active,2025-07-01,,30.0,Hospitality Helper (low-relevance role),,
790,1197,active,2025-05-23,,,Hospitality Associate,,
791,1198,active,2025-06-16,,26.0,Hospitality Associate,,
792,1199,active,2025-05-25,,26.0,Hospitality Associate,,
793,1201,active,2025-07-04,,25.0,Hospitality Helper (low-relevance role),,
794,1208,active,2025-05-26,,26.0,Hospitality Helper (low-relevance role),,
795,1210,active,2025-06-03,,26.0,Hospitality Associate,,
796,1211,active,2025-06-24,,26.0,Hospitality Helper (low-relevance role),,
797,1212,ended,2025-05-22,2026-05-17,26.0,Hospitality Helper (low-relevance role),family_reasons,Family circumstances changed
