followup_id,trainee_id,placement_id,followup_date,scheduled_month,status,employment_status_at_followup,wage_at_followup,notes
527,240,219,2025-06-09,6,missed,,,
528,240,219,2025-12-06,12,completed,employed,16100.0,
529,241,220,2025-01-19,3,missed,,,
530,241,220,2025-04-19,6,completed,employed,16200.0,
531,241,220,2025-10-16,12,completed,employed,16600.0,
532,242,221,2025-01-18,3,completed,employed,18900.0,
533,242,221,2025-04-18,6,missed,,,
534,242,221,2025-10-15,12,completed,employed,20000.0,
535,243,222,2025-02-23,3,missed,,,
536,243,222,2025-05-24,6,completed,employed,19800.0,
537,243,222,2025-11-20,12,completed,unemployed,,Commute / relocation issues
538,244,223,2025-03-11,3,missed,,,
539,244,223,2025-06-09,6,completed,employed,14500.0,
540,244,223,2025-12-06,12,completed,employed,15000.0,
541,246,225,2025-03-20,3,completed,employed,14700.0,
542,246,225,2025-06-18,6,completed,employed,15900.0,
543,246,225,2025-12-15,12,missed,,,
544,247,226,2025-03-20,3,completed,employed,16200.0,
545,247,226,2025-06-18,6,completed,employed,18100.0,
546,247,226,2025-12-15,12,completed,employed,19300.0,
547,248,227,2025-01-20,3,missed,,,
548,248,227,2025-04-20,6,completed,employed,13900.0,
549,248,227,2025-10-17,12,completed,employed,14600.0,
550,250,229,2025-01-16,3,completed,employed,16900.0,
551,250,229,2025-04-16,6,completed,employed,18700.0,
552,250,229,2025-10-13,12,completed,employed,19400.0,
553,252,231,2025-02-09,3,completed,employed,14900.0,
554,252,231,2025-05-10,6,missed,,,
555,252,231,2025-11-06,12,completed,employed,15600.0,
556,254,232,2025-02-02,3,completed,employed,17500.0,
557,254,232,2025-05-03,6,completed,employed,17200.0,
558,254,232,2025-10-30,12,completed,employed,19300.0,
559,255,233,2025-03-07,3,completed,employed,14400.0,
560,255,233,2025-06-05,6,completed,employed,15600.0,
561,255,233,2025-12-02,12,completed,employed,16000.0,
562,256,234,2025-02-24,3,completed,employed,16900.0,
563,256,234,2025-05-25,6,missed,,,
564,256,234,2025-11-21,12,completed,employed,17300.0,
565,257,235,2025-02-09,3,completed,employed,20000.0,
566,257,235,2025-05-10,6,completed,employed,20800.0,
567,257,235,2025-11-06,12,completed,employed,22800.0,
568,258,236,2025-01-15,3,completed,employed,18400.0,
569,258,236,2025-04-15,6,completed,employed,18600.0,
570,258,236,2025-10-12,12,completed,unemployed,,Left due to low wage relative to workload
571,259,237,2025-02-06,3,completed,employed,16500.0,
572,259,237,2025-05-07,6,missed,,,
573,259,237,2025-11-03,12,completed,employed,17400.0,
574,260,238,2025-03-11,3,completed,employed,14600.0,
575,260,238,2025-06-09,6,completed,employed,14700.0,
576,260,238,2025-12-06,12,completed,employed,16600.0,
577,261,239,2025-03-11,3,completed,employed,15400.0,
578,261,239,2025-06-09,6,missed,,,
579,261,239,2025-12-06,12,completed,employed,15800.0,
580,262,240,2025-02-20,3,completed,unemployed,,Commute / relocation issues
581,262,240,2025-05-21,6,completed,unemployed,,
582,262,240,2025-11-17,12,completed,unemployed,,
583,263,241,2025-01-26,3,completed,employed,17100.0,
584,263,241,2025-04-26,6,completed,employed,17500.0,
585,263,241,2025-10-23,12,completed,employed,19300.0,
586,265,242,2025-01-10,3,completed,employed,18800.0,
587,265,242,2025-04-10,6,completed,employed,20600.0,
588,265,242,2025-10-07,12,completed,employed,22400.0,
589,266,243,2025-02-26,3,missed,,,
590,266,243,2025-05-27,6,completed,employed,16300.0,
591,266,243,2025-11-23,12,completed,employed,17000.0,
592,267,244,2025-02-25,3,completed,employed,18400.0,
593,267,244,2025-05-26,6,completed,employed,19400.0,
594,267,244,2025-11-22,12,completed,employed,19900.0,
595,268,245,2025-02-16,3,completed,employed,16100.0,
596,268,245,2025-05-17,6,completed,employed,17000.0,
597,268,245,2025-11-13,12,completed,unemployed,,Commute / relocation issues
598,269,246,2025-02-08,3,completed,employed,17500.0,
599,269,246,2025-05-09,6,completed,employed,17500.0,
600,269,246,2025-11-05,12,completed,employed,17000.0,
601,272,249,2025-02-26,3,missed,,,
602,272,249,2025-05-27,6,completed,employed,17600.0,
603,272,249,2025-11-23,12,completed,employed,18500.0,
604,273,250,2024-10-22,3,completed,employed,17700.0,
605,273,250,2025-01-20,6,completed,unemployed,,Job did not match trained skillset
606,273,250,2025-07-19,12,completed,unemployed,,
607,274,251,2024-09-28,3,completed,employed,16200.0,
608,274,251,2024-12-27,6,completed,employed,17800.0,
609,274,251,2025-06-25,12,completed,employed,18500.0,
610,277,254,2024-09-20,3,completed,employed,19500.0,
611,277,254,2024-12-19,6,completed,employed,19400.0,
612,277,254,2025-06-17,12,missed,,,
613,279,256,2024-08-30,3,completed,employed,16400.0,
614,279,256,2024-11-28,6,completed,employed,17000.0,
615,279,256,2025-05-27,12,completed,employed,18200.0,
616,280,257,2024-10-04,3,completed,employed,14300.0,
617,280,257,2025-01-02,6,completed,employed,14400.0,
618,280,257,2025-07-01,12,missed,,,
619,281,258,2024-10-18,3,completed,employed,14200.0,
620,281,258,2025-01-16,6,missed,,,
621,281,258,2025-07-15,12,completed,employed,15600.0,
622,282,259,2024-08-18,3,completed,unemployed,,Left due to low wage relative to workload
623,282,259,2024-11-16,6,completed,unemployed,,
624,282,259,2025-05-15,12,completed,unemployed,,
625,283,260,2024-08-25,3,completed,employed,13700.0,
626,283,260,2024-11-23,6,completed,employed,13500.0,
627,283,260,2025-05-22,12,completed,employed,14600.0,
628,284,261,2024-09-18,3,completed,employed,15600.0,
629,284,261,2024-12-17,6,completed,employed,16400.0,
630,284,261,2025-06-15,12,completed,employed,17400.0,
631,285,262,2024-08-26,3,completed,employed,15200.0,
632,285,262,2024-11-24,6,completed,employed,15300.0,
633,285,262,2025-05-23,12,completed,employed,15600.0,
634,286,263,2024-08-30,3,missed,,,
635,286,263,2024-11-28,6,missed,,,
636,286,263,2025-05-27,12,completed,employed,17800.0,
637,287,264,2024-10-21,3,completed,employed,15000.0,
638,287,264,2025-01-19,6,completed,employed,15700.0,
639,287,264,2025-07-18,12,completed,employed,17100.0,
640,288,265,2024-09-27,3,completed,employed,16900.0,
641,288,265,2024-12-26,6,completed,employed,17600.0,
642,288,265,2025-06-24,12,completed,employed,18600.0,
643,289,266,2024-10-06,3,completed,employed,15100.0,
644,289,266,2025-01-04,6,completed,employed,15800.0,
645,289,266,2025-07-03,12,completed,employed,16900.0,
646,290,267,2024-10-03,3,completed,employed,18000.0,
647,290,267,2025-01-01,6,completed,employed,19100.0,
648,290,267,2025-06-30,12,completed,employed,19500.0,
649,291,268,2024-10-11,3,completed,employed,17200.0,
650,291,268,2025-01-09,6,completed,employed,18800.0,
651,291,268,2025-07-08,12,completed,employed,18800.0,
652,292,269,2024-10-11,3,completed,employed,14400.0,
653,292,269,2025-01-09,6,completed,employed,15300.0,
654,292,269,2025-07-08,12,completed,unemployed,,Job did not match trained skillset
655,294,271,2024-09-22,3,missed,,,
656,294,271,2024-12-21,6,completed,employed,14300.0,
657,294,271,2025-06-19,12,completed,employed,15500.0,
658,297,274,2024-08-28,3,completed,employed,18600.0,
659,297,274,2024-11-26,6,completed,employed,20100.0,
660,297,274,2025-05-25,12,missed,,,
661,298,275,2024-09-02,3,completed,employed,18800.0,
662,298,275,2024-12-01,6,completed,employed,19600.0,
663,298,275,2025-05-30,12,completed,employed,20300.0,
664,299,276,2024-09-15,3,completed,employed,15100.0,
665,299,276,2024-12-14,6,completed,employed,15700.0,
666,299,276,2025-06-12,12,completed,employed,16800.0,
667,300,277,2024-10-19,3,completed,employed,19000.0,
668,300,277,2025-01-17,6,completed,employed,20100.0,
669,300,277,2025-07-16,12,completed,employed,21000.0,
670,301,278,2024-10-12,3,completed,employed,16200.0,
671,301,278,2025-01-10,6,completed,employed,17000.0,
672,301,278,2025-07-09,12,completed,employed,17600.0,
673,303,280,2024-10-07,3,completed,employed,16300.0,
674,303,280,2025-01-05,6,completed,employed,17300.0,
675,303,280,2025-07-04,12,completed,employed,18400.0,
676,305,281,2024-08-18,3,missed,,,
677,305,281,2024-11-16,6,missed,,,
678,305,281,2025-05-15,12,completed,employed,19600.0,
679,306,282,2024-08-25,3,missed,,,
680,306,282,2024-11-23,6,completed,employed,13700.0,
681,306,282,2025-05-22,12,missed,,,
682,307,283,2024-08-22,3,completed,employed,20000.0,
683,307,283,2024-11-20,6,completed,employed,20800.0,
684,307,283,2025-05-19,12,missed,,,
685,308,284,2024-10-17,3,completed,employed,19400.0,
686,308,284,2025-01-15,6,missed,,,
687,308,284,2025-07-14,12,completed,employed,20600.0,
688,310,286,2024-08-18,3,completed,unemployed,,Family circumstances changed
689,310,286,2024-11-16,6,completed,unemployed,,
690,310,286,2025-05-15,12,completed,unemployed,,
691,311,287,2024-10-09,3,completed,employed,19500.0,
692,311,287,2025-01-07,6,missed,,,
693,311,287,2025-07-06,12,completed,unemployed,,Family circumstances changed
694,312,288,2024-10-02,3,completed,employed,17600.0,
695,312,288,2024-12-31,6,completed,employed,18300.0,
696,312,288,2025-06-29,12,missed,,,
697,316,290,2024-10-05,3,completed,employed,15600.0,
698,316,290,2025-01-03,6,completed,employed,16800.0,
699,316,290,2025-07-02,12,completed,employed,17500.0,
700,317,291,2024-09-02,3,completed,employed,20000.0,
701,317,291,2024-12-01,6,completed,employed,20800.0,
702,317,291,2025-05-30,12,missed,,,
703,319,293,2024-08-26,3,completed,employed,18400.0,
704,319,293,2024-11-24,6,completed,employed,19300.0,
705,319,293,2025-05-23,12,completed,employed,20000.0,
706,320,294,2024-09-29,3,completed,employed,15900.0,
707,320,294,2024-12-28,6,completed,employed,17200.0,
708,320,294,2025-06-26,12,completed,employed,17800.0,
709,321,295,2024-08-20,3,completed,employed,13600.0,
710,321,295,2024-11-18,6,completed,employed,14600.0,
711,321,295,2025-05-17,12,completed,employed,16000.0,
712,323,296,2024-09-02,3,completed,employed,15600.0,
713,323,296,2024-12-01,6,completed,employed,16500.0,
714,323,296,2025-05-30,12,completed,employed,17500.0,
715,324,297,2024-09-30,3,completed,employed,18000.0,
716,324,297,2024-12-29,6,completed,employed,18300.0,
717,324,297,2025-06-27,12,completed,employed,19300.0,
718,327,300,2024-10-04,3,completed,employed,17100.0,
719,327,300,2025-01-02,6,missed,,,
720,327,300,2025-07-01,12,completed,employed,18200.0,
721,328,301,2024-09-30,3,completed,employed,14300.0,
722,328,301,2024-12-29,6,completed,employed,14700.0,
723,328,301,2025-06-27,12,completed,employed,15500.0,
724,330,303,2024-09-17,3,completed,unemployed,,Moved to a better opportunity
725,330,303,2024-12-16,6,missed,,,
726,330,303,2025-06-14,12,completed,unemployed,,
727,333,306,2024-09-15,3,completed,employed,17300.0,
728,333,306,2024-12-14,6,missed,,,
729,333,306,2025-06-12,12,completed,employed,17500.0,
730,335,308,2024-10-20,3,completed,employed,18600.0,
731,335,308,2025-01-18,6,completed,employed,20000.0,
732,335,308,2025-07-17,12,completed,employed,21300.0,
733,336,309,2024-10-07,3,completed,employed,17800.0,
734,336,309,2025-01-05,6,completed,employed,18900.0,
735,336,309,2025-07-04,12,completed,employed,19800.0,
736,337,310,2024-10-08,3,completed,unemployed,,Commute / relocation issues
737,337,310,2025-01-06,6,completed,unemployed,,
738,337,310,2025-07-05,12,completed,unemployed,,
739,338,311,2024-09-10,3,completed,employed,19400.0,
740,338,311,2024-12-09,6,completed,employed,20000.0,
741,338,311,2025-06-07,12,completed,employed,20400.0,
742,339,312,2024-08-15,3,missed,,,
743,339,312,2024-11-13,6,completed,employed,19800.0,
744,339,312,2025-05-12,12,completed,employed,20400.0,
745,340,313,2024-08-16,3,missed,,,
746,340,313,2024-11-14,6,completed,unemployed,,Commute / relocation issues
747,340,313,2025-05-13,12,missed,,,
748,342,315,2025-04-24,3,completed,employed,17000.0,
749,342,315,2025-07-23,6,completed,employed,17600.0,
750,342,315,2026-01-19,12,completed,employed,18800.0,
751,343,316,2025-04-23,3,completed,employed,18900.0,
752,343,316,2025-07-22,6,completed,employed,19500.0,
753,343,316,2026-01-18,12,missed,,,
754,344,317,2025-05-08,3,completed,employed,14000.0,
755,344,317,2025-08-06,6,completed,employed,14800.0,
756,344,317,2026-02-02,12,completed,employed,15600.0,
757,345,318,2025-06-22,3,completed,employed,15200.0,
758,345,318,2025-09-20,6,completed,employed,15100.0,
759,345,318,2026-03-19,12,missed,,,
760,346,319,2025-04-25,3,completed,employed,14900.0,
761,346,319,2025-07-24,6,completed,employed,15200.0,
762,346,319,2026-01-20,12,completed,employed,15200.0,
763,347,320,2025-05-14,3,completed,employed,18200.0,
764,347,320,2025-08-12,6,missed,,,
765,347,320,2026-02-08,12,completed,employed,18900.0,
766,348,321,2025-06-24,3,completed,employed,18100.0,
767,348,321,2025-09-22,6,completed,unemployed,,Left due to low wage relative to workload
768,348,321,2026-03-21,12,completed,unemployed,,
769,349,322,2025-05-22,3,completed,employed,13500.0,
770,349,322,2025-08-20,6,completed,employed,14400.0,
771,349,322,2026-02-16,12,completed,employed,16000.0,
772,350,323,2025-06-28,3,missed,,,
773,350,323,2025-09-26,6,completed,employed,17200.0,
774,350,323,2026-03-25,12,completed,employed,18100.0,
775,351,324,2025-06-25,3,completed,employed,14400.0,
776,351,324,2025-09-23,6,completed,employed,14600.0,
777,351,324,2026-03-22,12,completed,unemployed,,Moved to a better opportunity
778,352,325,2025-05-28,3,completed,employed,18400.0,
779,352,325,2025-08-26,6,missed,,,
780,352,325,2026-02-22,12,completed,employed,19800.0,
781,353,326,2025-06-21,3,missed,,,
782,353,326,2025-09-19,6,completed,employed,14200.0,
783,353,326,2026-03-18,12,completed,employed,15400.0,
784,355,328,2025-06-16,3,completed,employed,17800.0,
785,355,328,2025-09-14,6,completed,employed,18400.0,
786,355,328,2026-03-13,12,completed,employed,19400.0,
787,356,329,2025-05-25,3,missed,,,
788,356,329,2025-08-23,6,completed,employed,14000.0,
789,356,329,2026-02-19,12,completed,employed,14900.0,
790,357,330,2025-05-31,3,completed,employed,18200.0,
791,357,330,2025-08-29,6,missed,,,
792,357,330,2026-02-25,12,completed,employed,18900.0,
793,359,332,2025-05-15,3,completed,employed,19700.0,
794,359,332,2025-08-13,6,completed,employed,20400.0,
795,359,332,2026-02-09,12,completed,employed,21900.0,
796,360,333,2025-04-21,3,completed,employed,18800.0,
797,360,333,2025-07-20,6,completed,employed,20100.0,
798,360,333,2026-01-16,12,completed,employed,21900.0,
799,361,334,2025-05-30,3,completed,employed,19300.0,
800,361,334,2025-08-28,6,missed,,,
801,361,334,2026-02-24,12,missed,,,
802,362,335,2025-05-15,3,completed,employed,17100.0,
803,362,335,2025-08-13,6,completed,employed,18200.0,
804,362,335,2026-02-09,12,completed,employed,20000.0,
805,363,336,2025-05-18,3,completed,employed,15300.0,
806,363,336,2025-08-16,6,missed,,,
807,363,336,2026-02-12,12,completed,employed,16600.0,
808,364,337,2025-05-12,3,completed,employed,19400.0,
809,364,337,2025-08-10,6,completed,employed,20400.0,
810,364,337,2026-02-06,12,missed,,,
811,365,338,2025-05-29,3,completed,employed,15600.0,
812,365,338,2025-08-27,6,completed,employed,16200.0,
813,365,338,2026-02-23,12,completed,employed,16800.0,
814,367,340,2025-06-08,3,completed,employed,18400.0,
815,367,340,2025-09-06,6,completed,employed,18500.0,
816,367,340,2026-03-05,12,completed,employed,19400.0,
817,368,341,2025-05-22,3,completed,employed,18600.0,
818,368,341,2025-08-20,6,missed,,,
819,368,341,2026-02-16,12,completed,employed,18800.0,
820,370,342,2025-05-15,3,completed,employed,14700.0,
821,370,342,2025-08-13,6,completed,employed,14700.0,
822,370,342,2026-02-09,12,completed,employed,14700.0,
823,371,343,2025-04-25,3,completed,employed,16200.0,
824,371,343,2025-07-24,6,completed,employed,16600.0,
825,371,343,2026-01-20,12,completed,employed,17900.0,
826,372,344,2025-06-06,3,completed,employed,17700.0,
827,372,344,2025-09-04,6,completed,employed,18400.0,
828,372,344,2026-03-03,12,completed,employed,18300.0,
829,373,345,2025-06-23,3,completed,employed,16900.0,
830,373,345,2025-09-21,6,completed,employed,19100.0,
831,373,345,2026-03-20,12,completed,employed,21300.0,
832,374,346,2025-06-27,3,completed,employed,15600.0,
833,374,346,2025-09-25,6,completed,employed,16800.0,
834,374,346,2026-03-24,12,missed,,,
835,375,347,2025-05-06,3,completed,employed,16400.0,
836,375,347,2025-08-04,6,completed,employed,17500.0,
837,375,347,2026-01-31,12,completed,employed,19300.0,
838,376,348,2025-04-24,3,completed,employed,17800.0,
839,376,348,2025-07-23,6,completed,employed,18700.0,
840,376,348,2026-01-19,12,completed,employed,19500.0,
841,377,349,2025-06-03,3,completed,employed,15500.0,
842,377,349,2025-09-01,6,completed,employed,15700.0,
843,377,349,2026-02-28,12,completed,employed,16000.0,
844,378,350,2025-05-03,3,missed,,,
845,378,350,2025-08-01,6,completed,employed,21000.0,
846,378,350,2026-01-28,12,completed,employed,22600.0,
847,379,351,2025-06-07,3,missed,,,
848,379,351,2025-09-05,6,missed,,,
849,379,351,2026-03-04,12,completed,employed,14600.0,
850,380,352,2025-05-28,3,completed,employed,13600.0,
851,380,352,2025-08-26,6,completed,employed,13700.0,
852,380,352,2026-02-22,12,missed,,,
853,382,353,2025-04-30,3,missed,,,
854,382,353,2025-07-29,6,completed,employed,18600.0,
855,382,353,2026-01-25,12,completed,employed,19300.0,
856,383,354,2025-05-28,3,missed,,,
857,383,354,2025-08-26,6,completed,employed,17300.0,
858,383,354,2026-02-22,12,completed,employed,18200.0,
859,384,355,2025-06-24,3,completed,employed,15100.0,
860,384,355,2025-09-22,6,missed,,,
861,384,355,2026-03-21,12,completed,employed,15500.0,
862,385,356,2025-05-12,3,completed,employed,17700.0,
863,385,356,2025-08-10,6,completed,employed,18900.0,
864,385,356,2026-02-06,12,completed,employed,19400.0,
865,386,357,2025-05-08,3,completed,employed,16700.0,
866,386,357,2025-08-06,6,completed,employed,18000.0,
867,386,357,2026-02-02,12,completed,employed,18600.0,
868,387,358,2025-05-11,3,completed,employed,16800.0,
869,387,358,2025-08-09,6,completed,employed,18300.0,
870,387,358,2026-02-05,12,completed,employed,18700.0,
871,391,362,2025-05-29,3,completed,unemployed,,Moved to a better opportunity
872,391,362,2025-08-27,6,completed,unemployed,,
873,391,362,2026-02-23,12,completed,unemployed,,
874,392,363,2025-04-20,3,completed,employed,15500.0,
875,392,363,2025-07-19,6,completed,employed,16000.0,
876,392,363,2026-01-15,12,completed,employed,16900.0,
877,393,364,2025-05-24,3,completed,employed,19300.0,
878,393,364,2025-08-22,6,missed,,,
879,393,364,2026-02-18,12,missed,,,
880,394,365,2025-06-02,3,missed,,,
881,394,365,2025-08-31,6,completed,employed,15300.0,
882,394,365,2026-02-27,12,missed,,,
883,396,367,2025-06-13,3,completed,employed,15200.0,
884,396,367,2025-09-11,6,completed,employed,16300.0,
885,396,367,2026-03-10,12,completed,employed,16700.0,
886,398,369,2025-05-06,3,completed,employed,15500.0,
887,398,369,2025-08-04,6,completed,employed,16900.0,
888,398,369,2026-01-31,12,completed,employed,18000.0,
889,399,370,2025-06-12,3,completed,employed,13400.0,
890,399,370,2025-09-10,6,completed,employed,13900.0,
891,399,370,2026-03-09,12,completed,employed,15600.0,
892,400,371,2025-06-10,3,completed,employed,13200.0,
893,400,371,2025-09-08,6,completed,employed,13900.0,
894,400,371,2026-03-07,12,missed,,,
895,402,373,2025-06-06,3,completed,employed,16400.0,
896,402,373,2025-09-04,6,completed,employed,17000.0,
897,402,373,2026-03-03,12,completed,employed,18100.0,
898,403,374,2025-06-15,3,missed,,,
899,403,374,2025-09-13,6,completed,employed,16800.0,
900,403,374,2026-03-12,12,completed,employed,16600.0,
901,404,375,2025-04-29,3,completed,unemployed,,Left due to low wage relative to workload
902,404,375,2025-07-28,6,completed,unemployed,,
903,404,375,2026-01-24,12,missed,,,
904,406,377,2025-06-15,3,missed,,,
905,406,377,2025-09-13,6,completed,employed,13500.0,
906,406,377,2026-03-12,12,completed,unemployed,,Left due to low wage relative to workload
907,408,379,2025-05-05,3,completed,employed,17700.0,
908,408,379,2025-08-03,6,completed,employed,18600.0,
909,408,379,2026-01-30,12,completed,employed,18900.0,
910,410,381,2025-04-11,3,completed,employed,16800.0,
911,410,381,2025-07-10,6,completed,employed,17100.0,
912,410,381,2026-01-06,12,completed,employed,17700.0,
913,412,382,2025-03-30,3,missed,,,
914,412,382,2025-06-28,6,missed,,,
915,412,382,2025-12-25,12,completed,employed,15800.0,
916,413,383,2025-03-13,3,completed,employed,13800.0,
917,413,383,2025-06-11,6,completed,employed,13900.0,
918,413,383,2025-12-08,12,completed,unemployed,,Left due to low wage relative to workload
919,416,386,2025-04-12,3,completed,employed,13500.0,
920,416,386,2025-07-11,6,completed,employed,14800.0,
921,416,386,2026-01-07,12,completed,employed,15900.0,
922,417,387,2025-03-23,3,missed,,,
923,417,387,2025-06-21,6,missed,,,
924,417,387,2025-12-18,12,completed,employed,14000.0,
925,418,388,2025-04-26,3,completed,employed,15700.0,
926,418,388,2025-07-25,6,missed,,,
927,418,388,2026-01-21,12,completed,employed,16200.0,
928,422,392,2025-03-28,3,completed,employed,16300.0,
929,422,392,2025-06-26,6,completed,employed,16500.0,
930,422,392,2025-12-23,12,completed,employed,17200.0,
931,423,393,2025-02-26,3,completed,employed,11600.0,
932,423,393,2025-05-27,6,completed,employed,11900.0,
933,423,393,2025-11-23,12,completed,employed,12100.0,
934,424,394,2025-03-20,3,completed,employed,11800.0,
935,424,394,2025-06-18,6,completed,unemployed,,Moved to a better opportunity
936,424,394,2025-12-15,12,completed,unemployed,,
937,428,398,2025-04-17,3,completed,employed,15400.0,
938,428,398,2025-07-16,6,completed,employed,16000.0,
939,428,398,2026-01-12,12,completed,employed,16200.0,
940,433,403,2025-03-07,3,completed,employed,12900.0,
941,433,403,2025-06-05,6,completed,employed,13700.0,
942,433,403,2025-12-02,12,completed,employed,14300.0,
943,440,408,2025-04-11,3,missed,,,
944,440,408,2025-07-10,6,missed,,,
945,440,408,2026-01-06,12,completed,employed,15300.0,
946,441,409,2025-03-12,3,completed,employed,15100.0,
947,441,409,2025-06-10,6,completed,employed,16300.0,
948,441,409,2025-12-07,12,completed,employed,16500.0,
949,442,410,2025-03-08,3,completed,employed,16600.0,
950,442,410,2025-06-06,6,completed,employed,17200.0,
951,442,410,2025-12-03,12,completed,employed,17800.0,
952,443,411,2025-03-08,3,missed,,,
953,443,411,2025-06-06,6,completed,employed,11600.0,
954,443,411,2025-12-03,12,missed,,,
955,445,413,2025-04-17,3,completed,employed,16000.0,
956,445,413,2025-07-16,6,completed,employed,17000.0,
957,445,413,2026-01-12,12,completed,employed,16500.0,
958,446,414,2025-04-19,3,completed,employed,16200.0,
959,446,414,2025-07-18,6,missed,,,
960,446,414,2026-01-14,12,completed,employed,17100.0,
961,447,415,2025-04-03,3,completed,employed,12500.0,
962,447,415,2025-07-02,6,completed,employed,12200.0,
963,447,415,2025-12-29,12,completed,employed,12900.0,
964,448,416,2025-03-23,3,completed,employed,15800.0,
965,448,416,2025-06-21,6,completed,employed,17400.0,
966,448,416,2025-12-18,12,completed,unemployed,,Left due to low wage relative to workload
967,449,417,2025-02-27,3,completed,employed,12300.0,
968,449,417,2025-05-28,6,completed,employed,12700.0,
969,449,417,2025-11-24,12,completed,employed,12900.0,
970,450,418,2025-03-26,3,missed,,,
971,450,418,2025-06-24,6,completed,employed,15000.0,
972,450,418,2025-12-21,12,completed,employed,15200.0,
973,452,420,2025-03-02,3,completed,employed,14600.0,
974,452,420,2025-05-31,6,completed,employed,15200.0,
975,452,420,2025-11-27,12,completed,employed,15300.0,
976,453,421,2025-03-17,3,completed,unemployed,,Commute / relocation issues
977,453,421,2025-06-15,6,missed,,,
978,453,421,2025-12-12,12,missed,,,
979,455,422,2025-04-17,3,completed,employed,16300.0,
980,455,422,2025-07-16,6,completed,employed,16800.0,
981,455,422,2026-01-12,12,completed,employed,17500.0,
982,458,425,2025-04-23,3,completed,employed,11700.0,
983,458,425,2025-07-22,6,completed,employed,12300.0,
984,458,425,2026-01-18,12,completed,employed,13100.0,
985,459,426,2025-03-30,3,completed,employed,15000.0,
986,459,426,2025-06-28,6,completed,employed,15700.0,
987,459,426,2025-12-25,12,completed,employed,16500.0,
988,460,427,2025-03-11,3,completed,employed,12600.0,
989,460,427,2025-06-09,6,completed,employed,13500.0,
990,460,427,2025-12-06,12,completed,employed,13800.0,
991,461,428,2025-04-05,3,completed,employed,11400.0,
992,461,428,2025-07-04,6,completed,employed,11800.0,
993,461,428,2025-12-31,12,missed,,,
994,462,429,2025-04-17,3,completed,employed,16700.0,
995,462,429,2025-07-16,6,completed,employed,17300.0,
996,462,429,2026-01-12,12,completed,employed,18000.0,
997,463,430,2025-03-15,3,completed,employed,12800.0,
998,463,430,2025-06-13,6,completed,employed,13700.0,
999,463,430,2025-12-10,12,completed,employed,13700.0,
1000,464,431,2025-04-15,3,completed,employed,13600.0,
1001,464,431,2025-07-14,6,missed,,,
1002,464,431,2026-01-10,12,completed,employed,14100.0,
1003,467,433,2025-03-21,3,completed,employed,11300.0,
1004,467,433,2025-06-19,6,completed,employed,12100.0,
1005,467,433,2025-12-16,12,missed,,,
1006,471,437,2025-03-11,3,completed,employed,11900.0,
1007,471,437,2025-06-09,6,completed,employed,12100.0,
1008,471,437,2025-12-06,12,completed,employed,12900.0,
1009,472,438,2025-04-05,3,completed,employed,13300.0,
1010,472,438,2025-07-04,6,completed,employed,14200.0,
1011,472,438,2025-12-31,12,completed,employed,14400.0,
1012,474,439,2025-03-23,3,missed,,,
1013,474,439,2025-06-21,6,completed,employed,12700.0,
1014,474,439,2025-12-18,12,completed,employed,13800.0,
1015,475,440,2025-04-17,3,missed,,,
1016,475,440,2025-07-16,6,missed,,,
1017,475,440,2026-01-12,12,missed,,,
1018,478,443,2025-08-06,3,completed,employed,13400.0,
1019,478,443,2025-11-04,6,missed,,,
1020,478,443,2026-05-03,12,completed,employed,13700.0,
1021,481,445,2025-07-29,3,completed,employed,16600.0,
1022,481,445,2025-10-27,6,completed,employed,17300.0,
1023,481,445,2026-04-25,12,completed,employed,18200.0,
1024,483,446,2025-08-07,3,completed,employed,16800.0,
1025,483,446,2025-11-05,6,missed,,,
1026,483,446,2026-05-04,12,completed,employed,17600.0,
1027,484,447,2025-08-31,3,missed,,,
1028,484,447,2025-11-29,6,completed,employed,11700.0,
1029,484,447,2026-05-28,12,completed,employed,12400.0,
1030,486,449,2025-08-30,3,completed,employed,14600.0,
1031,486,449,2025-11-28,6,missed,,,
1032,486,449,2026-05-27,12,completed,employed,15400.0,
1033,487,450,2025-09-15,3,missed,,,
1034,487,450,2025-12-14,6,completed,employed,14000.0,
1035,487,450,2026-06-12,12,completed,employed,14200.0,
1036,489,452,2025-09-19,3,completed,employed,11100.0,
1037,489,452,2025-12-18,6,completed,employed,11300.0,
1038,489,452,2026-06-16,12,completed,employed,12200.0,
1039,490,453,2025-09-21,3,completed,unemployed,,Left due to low wage relative to workload
1040,490,453,2025-12-20,6,completed,unemployed,,
1041,490,453,2026-06-18,12,completed,unemployed,,
1042,491,454,2025-08-14,3,missed,,,
1043,491,454,2025-11-12,6,completed,employed,15200.0,
1044,491,454,2026-05-11,12,completed,employed,16500.0,
1045,492,455,2025-09-13,3,completed,employed,13500.0,
1046,492,455,2025-12-12,6,completed,employed,14300.0,
1047,492,455,2026-06-10,12,completed,unemployed,,Job did not match trained skillset
1048,493,456,2025-08-10,3,completed,employed,16500.0,
1049,493,456,2025-11-08,6,completed,employed,17200.0,
1050,493,456,2026-05-07,12,completed,employed,18200.0,
1051,494,457,2025-09-12,3,completed,employed,14000.0,
1052,494,457,2025-12-11,6,completed,employed,14600.0,
1053,494,457,2026-06-09,12,missed,,,
1054,495,458,2025-08-16,3,missed,,,
1055,495,458,2025-11-14,6,completed,employed,11800.0,
