trainee_id,district,state,gender,category,dob_year,consent_flag,course,course_sector,provider,training_start_date,training_end_date,completion_status,assessment_score,certification_id,placement_type,job_title,job_sector,employer,placement_start_date,verification_status,non_placement_reason,employment_status,attrition_reason,initial_wage,wage_3_month,wage_6_month,wage_12_month
377,Faridabad,Haryana,Male,OBC,2002,1,Web Development Basics,IT/ITES,Faridabad Skill Centre 4,2024-10-23,2025-01-15,completed,74.0,CERT-377,self_employment,IT/ITES Helper (low-relevance role),IT/ITES,,2025-03-05,unverified,,active,,14700.0,15500.0,15700.0,16000.0
378,Faridabad,Haryana,Female,OBC,1999,1,Web Development Basics,IT/ITES,Faridabad Skill Centre 4,2024-10-23,2025-01-15,completed,84.7,CERT-378,wage_employment,IT/ITES Associate,IT/ITES,"Bala, Issac and Saini",2025-02-02,unverified,,active,,18600.0,21000.0,22600.0,
379,Faridabad,Haryana,Female,General,1997,1,Web Development Basics,IT/ITES,Faridabad Skill Centre 4,2024-10-23,2025-01-15,completed,70.9,CERT-379,apprenticeship,IT/ITES Associate,IT/ITES,"Bala, Issac and Saini",2025-03-09,unverified,,active,,15200.0,14600.0,,
380,Gautam Buddh Nagar,Uttar Pradesh,Male,General,2005,1,Web Development Basics,IT/ITES,Faridabad Skill Centre 4,2024-10-23,2025-01-15,completed,54.6,CERT-380,wage_employment,IT/ITES Associate,IT/ITES,Balan Inc,2025-02-27,confirmed,,active,,13100.0,13600.0,13700.0,
381,Ghaziabad,Uttar Pradesh,Female,OBC,1993,1,Web Development Basics,IT/ITES,Faridabad Skill Centre 4,2024-10-23,2025-01-15,dropped_out,68.7,,,,,,,,,,,,,,
382,Gurugram,Haryana,Female,OBC,1993,1,Web Development Basics,IT/ITES,Faridabad Skill Centre 4,2024-10-23,2025-01-15,completed,79.6,CERT-382,wage_employment,IT/ITES Associate,IT/ITES,"Choudhury, Bakshi and Maharaj",2025-01-30,disputed,,active,,18700.0,18600.0,19300.0,
383,Jaipur,Rajasthan,Other,OBC,2001,1,Web Development Basics,IT/ITES,Faridabad Skill Centre 4,2024-10-23,2025-01-15,completed,80.1,CERT-383,wage_employment,IT/ITES Associate,IT/ITES,Kapoor and Sons,2025-02-27,confirmed,,active,,16700.0,17300.0,18200.0,
384,Jaipur,Rajasthan,Female,SC,1996,1,Web Development Basics,IT/ITES,Faridabad Skill Centre 4,2024-10-23,2025-01-15,completed,81.9,CERT-384,wage_employment,IT/ITES Associate,IT/ITES,"Bala, Issac and Saini",2025-03-26,unverified,,active,,14500.0,15100.0,15500.0,
385,Ghaziabad,Uttar Pradesh,Female,General,1998,1,Web Development Basics,IT/ITES,Faridabad Skill Centre 4,2024-10-23,2025-01-15,completed,96.3,CERT-385,wage_employment,IT/ITES Helper (low-relevance role),IT/ITES,"Choudhury, Bakshi and Maharaj",2025-02-11,unverified,,active,,17200.0,17700.0,18900.0,19400.0
386,Jaipur,Rajasthan,Male,OBC,2002,1,Web Development Basics,IT/ITES,Faridabad Skill Centre 4,2024-10-23,2025-01-15,completed,81.4,CERT-386,self_employment,IT/ITES Helper (low-relevance role),IT/ITES,,2025-02-07,confirmed,,active,,15500.0,16700.0,18000.0,18600.0
387,Gautam Buddh Nagar,Uttar Pradesh,Male,SC,1999,1,Web Development Basics,IT/ITES,Faridabad Skill Centre 4,2024-10-23,2025-01-15,completed,78.6,CERT-387,wage_employment,IT/ITES Associate,IT/ITES,"Choudhury, Bakshi and Maharaj",2025-02-10,confirmed,,active,,16100.0,16800.0,18300.0,18700.0
388,Jaipur,Rajasthan,Other,ST,1991,1,Web Development Basics,IT/ITES,Faridabad Skill Centre 4,2024-10-23,2025-01-15,completed,80.7,CERT-388,not_placed,,,,,unverified,Family responsibilities / not permitted to work,,,,,,
389,Ghaziabad,Uttar Pradesh,Female,SC,1995,1,Web Development Basics,IT/ITES,Faridabad Skill Centre 4,2024-10-23,2025-01-15,completed,72.2,CERT-389,not_placed,,,,,unverified,Job location too far / relocation not feasible,,,,,,
390,Faridabad,Haryana,Male,General,1995,1,Web Development Basics,IT/ITES,Faridabad Skill Centre 4,2024-10-23,2025-01-15,completed,81.0,CERT-390,not_placed,,,,,unverified,Felt underprepared / skill mismatch,,,,,,
391,Gautam Buddh Nagar,Uttar Pradesh,Male,ST,1999,1,Web Development Basics,IT/ITES,Faridabad Skill Centre 4,2024-10-23,2025-01-15,completed,56.3,CERT-391,wage_employment,IT/ITES Associate,IT/ITES,Kapoor and Sons,2025-02-28,unverified,,ended,Moved to a better opportunity,15000.0,,,
392,Gautam Buddh Nagar,Uttar Pradesh,Male,OBC,2003,1,Web Development Basics,IT/ITES,Faridabad Skill Centre 4,2024-10-23,2025-01-15,completed,72.3,CERT-392,wage_employment,IT/ITES Helper (low-relevance role),IT/ITES,Balan Inc,2025-01-20,confirmed,,active,,14800.0,15500.0,16000.0,16900.0
393,Gautam Buddh Nagar,Uttar Pradesh,Male,ST,1994,1,Web Development Basics,IT/ITES,Faridabad Skill Centre 4,2024-10-23,2025-01-15,completed,92.8,CERT-393,wage_employment,IT/ITES Associate,IT/ITES,Balan Inc,2025-02-23,confirmed,,active,,17600.0,19300.0,,
394,Gautam Buddh Nagar,Uttar Pradesh,Female,SC,1994,1,Web Development Basics,IT/ITES,Faridabad Skill Centre 4,2024-10-23,2025-01-15,completed,85.7,CERT-394,self_employment,IT/ITES Associate,IT/ITES,,2025-03-04,confirmed,,active,,14700.0,15300.0,,
395,Gurugram,Haryana,Other,ST,1997,1,Web Development Basics,IT/ITES,Faridabad Skill Centre 4,2024-10-23,2025-01-15,completed,82.4,CERT-395,not_placed,,,,,unverified,Pursuing further education,,,,,,
396,Jaipur,Rajasthan,Female,OBC,1995,1,Web Development Basics,IT/ITES,Faridabad Skill Centre 4,2024-10-23,2025-01-15,completed,52.0,CERT-396,apprenticeship,IT/ITES Associate,IT/ITES,Kapoor and Sons,2025-03-15,confirmed,,active,,14800.0,15200.0,16300.0,16700.0
397,Gautam Buddh Nagar,Uttar Pradesh,Female,SC,1990,1,Web Development Basics,IT/ITES,Faridabad Skill Centre 4,2024-10-23,2025-01-15,completed,70.0,CERT-397,not_placed,,,,,unverified,Wage offered too low,,,,,,
398,Ghaziabad,Uttar Pradesh,Male,SC,1998,1,Web Development Basics,IT/ITES,Faridabad Skill Centre 4,2024-10-23,2025-01-15,completed,50.9,CERT-398,self_employment,IT/ITES Associate,IT/ITES,,2025-02-05,confirmed,,active,,14300.0,15500.0,16900.0,18000.0
399,Gurugram,Haryana,Other,ST,1999,1,Web Development Basics,IT/ITES,Faridabad Skill Centre 4,2024-10-23,2025-01-15,completed,55.7,CERT-399,wage_employment,IT/ITES Associate,IT/ITES,Kapoor and Sons,2025-03-14,unverified,,active,,13700.0,13400.0,13900.0,15600.0
400,Faridabad,Haryana,Other,General,2005,1,Web Development Basics,IT/ITES,Faridabad Skill Centre 4,2024-10-23,2025-01-15,completed,84.8,CERT-400,self_employment,IT/ITES Associate,IT/ITES,,2025-03-12,unverified,,active,,13100.0,13200.0,13900.0,
401,Ghaziabad,Uttar Pradesh,Other,OBC,1991,1,Web Development Basics,IT/ITES,Faridabad Skill Centre 4,2024-10-23,2025-01-15,completed,78.9,CERT-401,not_placed,,,,,unverified,Wage offered too low,,,,,,
402,Ghaziabad,Uttar Pradesh,Female,OBC,1998,1,Web Development Basics,IT/ITES,Faridabad Skill Centre 4,2024-10-23,2025-01-15,completed,56.1,CERT-402,wage_employment,IT/ITES Helper (low-relevance role),IT/ITES,"Bala, Issac and Saini",2025-03-08,unverified,,active,,14800.0,16400.0,17000.0,18100.0
403,Jaipur,Rajasthan,Other,ST,1993,1,Web Development Basics,IT/ITES,Faridabad Skill Centre 4,2024-10-23,2025-01-15,completed,58.6,CERT-403,wage_employment,IT/ITES Associate,IT/ITES,Kapoor and Sons,2025-03-17,unverified,,active,,15600.0,16800.0,16600.0,
404,Gurugram,Haryana,Male,OBC,1990,1,Web Development Basics,IT/ITES,Faridabad Skill Centre 4,2024-10-23,2025-01-15,completed,88.3,CERT-404,wage_employment,IT/ITES Helper (low-relevance role),IT/ITES,Kapoor and Sons,2025-01-29,confirmed,,ended,Left due to low wage relative to workload,13800.0,,,
405,Gautam Buddh Nagar,Uttar Pradesh,Female,OBC,1991,1,Web Development Basics,IT/ITES,Faridabad Skill Centre 4,2024-10-23,2025-01-15,completed,59.2,CERT-405,not_placed,,,,,unverified,Family responsibilities / not permitted to work,,,,,,
406,Gautam Buddh Nagar,Uttar Pradesh,Other,SC,1993,1,Web Development Basics,IT/ITES,Faridabad Skill Centre 4,2024-10-23,2025-01-15,completed,49.5,CERT-406,self_employment,IT/ITES Associate,IT/ITES,,2025-03-17,confirmed,,ended,Left due to low wage relative to workload,13100.0,13500.0,,
407,Ghaziabad,Uttar Pradesh,Male,OBC,2003,1,Web Development Basics,IT/ITES,Faridabad Skill Centre 4,2024-10-23,2025-01-15,completed,60.2,CERT-407,not_placed,,,,,unverified,Pursuing further education,,,,,,
408,Gautam Buddh Nagar,Uttar Pradesh,Female,General,2005,1,Web Development Basics,IT/ITES,Faridabad Skill Centre 4,2024-10-23,2025-01-15,completed,95.7,CERT-408,wage_employment,IT/ITES Helper (low-relevance role),IT/ITES,"Chaudry, Chahal and Sami",2025-02-04,confirmed,,active,,16200.0,17700.0,18600.0,18900.0
409,Gautam Buddh Nagar,Uttar Pradesh,Female,OBC,1990,1,General Duty Assistant,Healthcare Support,Ghaziabad Skill Centre 2,2024-08-26,2024-11-18,completed,65.7,CERT-409,not_placed,,,,,unverified,Felt underprepared / skill mismatch,,,,,,
410,Faridabad,Haryana,Female,ST,1992,1,General Duty Assistant,Healthcare Support,Ghaziabad Skill Centre 2,2024-08-26,2024-11-18,completed,59.8,CERT-410,apprenticeship,Healthcare Support Helper (low-relevance role),Healthcare Support,Ahuja-Dutta,2025-01-11,confirmed,,active,,15700.0,16800.0,17100.0,17700.0
411,Ghaziabad,Uttar Pradesh,Female,SC,1992,1,General Duty Assistant,Healthcare Support,Ghaziabad Skill Centre 2,2024-08-26,2024-11-18,dropped_out,97.7,,,,,,,,,,,,,,
412,Gautam Buddh Nagar,Uttar Pradesh,Other,ST,2001,1,General Duty Assistant,Healthcare Support,Ghaziabad Skill Centre 2,2024-08-26,2024-11-18,completed,93.8,CERT-412,wage_employment,Healthcare Support Helper (low-relevance role),Healthcare Support,Ahuja-Dutta,2024-12-30,unverified,,active,,15100.0,15800.0,,
413,Gautam Buddh Nagar,Uttar Pradesh,Male,General,2003,1,General Duty Assistant,Healthcare Support,Ghaziabad Skill Centre 2,2024-08-26,2024-11-18,completed,80.1,CERT-413,self_employment,Healthcare Support Associate,Healthcare Support,,2024-12-13,confirmed,,ended,Left due to low wage relative to workload,13100.0,13800.0,13900.0,
414,Gautam Buddh Nagar,Uttar Pradesh,Other,OBC,1991,1,General Duty Assistant,Healthcare Support,Ghaziabad Skill Centre 2,2024-08-26,2024-11-18,completed,45.6,CERT-414,not_placed,,,,,unverified,Pursuing further education,,,,,,
415,Faridabad,Haryana,Other,SC,2007,1,General Duty Assistant,Healthcare Support,Ghaziabad Skill Centre 2,2024-08-26,2024-11-18,completed,71.6,CERT-415,not_placed,,,,,unverified,Job location too far / relocation not feasible,,,,,,
416,Ghaziabad,Uttar Pradesh,Female,ST,1998,1,General Duty Assistant,Healthcare Support,Ghaziabad Skill Centre 2,2024-08-26,2024-11-18,completed,51.6,CERT-416,wage_employment,Healthcare Support Associate,Healthcare Support,Ahuja-Dutta,2025-01-12,confirmed,,active,,12600.0,13500.0,14800.0,15900.0
417,Gautam Buddh Nagar,Uttar Pradesh,Other,General,1996,1,General Duty Assistant,Healthcare Support,Ghaziabad Skill Centre 2,2024-08-26,2024-11-18,completed,61.4,CERT-417,wage_employment,Healthcare Support Associate,Healthcare Support,Sen PLC,2024-12-23,confirmed,,active,,13400.0,14000.0,,
418,Gurugram,Haryana,Other,SC,2002,1,General Duty Assistant,Healthcare Support,Ghaziabad Skill Centre 2,2024-08-26,2024-11-18,completed,82.2,CERT-418,wage_employment,Healthcare Support Helper (low-relevance role),Healthcare Support,Parmer LLC,2025-01-26,confirmed,,active,,15000.0,15700.0,16200.0,
419,Ghaziabad,Uttar Pradesh,Other,OBC,1994,1,General Duty Assistant,Healthcare Support,Ghaziabad Skill Centre 2,2024-08-26,2024-11-18,completed,71.6,CERT-419,not_placed,,,,,unverified,Family responsibilities / not permitted to work,,,,,,
420,Jaipur,Rajasthan,Male,OBC,2000,1,General Duty Assistant,Healthcare Support,Ghaziabad Skill Centre 2,2024-08-26,2024-11-18,completed,64.1,CERT-420,not_placed,,,,,unverified,Job location too far / relocation not feasible,,,,,,
421,Faridabad,Haryana,Female,General,1997,1,General Duty Assistant,Healthcare Support,Ghaziabad Skill Centre 2,2024-08-26,2024-11-18,completed,75.0,CERT-421,not_placed,,,,,unverified,Wage offered too low,,,,,,
422,Gautam Buddh Nagar,Uttar Pradesh,Male,General,1994,1,General Duty Assistant,Healthcare Support,Ghaziabad Skill Centre 2,2024-08-26,2024-11-18,completed,69.1,CERT-422,wage_employment,Healthcare Support Helper (low-relevance role),Healthcare Support,Sen PLC,2024-12-28,confirmed,,active,,15900.0,16300.0,16500.0,17200.0
423,Faridabad,Haryana,Other,SC,2001,1,General Duty Assistant,Healthcare Support,Ghaziabad Skill Centre 2,2024-08-26,2024-11-18,completed,81.2,CERT-423,wage_employment,Healthcare Support Helper (low-relevance role),Healthcare Support,Parmer LLC,2024-11-28,unverified,,active,,11500.0,11600.0,11900.0,12100.0
424,Ghaziabad,Uttar Pradesh,Male,ST,1993,1,General Duty Assistant,Healthcare Support,Ghaziabad Skill Centre 2,2024-08-26,2024-11-18,completed,62.4,CERT-424,apprenticeship,Healthcare Support Helper (low-relevance role),Healthcare Support,Kale LLC,2024-12-20,confirmed,,ended,Moved to a better opportunity,11700.0,11800.0,,
425,Faridabad,Haryana,Female,OBC,1996,1,General Duty Assistant,Healthcare Support,Ghaziabad Skill Centre 2,2024-08-26,2024-11-18,completed,95.5,CERT-425,not_placed,,,,,unverified,Wage offered too low,,,,,,
426,Ghaziabad,Uttar Pradesh,Female,General,1992,1,General Duty Assistant,Healthcare Support,Ghaziabad Skill Centre 2,2024-08-26,2024-11-18,completed,49.3,CERT-426,not_placed,,,,,unverified,Job location too far / relocation not feasible,,,,,,
427,Faridabad,Haryana,Female,SC,2006,1,General Duty Assistant,Healthcare Support,Ghaziabad Skill Centre 2,2024-08-26,2024-11-18,completed,47.8,CERT-427,not_placed,,,,,unverified,Job location too far / relocation not feasible,,,,,,
428,Gurugram,Haryana,Female,SC,1995,1,General Duty Assistant,Healthcare Support,Ghaziabad Skill Centre 2,2024-08-26,2024-11-18,completed,70.5,CERT-428,self_employment,Healthcare Support Helper (low-relevance role),Healthcare Support,,2025-01-17,confirmed,,active,,14300.0,15400.0,16000.0,16200.0
429,Gautam Buddh Nagar,Uttar Pradesh,Male,General,2003,1,General Duty Assistant,Healthcare Support,Ghaziabad Skill Centre 2,2024-08-26,2024-11-18,completed,95.0,CERT-429,not_placed,,,,,unverified,Family responsibilities / not permitted to work,,,,,,
430,Jaipur,Rajasthan,Female,OBC,1993,1,General Duty Assistant,Healthcare Support,Ghaziabad Skill Centre 2,2024-08-26,2024-11-18,completed,54.9,CERT-430,not_placed,,,,,unverified,Felt underprepared / skill mismatch,,,,,,
431,Jaipur,Rajasthan,Female,SC,2002,1,General Duty Assistant,Healthcare Support,Ghaziabad Skill Centre 2,2024-08-26,2024-11-18,completed,55.1,CERT-431,not_placed,,,,,unverified,No suitable openings in area,,,,,,
432,Gurugram,Haryana,Female,SC,2001,1,General Duty Assistant,Healthcare Support,Ghaziabad Skill Centre 2,2024-08-26,2024-11-18,completed,71.6,CERT-432,not_placed,,,,,unverified,Pursuing further education,,,,,,
433,Faridabad,Haryana,Male,SC,2003,1,General Duty Assistant,Healthcare Support,Ghaziabad Skill Centre 2,2024-08-26,2024-11-18,completed,73.8,CERT-433,self_employment,Healthcare Support Associate,Healthcare Support,,2024-12-07,confirmed,,active,,12400.0,12900.0,13700.0,14300.0
434,Faridabad,Haryana,Male,General,1993,1,General Duty Assistant,Healthcare Support,Ghaziabad Skill Centre 2,2024-08-26,2024-11-18,completed,71.7,CERT-434,not_placed,,,,,unverified,Pursuing further education,,,,,,
435,Faridabad,Haryana,Female,ST,1996,1,General Duty Assistant,Healthcare Support,Ghaziabad Skill Centre 2,2024-08-26,2024-11-18,completed,51.1,CERT-435,not_placed,,,,,unverified,No suitable openings in area,,,,,,
436,Gurugram,Haryana,Male,ST,2004,1,General Duty Assistant,Healthcare Support,Ghaziabad Skill Centre 2,2024-08-26,2024-11-18,dropped_out,64.9,,,,,,,,,,,,,,
437,Ghaziabad,Uttar Pradesh,Male,SC,2006,1,General Duty Assistant,Healthcare Support,Ghaziabad Skill Centre 2,2024-08-26,2024-11-18,completed,59.0,CERT-437,not_placed,,,,,unverified,Felt underprepared / skill mismatch,,,,,,
438,Faridabad,Haryana,Female,ST,1997,1,General Duty Assistant,Healthcare Support,Ghaziabad Skill Centre 2,2024-08-26,2024-11-18,dropped_out,46.4,,,,,,,,,,,,,,
439,Gurugram,Haryana,Other,SC,2006,1,General Duty Assistant,Healthcare Support,Ghaziabad Skill Centre 2,2024-08-26,2024-11-18,completed,95.8,CERT-439,not_placed,,,,,unverified,Wage offered too low,,,,,,
440,Faridabad,Haryana,Other,ST,1996,1,General Duty Assistant,Healthcare Support,Ghaziabad Skill Centre 2,2024-08-26,2024-11-18,completed,87.5,CERT-440,wage_employment,Healthcare Support Associate,Healthcare Support,Parmer LLC,2025-01-11,unverified,,active,,14600.0,15300.0,,
441,Gurugram,Haryana,Female,SC,2007,1,General Duty Assistant,Healthcare Support,Ghaziabad Skill Centre 2,2024-08-26,2024-11-18,completed,49.9,CERT-441,wage_employment,Healthcare Support Associate,Healthcare Support,Chanda Group,2024-12-12,unverified,,active,,14200.0,15100.0,16300.0,16500.0
442,Gautam Buddh Nagar,Uttar Pradesh,Other,General,1994,1,General Duty Assistant,Healthcare Support,Ghaziabad Skill Centre 2,2024-08-26,2024-11-18,completed,75.7,CERT-442,wage_employment,Healthcare Support Associate,Healthcare Support,Chanda Group,2024-12-08,unverified,,active,,15600.0,16600.0,17200.0,17800.0
443,Ghaziabad,Uttar Pradesh,Male,General,1995,1,General Duty Assistant,Healthcare Support,Ghaziabad Skill Centre 2,2024-08-26,2024-11-18,completed,80.0,CERT-443,self_employment,Healthcare Support Associate,Healthcare Support,,2024-12-08,confirmed,,active,,11100.0,11600.0,,
444,Ghaziabad,Uttar Pradesh,Male,OBC,1990,1,General Duty Assistant,Healthcare Support,Ghaziabad Skill Centre 2,2024-08-26,2024-11-18,completed,83.6,CERT-444,not_placed,,,,,unverified,Wage offered too low,,,,,,
445,Faridabad,Haryana,Female,SC,1996,1,General Duty Assistant,Healthcare Support,Ghaziabad Skill Centre 2,2024-08-26,2024-11-18,completed,79.6,CERT-445,self_employment,Healthcare Support Helper (low-relevance role),Healthcare Support,,2025-01-17,confirmed,,active,,15400.0,16000.0,17000.0,16500.0
446,Gurugram,Haryana,Other,ST,1993,1,General Duty Assistant,Healthcare Support,Ghaziabad Skill Centre 2,2024-08-26,2024-11-18,completed,75.1,CERT-446,wage_employment,Healthcare Support Associate,Healthcare Support,Sen PLC,2025-01-19,unverified,,active,,15400.0,16200.0,17100.0,
447,Gurugram,Haryana,Female,SC,2001,1,General Duty Assistant,Healthcare Support,Ghaziabad Skill Centre 2,2024-08-26,2024-11-18,completed,61.9,CERT-447,wage_employment,Healthcare Support Associate,Healthcare Support,Kale LLC,2025-01-03,unverified,,active,,12100.0,12500.0,12200.0,12900.0
448,Faridabad,Haryana,Female,SC,2005,1,General Duty Assistant,Healthcare Support,Ghaziabad Skill Centre 2,2024-08-26,2024-11-18,completed,51.6,CERT-448,wage_employment,Healthcare Support Helper (low-relevance role),Healthcare Support,Kale LLC,2024-12-23,unverified,,ended,Left due to low wage relative to workload,15300.0,15800.0,17400.0,
449,Faridabad,Haryana,Male,SC,1999,1,General Duty Assistant,Healthcare Support,Ghaziabad Skill Centre 2,2024-08-26,2024-11-18,completed,66.2,CERT-449,wage_employment,Healthcare Support Helper (low-relevance role),Healthcare Support,Chanda Group,2024-11-29,confirmed,,active,,11500.0,12300.0,12700.0,12900.0
450,Jaipur,Rajasthan,Other,General,1990,1,General Duty Assistant,Healthcare Support,Ghaziabad Skill Centre 2,2024-08-26,2024-11-18,completed,86.6,CERT-450,apprenticeship,Healthcare Support Helper (low-relevance role),Healthcare Support,Sen PLC,2024-12-26,unverified,,active,,13900.0,15000.0,15200.0,
451,Ghaziabad,Uttar Pradesh,Other,ST,2005,1,General Duty Assistant,Healthcare Support,Ghaziabad Skill Centre 2,2024-08-26,2024-11-18,completed,62.1,CERT-451,not_placed,,,,,unverified,Wage offered too low,,,,,,
452,Gurugram,Haryana,Other,General,1999,1,General Duty Assistant,Healthcare Support,Ghaziabad Skill Centre 2,2024-08-26,2024-11-18,completed,89.3,CERT-452,wage_employment,Healthcare Support Helper (low-relevance role),Healthcare Support,Ahuja-Dutta,2024-12-02,confirmed,,active,,14400.0,14600.0,15200.0,15300.0
453,Ghaziabad,Uttar Pradesh,Male,ST,1997,1,General Duty Assistant,Healthcare Support,Ghaziabad Skill Centre 2,2024-08-26,2024-11-18,completed,91.0,CERT-453,self_employment,Healthcare Support Helper (low-relevance role),Healthcare Support,,2024-12-17,confirmed,,ended,Commute / relocation issues,15800.0,,,
454,Gautam Buddh Nagar,Uttar Pradesh,Female,SC,2004,1,General Duty Assistant,Healthcare Support,Ghaziabad Skill Centre 2,2024-08-26,2024-11-18,dropped_out,80.1,,,,,,,,,,,,,,
455,Faridabad,Haryana,Male,General,2001,1,General Duty Assistant,Healthcare Support,Ghaziabad Skill Centre 2,2024-08-26,2024-11-18,completed,49.5,CERT-455,wage_employment,Healthcare Support Associate,Healthcare Support,Chanda Group,2025-01-17,confirmed,,active,,15600.0,16300.0,16800.0,17500.0
456,Gautam Buddh Nagar,Uttar Pradesh,Female,General,1998,1,General Duty Assistant,Healthcare Support,Ghaziabad Skill Centre 2,2024-08-26,2024-11-18,completed,59.6,CERT-456,not_placed,,,,,unverified,Pursuing further education,,,,,,
457,Faridabad,Haryana,Male,General,2002,1,General Duty Assistant,Healthcare Support,Ghaziabad Skill Centre 2,2024-08-26,2024-11-18,completed,88.7,CERT-457,not_placed,,,,,unverified,Job location too far / relocation not feasible,,,,,,
458,Ghaziabad,Uttar Pradesh,Male,SC,1996,1,General Duty Assistant,Healthcare Support,Ghaziabad Skill Centre 2,2024-08-26,2024-11-18,completed,60.3,CERT-458,wage_employment,Healthcare Support Associate,Healthcare Support,Parmer LLC,2025-01-23,unverified,,active,,11900.0,11700.0,12300.0,13100.0
459,Faridabad,Haryana,Male,OBC,1990,1,General Duty Assistant,Healthcare Support,Ghaziabad Skill Centre 2,2024-08-26,2024-11-18,completed,47.4,CERT-459,self_employment,Healthcare Support Associate,Healthcare Support,,2024-12-30,confirmed,,active,,14700.0,15000.0,15700.0,16500.0
460,Jaipur,Rajasthan,Female,SC,2005,1,General Duty Assistant,Healthcare Support,Ghaziabad Skill Centre 2,2024-08-26,2024-11-18,completed,83.6,CERT-460,apprenticeship,Healthcare Support Associate,Healthcare Support,Ahuja-Dutta,2024-12-11,unverified,,active,,12000.0,12600.0,13500.0,13800.0
461,Gurugram,Haryana,Other,ST,2002,1,General Duty Assistant,Healthcare Support,Ghaziabad Skill Centre 2,2024-08-26,2024-11-18,completed,59.6,CERT-461,wage_employment,Healthcare Support Associate,Healthcare Support,Parmer LLC,2025-01-05,unverified,,active,,11000.0,11400.0,11800.0,
462,Gurugram,Haryana,Male,General,1990,1,General Duty Assistant,Healthcare Support,Ghaziabad Skill Centre 2,2024-08-26,2024-11-18,completed,88.7,CERT-462,wage_employment,Healthcare Support Associate,Healthcare Support,Sen PLC,2025-01-17,confirmed,,active,,15400.0,16700.0,17300.0,18000.0
463,Ghaziabad,Uttar Pradesh,Male,ST,2002,1,General Duty Assistant,Healthcare Support,Ghaziabad Skill Centre 2,2024-08-26,2024-11-18,completed,50.2,CERT-463,wage_employment,Healthcare Support Associate,Healthcare Support,"Sami, Oak and Mall",2024-12-15,unverified,,active,,12300.0,12800.0,13700.0,13700.0
464,Gurugram,Haryana,Male,ST,2004,1,General Duty Assistant,Healthcare Support,Ghaziabad Skill Centre 2,2024-08-26,2024-11-18,completed,96.0,CERT-464,apprenticeship,Healthcare Support Associate,Healthcare Support,Sen PLC,2025-01-15,confirmed,,active,,12900.0,13600.0,14100.0,
465,Jaipur,Rajasthan,Female,General,2004,1,General Duty Assistant,Healthcare Support,Ghaziabad Skill Centre 2,2024-08-26,2024-11-18,dropped_out,89.0,,,,,,,,,,,,,,
466,Gautam Buddh Nagar,Uttar Pradesh,Other,General,2000,1,General Duty Assistant,Healthcare Support,Ghaziabad Skill Centre 2,2024-08-26,2024-11-18,completed,75.0,CERT-466,not_placed,,,,,unverified,Felt underprepared / skill mismatch,,,,,,
467,Gautam Buddh Nagar,Uttar Pradesh,Other,General,2006,1,General Duty Assistant,Healthcare Support,Ghaziabad Skill Centre 2,2024-08-26,2024-11-18,completed,72.4,CERT-467,apprenticeship,Healthcare Support Associate,Healthcare Support,Ahuja-Dutta,2024-12-21,confirmed,,active,,11000.0,11300.0,12100.0,
468,Faridabad,Haryana,Female,OBC,2005,1,General Duty Assistant,Healthcare Support,Ghaziabad Skill Centre 2,2024-08-26,2024-11-18,completed,74.0,CERT-468,not_placed,,,,,unverified,Pursuing further education,,,,,,
469,Jaipur,Rajasthan,Male,OBC,1993,1,General Duty Assistant,Healthcare Support,Ghaziabad Skill Centre 2,2024-08-26,2024-11-18,completed,54.8,CERT-469,not_placed,,,,,unverified,Pursuing further education,,,,,,
470,Ghaziabad,Uttar Pradesh,Other,OBC,2006,1,General Duty Assistant,Healthcare Support,Ghaziabad Skill Centre 2,2024-08-26,2024-11-18,completed,60.4,CERT-470,not_placed,,,,,unverified,No suitable openings in area,,,,,,
471,Faridabad,Haryana,Other,SC,2001,1,General Duty Assistant,Healthcare Support,Ghaziabad Skill Centre 2,2024-08-26,2024-11-18,completed,82.0,CERT-471,wage_employment,Healthcare Support Helper (low-relevance role),Healthcare Support,Kale LLC,2024-12-11,confirmed,,active,,11100.0,11900.0,12100.0,12900.0
472,Jaipur,Rajasthan,Male,ST,1996,1,General Duty Assistant,Healthcare Support,Ghaziabad Skill Centre 2,2024-08-26,2024-11-18,completed,54.2,CERT-472,self_employment,Healthcare Support Associate,Healthcare Support,,2025-01-05,confirmed,,active,,13000.0,13300.0,14200.0,14400.0
473,Jaipur,Rajasthan,Female,General,2002,1,General Duty Assistant,Healthcare Support,Ghaziabad Skill Centre 2,2024-08-26,2024-11-18,dropped_out,83.8,,,,,,,,,,,,,,
474,Ghaziabad,Uttar Pradesh,Other,General,1993,1,General Duty Assistant,Healthcare Support,Ghaziabad Skill Centre 2,2024-08-26,2024-11-18,completed,81.0,CERT-474,wage_employment,Healthcare Support Associate,Healthcare Support,Parmer LLC,2024-12-23,confirmed,,active,,12300.0,12700.0,13800.0,
475,Ghaziabad,Uttar Pradesh,Female,OBC,2007,1,General Duty Assistant,Healthcare Support,Ghaziabad Skill Centre 2,2024-08-26,2024-11-18,completed,68.2,CERT-475,wage_employment,Healthcare Support Associate,Healthcare Support,Ahuja-Dutta,2025-01-17,confirmed,,active,,11500.0,,,
476,Faridabad,Haryana,Female,SC,2007,1,General Duty Assistant,Healthcare Support,Ghaziabad Skill Centre 2,2024-08-26,2024-11-18,completed,83.7,CERT-476,not_placed,,,,,unverified,Family responsibilities / not permitted to work,,,,,,
