placement_id,trainee_id,training_id,placement_type,employer_id,job_title,job_sector,start_date,source,verification_status,non_placement_reason_text
293,319,319,wage_employment,1.0,IT/ITES Associate,IT/ITES,2024-05-28,dashboard,unverified,
294,320,320,wage_employment,3.0,IT/ITES Associate,IT/ITES,2024-07-01,dashboard,unverified,
295,321,321,apprenticeship,2.0,IT/ITES Associate,IT/ITES,2024-05-22,dashboard,unverified,
296,323,323,wage_employment,6.0,IT/ITES Associate,IT/ITES,2024-06-04,dashboard,unverified,
297,324,324,self_employment,,IT/ITES Associate,IT/ITES,2024-07-02,dashboard,confirmed,
298,325,325,not_placed,,,,,dashboard,unverified,Pursuing further education
299,326,326,not_placed,,,,,dashboard,unverified,Family responsibilities / not permitted to work
300,327,327,wage_employment,1.0,IT/ITES Associate,IT/ITES,2024-07-06,dashboard,confirmed,
301,328,328,wage_employment,3.0,IT/ITES Associate,IT/ITES,2024-07-02,dashboard,confirmed,
302,329,329,not_placed,,,,,dashboard,unverified,Family responsibilities / not permitted to work
303,330,330,wage_employment,1.0,IT/ITES Associate,IT/ITES,2024-06-19,dashboard,unverified,
304,331,331,not_placed,,,,,dashboard,unverified,Family responsibilities / not permitted to work
305,332,332,not_placed,,,,,dashboard,unverified,Pursuing further education
306,333,333,wage_employment,3.0,IT/ITES Helper (low-relevance role),IT/ITES,2024-06-17,dashboard,confirmed,
307,334,334,not_placed,,,,,dashboard,unverified,Job location too far / relocation not feasible
308,335,335,wage_employment,2.0,IT/ITES Associate,IT/ITES,2024-07-22,dashboard,disputed,
309,336,336,wage_employment,3.0,IT/ITES Associate,IT/ITES,2024-07-09,dashboard,confirmed,
310,337,337,wage_employment,6.0,IT/ITES Associate,IT/ITES,2024-07-10,dashboard,unverified,
311,338,338,self_employment,,IT/ITES Associate,IT/ITES,2024-06-12,dashboard,confirmed,
312,339,339,self_employment,,IT/ITES Associate,IT/ITES,2024-05-17,dashboard,unverified,
313,340,340,wage_employment,5.0,IT/ITES Associate,IT/ITES,2024-05-18,dashboard,disputed,
314,341,341,not_placed,,,,,dashboard,unverified,Felt underprepared / skill mismatch
315,342,342,wage_employment,1.0,IT/ITES Helper (low-relevance role),IT/ITES,2025-01-24,dashboard,unverified,
316,343,343,wage_employment,6.0,IT/ITES Associate,IT/ITES,2025-01-23,dashboard,confirmed,
317,344,344,wage_employment,5.0,IT/ITES Associate,IT/ITES,2025-02-07,dashboard,confirmed,
318,345,345,wage_employment,1.0,IT/ITES Associate,IT/ITES,2025-03-24,dashboard,confirmed,
319,346,346,apprenticeship,3.0,IT/ITES Associate,IT/ITES,2025-01-25,dashboard,confirmed,
320,347,347,apprenticeship,2.0,IT/ITES Helper (low-relevance role),IT/ITES,2025-02-13,dashboard,confirmed,
321,348,348,wage_employment,4.0,IT/ITES Associate,IT/ITES,2025-03-26,dashboard,confirmed,
322,349,349,self_employment,,IT/ITES Associate,IT/ITES,2025-02-21,dashboard,unverified,
323,350,350,wage_employment,1.0,IT/ITES Associate,IT/ITES,2025-03-30,dashboard,confirmed,
324,351,351,wage_employment,2.0,IT/ITES Helper (low-relevance role),IT/ITES,2025-03-27,dashboard,confirmed,
325,352,352,self_employment,,IT/ITES Associate,IT/ITES,2025-02-27,dashboard,confirmed,
326,353,353,self_employment,,IT/ITES Associate,IT/ITES,2025-03-23,dashboard,unverified,
327,354,354,not_placed,,,,,dashboard,unverified,Pursuing further education
328,355,355,wage_employment,2.0,IT/ITES Associate,IT/ITES,2025-03-18,dashboard,confirmed,
329,356,356,wage_employment,2.0,IT/ITES Associate,IT/ITES,2025-02-24,dashboard,unverified,
330,357,357,wage_employment,2.0,IT/ITES Associate,IT/ITES,2025-03-02,dashboard,confirmed,
331,358,358,not_placed,,,,,dashboard,unverified,Family responsibilities / not permitted to work
332,359,359,wage_employment,4.0,IT/ITES Associate,IT/ITES,2025-02-14,dashboard,unverified,
333,360,360,wage_employment,2.0,IT/ITES Associate,IT/ITES,2025-01-21,dashboard,confirmed,
334,361,361,wage_employment,6.0,IT/ITES Associate,IT/ITES,2025-03-01,dashboard,disputed,
335,362,362,wage_employment,3.0,IT/ITES Helper (low-relevance role),IT/ITES,2025-02-14,dashboard,confirmed,
336,363,363,self_employment,,IT/ITES Associate,IT/ITES,2025-02-17,dashboard,unverified,
337,364,364,wage_employment,4.0,IT/ITES Associate,IT/ITES,2025-02-11,dashboard,unverified,
338,365,365,wage_employment,4.0,IT/ITES Helper (low-relevance role),IT/ITES,2025-02-28,dashboard,confirmed,
339,366,366,not_placed,,,,,dashboard,unverified,Wage offered too low
340,367,367,self_employment,,IT/ITES Associate,IT/ITES,2025-03-10,dashboard,unverified,
341,368,368,self_employment,,IT/ITES Associate,IT/ITES,2025-02-21,dashboard,unverified,
342,370,370,self_employment,,IT/ITES Helper (low-relevance role),IT/ITES,2025-02-14,dashboard,confirmed,
343,371,371,wage_employment,1.0,IT/ITES Associate,IT/ITES,2025-01-25,dashboard,confirmed,
344,372,372,self_employment,,IT/ITES Helper (low-relevance role),IT/ITES,2025-03-08,dashboard,unverified,
345,373,373,wage_employment,5.0,IT/ITES Associate,IT/ITES,2025-03-25,dashboard,confirmed,
346,374,374,self_employment,,IT/ITES Associate,IT/ITES,2025-03-29,dashboard,unverified,
347,375,375,wage_employment,3.0,IT/ITES Helper (low-relevance role),IT/ITES,2025-02-05,dashboard,unverified,
348,376,376,self_employment,,IT/ITES Associate,IT/ITES,2025-01-24,dashboard,unverified,
349,377,377,self_employment,,IT/ITES Helper (low-relevance role),IT/ITES,2025-03-05,dashboard,unverified,
350,378,378,wage_employment,6.0,IT/ITES Associate,IT/ITES,2025-02-02,dashboard,unverified,
351,379,379,apprenticeship,6.0,IT/ITES Associate,IT/ITES,2025-03-09,dashboard,unverified,
352,380,380,wage_employment,4.0,IT/ITES Associate,IT/ITES,2025-02-27,dashboard,confirmed,
353,382,382,wage_employment,1.0,IT/ITES Associate,IT/ITES,2025-01-30,dashboard,disputed,
354,383,383,wage_employment,2.0,IT/ITES Associate,IT/ITES,2025-02-27,dashboard,confirmed,
355,384,384,wage_employment,6.0,IT/ITES Associate,IT/ITES,2025-03-26,dashboard,unverified,
356,385,385,wage_employment,1.0,IT/ITES Helper (low-relevance role),IT/ITES,2025-02-11,dashboard,unverified,
357,386,386,self_employment,,IT/ITES Helper (low-relevance role),IT/ITES,2025-02-07,dashboard,confirmed,
358,387,387,wage_employment,1.0,IT/ITES Associate,IT/ITES,2025-02-10,dashboard,confirmed,
359,388,388,not_placed,,,,,dashboard,unverified,Family responsibilities / not permitted to work
360,389,389,not_placed,,,,,dashboard,unverified,Job location too far / relocation not feasible
361,390,390,not_placed,,,,,dashboard,unverified,Felt underprepared / skill mismatch
362,391,391,wage_employment,2.0,IT/ITES Associate,IT/ITES,2025-02-28,dashboard,unverified,
363,392,392,wage_employment,4.0,IT/ITES Helper (low-relevance role),IT/ITES,2025-01-20,dashboard,confirmed,
364,393,393,wage_employment,4.0,IT/ITES Associate,IT/ITES,2025-02-23,dashboard,confirmed,
365,394,394,self_employment,,IT/ITES Associate,IT/ITES,2025-03-04,dashboard,confirmed,
366,395,395,not_placed,,,,,dashboard,unverified,Pursuing further education
367,396,396,apprenticeship,2.0,IT/ITES Associate,IT/ITES,2025-03-15,dashboard,confirmed,
368,397,397,not_placed,,,,,dashboard,unverified,Wage offered too low
369,398,398,self_employment,,IT/ITES Associate,IT/ITES,2025-02-05,dashboard,confirmed,
370,399,399,wage_employment,2.0,IT/ITES Associate,IT/ITES,2025-03-14,dashboard,unverified,
371,400,400,self_employment,,IT/ITES Associate,IT/ITES,2025-03-12,dashboard,unverified,
372,401,401,not_placed,,,,,dashboard,unverified,Wage offered too low
373,402,402,wage_employment,6.0,IT/ITES Helper (low-relevance role),IT/ITES,2025-03-08,dashboard,unverified,
374,403,403,wage_employment,2.0,IT/ITES Associate,IT/ITES,2025-03-17,dashboard,unverified,
375,404,404,wage_employment,2.0,IT/ITES Helper (low-relevance role),IT/ITES,2025-01-29,dashboard,confirmed,
376,405,405,not_placed,,,,,dashboard,unverified,Family responsibilities / not permitted to work
377,406,406,self_employment,,IT/ITES Associate,IT/ITES,2025-03-17,dashboard,confirmed,
378,407,407,not_placed,,,,,dashboard,unverified,Pursuing further education
379,408,408,wage_employment,3.0,IT/ITES Helper (low-relevance role),IT/ITES,2025-02-04,dashboard,confirmed,
380,409,409,not_placed,,,,,dashboard,unverified,Felt underprepared / skill mismatch
381,410,410,apprenticeship,8.0,Healthcare Support Helper (low-relevance role),Healthcare Support,2025-01-11,dashboard,confirmed,
382,412,412,wage_employment,8.0,Healthcare Support Helper (low-relevance role),Healthcare Support,2024-12-30,dashboard,unverified,
383,413,413,self_employment,,Healthcare Support Associate,Healthcare Support,2024-12-13,dashboard,confirmed,
384,414,414,not_placed,,,,,dashboard,unverified,Pursuing further education
385,415,415,not_placed,,,,,dashboard,unverified,Job location too far / relocation not feasible
386,416,416,wage_employment,8.0,Healthcare Support Associate,Healthcare Support,2025-01-12,dashboard,confirmed,
387,417,417,wage_employment,7.0,Healthcare Support Associate,Healthcare Support,2024-12-23,dashboard,confirmed,
388,418,418,wage_employment,12.0,Healthcare Support Helper (low-relevance role),Healthcare Support,2025-01-26,dashboard,confirmed,
389,419,419,not_placed,,,,,dashboard,unverified,Family responsibilities / not permitted to work
390,420,420,not_placed,,,,,dashboard,unverified,Job location too far / relocation not feasible
391,421,421,not_placed,,,,,dashboard,unverified,Wage offered too low
392,422,422,wage_employment,7.0,Healthcare Support Helper (low-relevance role),Healthcare Support,2024-12-28,dashboard,confirmed,
393,423,423,wage_employment,12.0,Healthcare Support Helper (low-relevance role),Healthcare Support,2024-11-28,dashboard,unverified,
394,424,424,apprenticeship,10.0,Healthcare Support Helper (low-relevance role),Healthcare Support,2024-12-20,dashboard,confirmed,
395,425,425,not_placed,,,,,dashboard,unverified,Wage offered too low
396,426,426,not_placed,,,,,dashboard,unverified,Job location too far / relocation not feasible
397,427,427,not_placed,,,,,dashboard,unverified,Job location too far / relocation not feasible
398,428,428,self_employment,,Healthcare Support Helper (low-relevance role),Healthcare Support,2025-01-17,dashboard,confirmed,
399,429,429,not_placed,,,,,dashboard,unverified,Family responsibilities / not permitted to work
400,430,430,not_placed,,,,,dashboard,unverified,Felt underprepared / skill mismatch
401,431,431,not_placed,,,,,dashboard,unverified,No suitable openings in area
402,432,432,not_placed,,,,,dashboard,unverified,Pursuing further education
403,433,433,self_employment,,Healthcare Support Associate,Healthcare Support,2024-12-07,dashboard,confirmed,
404,434,434,not_placed,,,,,dashboard,unverified,Pursuing further education
405,435,435,not_placed,,,,,dashboard,unverified,No suitable openings in area
406,437,437,not_placed,,,,,dashboard,unverified,Felt underprepared / skill mismatch
407,439,439,not_placed,,,,,dashboard,unverified,Wage offered too low
408,440,440,wage_employment,12.0,Healthcare Support Associate,Healthcare Support,2025-01-11,dashboard,unverified,
409,441,441,wage_employment,11.0,Healthcare Support Associate,Healthcare Support,2024-12-12,dashboard,unverified,
410,442,442,wage_employment,11.0,Healthcare Support Associate,Healthcare Support,2024-12-08,dashboard,unverified,
411,443,443,self_employment,,Healthcare Support Associate,Healthcare Support,2024-12-08,dashboard,confirmed,
412,444,444,not_placed,,,,,dashboard,unverified,Wage offered too low
413,445,445,self_employment,,Healthcare Support Helper (low-relevance role),Healthcare Support,2025-01-17,dashboard,confirmed,
414,446,446,wage_employment,7.0,Healthcare Support Associate,Healthcare Support,2025-01-19,dashboard,unverified,
415,447,447,wage_employment,10.0,Healthcare Support Associate,Healthcare Support,2025-01-03,dashboard,unverified,
416,448,448,wage_employment,10.0,Healthcare Support Helper (low-relevance role),Healthcare Support,2024-12-23,dashboard,unverified,
417,449,449,wage_employment,11.0,Healthcare Support Helper (low-relevance role),Healthcare Support,2024-11-29,dashboard,confirmed,
418,450,450,apprenticeship,7.0,Healthcare Support Helper (low-relevance role),Healthcare Support,2024-12-26,dashboard,unverified,
419,451,451,not_placed,,,,,dashboard,unverified,Wage offered too low
420,452,452,wage_employment,8.0,Healthcare Support Helper (low-relevance role),Healthcare Support,2024-12-02,dashboard,confirmed,
421,453,453,self_employment,,Healthcare Support Helper (low-relevance role),Healthcare Support,2024-12-17,dashboard,confirmed,
422,455,455,wage_employment,11.0,Healthcare Support Associate,Healthcare Support,2025-01-17,dashboard,confirmed,
423,456,456,not_placed,,,,,dashboard,unverified,Pursuing further education
424,457,457,not_placed,,,,,dashboard,unverified,Job location too far / relocation not feasible
425,458,458,wage_employment,12.0,Healthcare Support Associate,Healthcare Support,2025-01-23,dashboard,unverified,
426,459,459,self_employment,,Healthcare Support Associate,Healthcare Support,2024-12-30,dashboard,confirmed,
427,460,460,apprenticeship,8.0,Healthcare Support Associate,Healthcare Support,2024-12-11,dashboard,unverified,
428,461,461,wage_employment,12.0,Healthcare Support Associate,Healthcare Support,2025-01-05,dashboard,unverified,
429,462,462,wage_employment,7.0,Healthcare Support Associate,Healthcare Support,2025-01-17,dashboard,confirmed,
430,463,463,wage_employment,9.0,Healthcare Support Associate,Healthcare Support,2024-12-15,dashboard,unverified,
431,464,464,apprenticeship,7.0,Healthcare Support Associate,Healthcare Support,2025-01-15,dashboard,confirmed,
432,466,466,not_placed,,,,,dashboard,unverified,Felt underprepared / skill mismatch
433,467,467,apprenticeship,8.0,Healthcare Support Associate,Healthcare Support,2024-12-21,dashboard,confirmed,
434,468,468,not_placed,,,,,dashboard,unverified,Pursuing further education
435,469,469,not_placed,,,,,dashboard,unverified,Pursuing further education
436,470,470,not_placed,,,,,dashboard,unverified,No suitable openings in area
437,471,471,wage_employment,10.0,Healthcare Support Helper (low-relevance role),Healthcare Support,2024-12-11,dashboard,confirmed,
438,472,472,self_employment,,Healthcare Support Associate,Healthcare Support,2025-01-05,dashboard,confirmed,
439,474,474,wage_employment,12.0,Healthcare Support Associate,Healthcare Support,2024-12-23,dashboard,confirmed,
440,475,475,wage_employment,8.0,Healthcare Support Associate,Healthcare Support,2025-01-17,dashboard,confirmed,
441,476,476,not_placed,,,,,dashboard,unverified,Family responsibilities / not permitted to work
442,477,477,not_placed,,,,,dashboard,unverified,Felt underprepared / skill mismatch
443,478,478,wage_employment,7.0,Healthcare Support Helper (low-relevance role),Healthcare Support,2025-05-08,dashboard,confirmed,
444,479,479,not_placed,,,,,dashboard,unverified,Wage offered too low
445,481,481,self_employment,,Healthcare Support Associate,Healthcare Support,2025-04-30,dashboard,unverified,
446,483,483,wage_employment,10.0,Healthcare Support Helper (low-relevance role),Healthcare Support,2025-05-09,dashboard,confirmed,
447,484,484,wage_employment,7.0,Healthcare Support Associate,Healthcare Support,2025-06-02,dashboard,confirmed,
448,485,485,not_placed,,,,,dashboard,unverified,Family responsibilities / not permitted to work
449,486,486,apprenticeship,8.0,Healthcare Support Associate,Healthcare Support,2025-06-01,dashboard,confirmed,
450,487,487,wage_employment,8.0,Healthcare Support Helper (low-relevance role),Healthcare Support,2025-06-17,dashboard,unverified,
451,488,488,not_placed,,,,,dashboard,unverified,No suitable openings in area
452,489,489,wage_employment,10.0,Healthcare Support Associate,Healthcare Support,2025-06-21,dashboard,confirmed,
453,490,490,wage_employment,9.0,Healthcare Support Helper (low-relevance role),Healthcare Support,2025-06-23,dashboard,confirmed,
454,491,491,wage_employment,7.0,Healthcare Support Helper (low-relevance role),Healthcare Support,2025-05-16,dashboard,unverified,
455,492,492,wage_employment,12.0,Healthcare Support Associate,Healthcare Support,2025-06-15,dashboard,confirmed,
456,493,493,self_employment,,Healthcare Support Associate,Healthcare Support,2025-05-12,dashboard,confirmed,
457,494,494,wage_employment,12.0,Healthcare Support Associate,Healthcare Support,2025-06-14,dashboard,confirmed,
458,495,495,wage_employment,10.0,Healthcare Support Associate,Healthcare Support,2025-05-18,dashboard,confirmed,
459,496,496,wage_employment,9.0,Healthcare Support Helper (low-relevance role),Healthcare Support,2025-06-05,dashboard,disputed,
460,497,497,wage_employment,12.0,Healthcare Support Associate,Healthcare Support,2025-05-28,dashboard,confirmed,
461,498,498,wage_employment,8.0,Healthcare Support Associate,Healthcare Support,2025-05-29,dashboard,unverified,
462,499,499,not_placed,,,,,dashboard,unverified,Job location too far / relocation not feasible
463,500,500,not_placed,,,,,dashboard,unverified,Felt underprepared / skill mismatch
464,501,501,self_employment,,Healthcare Support Associate,Healthcare Support,2025-06-07,dashboard,confirmed,
465,502,502,wage_employment,10.0,Healthcare Support Helper (low-relevance role),Healthcare Support,2025-05-12,dashboard,confirmed,
466,503,503,not_placed,,,,,dashboard,unverified,Pursuing further education
467,504,504,apprenticeship,9.0,Healthcare Support Associate,Healthcare Support,2025-06-15,dashboard,unverified,
468,506,506,wage_employment,10.0,Healthcare Support Helper (low-relevance role),Healthcare Support,2025-05-21,dashboard,confirmed,
469,507,507,wage_employment,8.0,Healthcare Support Helper (low-relevance role),Healthcare Support,2025-06-30,dashboard,confirmed,
470,509,509,self_employment,,Healthcare Support Associate,Healthcare Support,2025-06-15,dashboard,confirmed,
471,510,510,wage_employment,9.0,Healthcare Support Helper (low-relevance role),Healthcare Support,2025-06-30,dashboard,disputed,
472,511,511,wage_employment,10.0,Healthcare Support Associate,Healthcare Support,2025-06-22,dashboard,unverified,
473,512,512,wage_employment,11.0,Healthcare Support Associate,Healthcare Support,2025-05-03,dashboard,unverified,
474,513,513,self_employment,,Healthcare Support Helper (low-relevance role),Healthcare Support,2025-05-11,dashboard,confirmed,
475,515,515,wage_employment,8.0,Healthcare Support Helper (low-relevance role),Healthcare Support,2025-05-01,dashboard,confirmed,
476,516,516,self_employment,,Healthcare Support Associate,Healthcare Support,2025-06-11,dashboard,confirmed,
477,517,517,wage_employment,11.0,Healthcare Support Helper (low-relevance role),Healthcare Support,2025-06-12,dashboard,confirmed,
478,518,518,not_placed,,,,,dashboard,unverified,Family responsibilities / not permitted to work
479,519,519,not_placed,,,,,dashboard,unverified,Job location too far / relocation not feasible
480,520,520,not_placed,,,,,dashboard,unverified,Wage offered too low
481,522,522,wage_employment,7.0,Healthcare Support Associate,Healthcare Support,2025-05-25,dashboard,unverified,
482,523,523,wage_employment,7.0,Healthcare Support Associate,Healthcare Support,2025-06-02,dashboard,disputed,
483,524,524,wage_employment,11.0,Healthcare Support Associate,Healthcare Support,2025-06-14,dashboard,confirmed,
484,525,525,not_placed,,,,,dashboard,unverified,Felt underprepared / skill mismatch
485,526,526,wage_employment,8.0,Healthcare Support Associate,Healthcare Support,2025-05-17,dashboard,confirmed,
486,527,527,self_employment,,Healthcare Support Associate,Healthcare Support,2025-05-29,dashboard,unverified,
487,528,528,wage_employment,12.0,Healthcare Support Associate,Healthcare Support,2025-05-06,dashboard,unverified,
488,529,529,self_employment,,Healthcare Support Associate,Healthcare Support,2025-05-31,dashboard,confirmed,
489,530,530,not_placed,,,,,dashboard,unverified,Health-related reasons
490,531,531,not_placed,,,,,dashboard,unverified,Wage offered too low
491,532,532,self_employment,,Healthcare Support Associate,Healthcare Support,2025-05-12,dashboard,unverified,
492,533,533,not_placed,,,,,dashboard,unverified,Health-related reasons
493,534,534,self_employment,,Healthcare Support Helper (low-relevance role),Healthcare Support,2025-06-12,dashboard,unverified,
494,535,535,not_placed,,,,,dashboard,unverified,Felt underprepared / skill mismatch
495,536,536,wage_employment,12.0,Healthcare Support Associate,Healthcare Support,2025-06-13,dashboard,confirmed,
496,537,537,not_placed,,,,,dashboard,unverified,Job location too far / relocation not feasible
497,538,538,self_employment,,Healthcare Support Associate,Healthcare Support,2025-06-09,dashboard,confirmed,
498,539,539,self_employment,,Healthcare Support Helper (low-relevance role),Healthcare Support,2025-06-25,dashboard,disputed,
499,540,540,wage_employment,8.0,Healthcare Support Associate,Healthcare Support,2025-05-25,dashboard,confirmed,
500,541,541,apprenticeship,12.0,Healthcare Support Associate,Healthcare Support,2025-05-29,dashboard,confirmed,
501,542,542,apprenticeship,7.0,Healthcare Support Helper (low-relevance role),Healthcare Support,2025-06-05,dashboard,confirmed,
502,544,544,not_placed,,,,,dashboard,unverified,Job location too far / relocation not feasible
503,545,545,wage_employment,8.0,Healthcare Support Helper (low-relevance role),Healthcare Support,2025-07-21,dashboard,confirmed,
504,546,546,not_placed,,,,,dashboard,unverified,Wage offered too low
505,547,547,not_placed,,,,,dashboard,unverified,Wage offered too low
506,548,548,wage_employment,11.0,Healthcare Support Helper (low-relevance role),Healthcare Support,2025-07-17,dashboard,unverified,
507,549,549,not_placed,,,,,dashboard,unverified,Wage offered too low
508,550,550,not_placed,,,,,dashboard,unverified,Family responsibilities / not permitted to work
509,551,551,wage_employment,12.0,Healthcare Support Associate,Healthcare Support,2025-08-28,dashboard,unverified,
510,552,552,wage_employment,11.0,Healthcare Support Helper (low-relevance role),Healthcare Support,2025-07-21,dashboard,unverified,
511,553,553,wage_employment,7.0,Healthcare Support Associate,Healthcare Support,2025-07-24,dashboard,confirmed,
512,554,554,wage_employment,11.0,Healthcare Support Helper (low-relevance role),Healthcare Support,2025-08-27,dashboard,disputed,
513,555,555,wage_employment,10.0,Healthcare Support Associate,Healthcare Support,2025-09-03,dashboard,unverified,
514,556,556,self_employment,,Healthcare Support Associate,Healthcare Support,2025-09-03,dashboard,confirmed,
515,557,557,wage_employment,11.0,Healthcare Support Helper (low-relevance role),Healthcare Support,2025-09-07,dashboard,confirmed,
516,558,558,self_employment,,Healthcare Support Associate,Healthcare Support,2025-08-07,dashboard,confirmed,
517,559,559,self_employment,,Healthcare Support Associate,Healthcare Support,2025-07-30,dashboard,confirmed,
518,560,560,not_placed,,,,,dashboard,unverified,Job location too far / relocation not feasible
519,561,561,not_placed,,,,,dashboard,unverified,Job location too far / relocation not feasible
520,562,562,not_placed,,,,,dashboard,unverified,Job location too far / relocation not feasible
521,563,563,not_placed,,,,,dashboard,unverified,Wage offered too low
522,564,564,wage_employment,8.0,Healthcare Support Helper (low-relevance role),Healthcare Support,2025-09-09,dashboard,confirmed,
523,565,565,self_employment,,Healthcare Support Helper (low-relevance role),Healthcare Support,2025-07-16,dashboard,confirmed,
524,566,566,wage_employment,9.0,Healthcare Support Helper (low-relevance role),Healthcare Support,2025-08-18,dashboard,confirmed,
525,567,567,not_placed,,,,,dashboard,unverified,Job location too far / relocation not feasible
526,568,568,apprenticeship,7.0,Healthcare Support Helper (low-relevance role),Healthcare Support,2025-09-13,dashboard,confirmed,
527,569,569,wage_employment,10.0,Healthcare Support Associate,Healthcare Support,2025-07-09,dashboard,confirmed,
528,570,570,not_placed,,,,,dashboard,unverified,Job location too far / relocation not feasible
529,571,571,not_placed,,,,,dashboard,unverified,Wage offered too low
530,572,572,apprenticeship,7.0,Healthcare Support Helper (low-relevance role),Healthcare Support,2025-09-01,dashboard,unverified,
531,573,573,wage_employment,7.0,Healthcare Support Helper (low-relevance role),Healthcare Support,2025-09-03,dashboard,confirmed,
532,574,574,wage_employment,10.0,Healthcare Support Associate,Healthcare Support,2025-07-11,dashboard,confirmed,
533,576,576,wage_employment,11.0,Healthcare Support Associate,Healthcare Support,2025-07-28,dashboard,unverified,
534,577,577,wage_employment,11.0,Healthcare Support Associate,Healthcare Support,2025-08-01,dashboard,confirmed,
535,578,578,not_placed,,,,,dashboard,unverified,Wage offered too low
536,581,581,wage_employment,7.0,Healthcare Support Associate,Healthcare Support,2025-08-11,dashboard,unverified,
537,582,582,wage_employment,7.0,Healthcare Support Associate,Healthcare Support,2025-09-09,dashboard,confirmed,
538,583,583,self_employment,,Healthcare Support Associate,Healthcare Support,2025-08-04,dashboard,confirmed,
539,584,584,wage_employment,10.0,Healthcare Support Associate,Healthcare Support,2025-07-24,dashboard,confirmed,
540,585,585,not_placed,,,,,dashboard,unverified,Family responsibilities / not permitted to work
541,586,586,self_employment,,Healthcare Support Associate,Healthcare Support,2025-08-19,dashboard,unverified,
542,587,587,not_placed,,,,,dashboard,unverified,Wage offered too low
543,588,588,wage_employment,12.0,Healthcare Support Associate,Healthcare Support,2025-09-07,dashboard,confirmed,
544,589,589,wage_employment,10.0,Healthcare Support Helper (low-relevance role),Healthcare Support,2025-09-03,dashboard,unverified,
545,590,590,self_employment,,Healthcare Support Associate,Healthcare Support,2025-08-09,dashboard,unverified,
546,591,591,self_employment,,Healthcare Support Associate,Healthcare Support,2025-09-07,dashboard,confirmed,
547,592,592,not_placed,,,,,dashboard,unverified,Wage offered too low
548,593,593,self_employment,,Healthcare Support Helper (low-relevance role),Healthcare Support,2025-08-11,dashboard,confirmed,
549,594,594,not_placed,,,,,dashboard,unverified,Wage offered too low
550,595,595,not_placed,,,,,dashboard,unverified,Job location too far / relocation not feasible
551,596,596,not_placed,,,,,dashboard,unverified,Pursuing further education
552,597,597,wage_employment,8.0,Healthcare Support Associate,Healthcare Support,2025-09-04,dashboard,confirmed,
553,598,598,wage_employment,12.0,Healthcare Support Helper (low-relevance role),Healthcare Support,2025-08-14,dashboard,confirmed,
554,599,599,wage_employment,10.0,Healthcare Support Helper (low-relevance role),Healthcare Support,2025-08-25,dashboard,unverified,
555,600,600,apprenticeship,7.0,Healthcare Support Associate,Healthcare Support,2025-08-23,dashboard,disputed,
556,601,601,not_placed,,,,,dashboard,unverified,Wage offered too low
557,602,602,not_placed,,,,,dashboard,unverified,Wage offered too low
558,603,603,wage_employment,8.0,Healthcare Support Associate,Healthcare Support,2025-07-26,dashboard,unverified,
559,604,604,wage_employment,11.0,Healthcare Support Helper (low-relevance role),Healthcare Support,2025-09-11,dashboard,confirmed,
560,605,605,not_placed,,,,,dashboard,unverified,Felt underprepared / skill mismatch
561,606,606,apprenticeship,11.0,Healthcare Support Helper (low-relevance role),Healthcare Support,2025-07-29,dashboard,unverified,
562,607,607,wage_employment,8.0,Healthcare Support Helper (low-relevance role),Healthcare Support,2025-07-08,dashboard,confirmed,
563,608,608,not_placed,,,,,dashboard,unverified,Wage offered too low
564,609,609,not_placed,,,,,dashboard,unverified,Job location too far / relocation not feasible
565,611,611,wage_employment,9.0,Healthcare Support Associate,Healthcare Support,2025-07-28,dashboard,unverified,
566,612,612,wage_employment,7.0,Healthcare Support Helper (low-relevance role),Healthcare Support,2025-07-15,dashboard,confirmed,
567,613,613,not_placed,,,,,dashboard,unverified,No suitable openings in area
568,614,614,wage_employment,8.0,Healthcare Support Helper (low-relevance role),Healthcare Support,2024-10-06,dashboard,confirmed,
569,616,616,wage_employment,7.0,Healthcare Support Associate,Healthcare Support,2024-11-11,dashboard,confirmed,
570,617,617,wage_employment,11.0,Healthcare Support Associate,Healthcare Support,2024-10-11,dashboard,unverified,
571,618,618,wage_employment,11.0,Healthcare Support Helper (low-relevance role),Healthcare Support,2024-11-08,dashboard,unverified,
572,619,619,wage_employment,8.0,Healthcare Support Associate,Healthcare Support,2024-09-28,dashboard,unverified,
573,620,620,wage_employment,9.0,Healthcare Support Helper (low-relevance role),Healthcare Support,2024-11-08,dashboard,confirmed,
574,621,621,wage_employment,7.0,Healthcare Support Associate,Healthcare Support,2024-10-28,dashboard,confirmed,
575,623,623,apprenticeship,10.0,Healthcare Support Associate,Healthcare Support,2024-10-22,dashboard,confirmed,
576,624,624,self_employment,,Healthcare Support Associate,Healthcare Support,2024-10-16,dashboard,unverified,
577,625,625,wage_employment,8.0,Healthcare Support Helper (low-relevance role),Healthcare Support,2024-09-23,dashboard,unverified,
578,628,628,self_employment,,Healthcare Support Helper (low-relevance role),Healthcare Support,2024-11-14,dashboard,confirmed,
579,629,629,wage_employment,9.0,Healthcare Support Associate,Healthcare Support,2024-10-09,dashboard,confirmed,
580,630,630,not_placed,,,,,dashboard,unverified,Pursuing further education
581,631,631,self_employment,,Healthcare Support Helper (low-relevance role),Healthcare Support,2024-10-29,dashboard,confirmed,
582,632,632,not_placed,,,,,dashboard,unverified,Wage offered too low
