reason_id,category,reason_code,reason_label,raw_text,linked_placement_id,linked_history_id
358,attrition,better_opportunity,Moved to a better opportunity,Moved to a better opportunity,879,622.0
359,non_placement,low_wage,Wage offered too low,Wage offered too low,882,
360,non_placement,health,Health-related reasons,Health-related reasons,885,
361,non_placement,location_mismatch,Job location too far / relocation not feasible,Job location too far / relocation not feasible,888,
362,non_placement,no_jobs_available,No suitable openings in area,No suitable openings in area,889,
363,non_placement,low_wage,Wage offered too low,Wage offered too low,890,
364,attrition,low_wage,Left due to low wage relative to workload,Left due to low wage relative to workload,892,630.0
365,non_placement,low_wage,Wage offered too low,Wage offered too low,893,
366,non_placement,low_wage,Wage offered too low,Wage offered too low,894,
367,non_placement,low_wage,Wage offered too low,Wage offered too low,897,
368,non_placement,further_study,Pursuing further education,Pursuing further education,899,
369,non_placement,low_wage,Wage offered too low,Wage offered too low,901,
370,non_placement,location_mismatch,Job location too far / relocation not feasible,Job location too far / relocation not feasible,904,
371,non_placement,low_wage,Wage offered too low,Wage offered too low,907,
372,non_placement,location_mismatch,Job location too far / relocation not feasible,Job location too far / relocation not feasible,908,
373,attrition,family_reasons,Family circumstances changed,Family circumstances changed,911,641.0
374,non_placement,health,Health-related reasons,Health-related reasons,912,
375,non_placement,low_wage,Wage offered too low,Wage offered too low,914,
376,non_placement,health,Health-related reasons,Health-related reasons,915,
377,non_placement,location_mismatch,Job location too far / relocation not feasible,Job location too far / relocation not feasible,917,
378,non_placement,location_mismatch,Job location too far / relocation not feasible,Job location too far / relocation not feasible,919,
379,non_placement,location_mismatch,Job location too far / relocation not feasible,Job location too far / relocation not feasible,920,
380,non_placement,low_wage,Wage offered too low,Wage offered too low,921,
381,non_placement,location_mismatch,Job location too far / relocation not feasible,Job location too far / relocation not feasible,922,
382,non_placement,health,Health-related reasons,Health-related reasons,923,
383,non_placement,no_jobs_available,No suitable openings in area,No suitable openings in area,925,
384,non_placement,low_wage,Wage offered too low,Wage offered too low,926,
385,non_placement,low_wage,Wage offered too low,Wage offered too low,928,
386,non_placement,low_wage,Wage offered too low,Wage offered too low,929,
387,attrition,low_wage,Left due to low wage relative to workload,Left due to low wage relative to workload,930,647.0
388,attrition,better_opportunity,Moved to a better opportunity,Moved to a better opportunity,934,651.0
389,attrition,skill_mismatch,Job did not match trained skillset,Job did not match trained skillset,939,656.0
390,non_placement,low_wage,Wage offered too low,Wage offered too low,940,
391,attrition,low_wage,Left due to low wage relative to workload,Left due to low wage relative to workload,941,657.0
392,non_placement,location_mismatch,Job location too far / relocation not feasible,Job location too far / relocation not feasible,942,
393,attrition,health,Health-related reasons,Health-related reasons,946,661.0
394,non_placement,health,Health-related reasons,Health-related reasons,948,
395,non_placement,location_mismatch,Job location too far / relocation not feasible,Job location too far / relocation not feasible,950,
396,non_placement,skill_mismatch,Felt underprepared / skill mismatch,Felt underprepared / skill mismatch,955,
397,non_placement,family_reasons,Family responsibilities / not permitted to work,Family responsibilities / not permitted to work,956,
398,attrition,skill_mismatch,Job did not match trained skillset,Job did not match trained skillset,959,670.0
399,non_placement,low_wage,Wage offered too low,Wage offered too low,961,
400,non_placement,family_reasons,Family responsibilities / not permitted to work,Family responsibilities / not permitted to work,962,
401,non_placement,skill_mismatch,Felt underprepared / skill mismatch,Felt underprepared / skill mismatch,965,
402,non_placement,location_mismatch,Job location too far / relocation not feasible,Job location too far / relocation not feasible,967,
403,non_placement,skill_mismatch,Felt underprepared / skill mismatch,Felt underprepared / skill mismatch,972,
404,non_placement,location_mismatch,Job location too far / relocation not feasible,Job location too far / relocation not feasible,974,
405,non_placement,location_mismatch,Job location too far / relocation not feasible,Job location too far / relocation not feasible,975,
406,non_placement,low_wage,Wage offered too low,Wage offered too low,980,
407,non_placement,low_wage,Wage offered too low,Wage offered too low,981,
408,non_placement,skill_mismatch,Felt underprepared / skill mismatch,Felt underprepared / skill mismatch,983,
409,non_placement,family_reasons,Family responsibilities / not permitted to work,Family responsibilities / not permitted to work,984,
410,non_placement,low_wage,Wage offered too low,Wage offered too low,985,
411,non_placement,low_wage,Wage offered too low,Wage offered too low,989,
412,non_placement,location_mismatch,Job location too far / relocation not feasible,Job location too far / relocation not feasible,990,
413,non_placement,location_mismatch,Job location too far / relocation not feasible,Job location too far / relocation not feasible,992,
414,non_placement,low_wage,Wage offered too low,Wage offered too low,994,
415,non_placement,low_wage,Wage offered too low,Wage offered too low,995,
416,non_placement,location_mismatch,Job location too far / relocation not feasible,Job location too far / relocation not feasible,996,
417,non_placement,location_mismatch,Job location too far / relocation not feasible,Job location too far / relocation not feasible,997,
418,non_placement,family_reasons,Family responsibilities / not permitted to work,Family responsibilities / not permitted to work,999,
419,non_placement,low_wage,Wage offered too low,Wage offered too low,1000,
420,attrition,family_reasons,Family circumstances changed,Family circumstances changed,1001,691.0
421,non_placement,low_wage,Wage offered too low,Wage offered too low,1004,
422,non_placement,location_mismatch,Job location too far / relocation not feasible,Job location too far / relocation not feasible,1007,
423,non_placement,low_wage,Wage offered too low,Wage offered too low,1008,
424,non_placement,location_mismatch,Job location too far / relocation not feasible,Job location too far / relocation not feasible,1009,
425,non_placement,family_reasons,Family responsibilities / not permitted to work,Family responsibilities / not permitted to work,1010,
426,non_placement,family_reasons,Family responsibilities / not permitted to work,Family responsibilities / not permitted to work,1012,
427,non_placement,family_reasons,Family responsibilities / not permitted to work,Family responsibilities / not permitted to work,1014,
428,non_placement,location_mismatch,Job location too far / relocation not feasible,Job location too far / relocation not feasible,1016,
429,attrition,location_mismatch,Commute / relocation issues,Commute / relocation issues,1017,699.0
430,non_placement,low_wage,Wage offered too low,Wage offered too low,1018,
431,attrition,family_reasons,Family circumstances changed,Family circumstances changed,1019,700.0
432,non_placement,family_reasons,Family responsibilities / not permitted to work,Family responsibilities / not permitted to work,1020,
433,non_placement,location_mismatch,Job location too far / relocation not feasible,Job location too far / relocation not feasible,1022,
434,non_placement,family_reasons,Family responsibilities / not permitted to work,Family responsibilities / not permitted to work,1023,
435,non_placement,low_wage,Wage offered too low,Wage offered too low,1024,
436,attrition,low_wage,Left due to low wage relative to workload,Left due to low wage relative to workload,1025,702.0
437,non_placement,skill_mismatch,Felt underprepared / skill mismatch,Felt underprepared / skill mismatch,1026,
438,non_placement,health,Health-related reasons,Health-related reasons,1027,
439,attrition,low_wage,Left due to low wage relative to workload,Left due to low wage relative to workload,1028,703.0
440,non_placement,location_mismatch,Job location too far / relocation not feasible,Job location too far / relocation not feasible,1029,
441,non_placement,low_wage,Wage offered too low,Wage offered too low,1030,
442,attrition,workplace_issues,Workplace conditions / employer issues,Workplace conditions / employer issues,1037,710.0
443,non_placement,skill_mismatch,Felt underprepared / skill mismatch,Felt underprepared / skill mismatch,1038,
444,non_placement,location_mismatch,Job location too far / relocation not feasible,Job location too far / relocation not feasible,1040,
445,non_placement,health,Health-related reasons,Health-related reasons,1041,
446,non_placement,further_study,Pursuing further education,Pursuing further education,1043,
447,attrition,location_mismatch,Commute / relocation issues,Commute / relocation issues,1046,715.0
448,attrition,better_opportunity,Moved to a better opportunity,Moved to a better opportunity,1047,716.0
449,non_placement,low_wage,Wage offered too low,Wage offered too low,1049,
450,attrition,low_wage,Left due to low wage relative to workload,Left due to low wage relative to workload,1052,720.0
451,attrition,better_opportunity,Moved to a better opportunity,Moved to a better opportunity,1053,721.0
452,attrition,low_wage,Left due to low wage relative to workload,Left due to low wage relative to workload,1055,723.0
453,non_placement,location_mismatch,Job location too far / relocation not feasible,Job location too far / relocation not feasible,1056,
454,attrition,low_wage,Left due to low wage relative to workload,Left due to low wage relative to workload,1057,724.0
455,non_placement,no_jobs_available,No suitable openings in area,No suitable openings in area,1058,
456,non_placement,location_mismatch,Job location too far / relocation not feasible,Job location too far / relocation not feasible,1061,
457,non_placement,further_study,Pursuing further education,Pursuing further education,1062,
458,non_placement,low_wage,Wage offered too low,Wage offered too low,1067,
459,non_placement,skill_mismatch,Felt underprepared / skill mismatch,Felt underprepared / skill mismatch,1068,
460,non_placement,family_reasons,Family responsibilities / not permitted to work,Family responsibilities / not permitted to work,1072,
461,non_placement,location_mismatch,Job location too far / relocation not feasible,Job location too far / relocation not feasible,1073,
462,non_placement,location_mismatch,Job location too far / relocation not feasible,Job location too far / relocation not feasible,1074,
463,non_placement,further_study,Pursuing further education,Pursuing further education,1075,
464,non_placement,location_mismatch,Job location too far / relocation not feasible,Job location too far / relocation not feasible,1076,
465,non_placement,family_reasons,Family responsibilities / not permitted to work,Family responsibilities / not permitted to work,1079,
466,non_placement,skill_mismatch,Felt underprepared / skill mismatch,Felt underprepared / skill mismatch,1080,
467,non_placement,low_wage,Wage offered too low,Wage offered too low,1083,
468,non_placement,location_mismatch,Job location too far / relocation not feasible,Job location too far / relocation not feasible,1085,
469,non_placement,location_mismatch,Job location too far / relocation not feasible,Job location too far / relocation not feasible,1087,
470,attrition,skill_mismatch,Job did not match trained skillset,Job did not match trained skillset,1090,742.0
471,non_placement,health,Health-related reasons,Health-related reasons,1091,
472,non_placement,further_study,Pursuing further education,Pursuing further education,1092,
473,attrition,better_opportunity,Moved to a better opportunity,Moved to a better opportunity,1094,744.0
474,non_placement,location_mismatch,Job location too far / relocation not feasible,Job location too far / relocation not feasible,1095,
475,non_placement,location_mismatch,Job location too far / relocation not feasible,Job location too far / relocation not feasible,1097,
476,non_placement,location_mismatch,Job location too far / relocation not feasible,Job location too far / relocation not feasible,1098,
477,non_placement,low_wage,Wage offered too low,Wage offered too low,1099,
478,non_placement,location_mismatch,Job location too far / relocation not feasible,Job location too far / relocation not feasible,1100,
479,non_placement,location_mismatch,Job location too far / relocation not feasible,Job location too far / relocation not feasible,1101,
480,non_placement,no_jobs_available,No suitable openings in area,No suitable openings in area,1102,
481,non_placement,no_jobs_available,No suitable openings in area,No suitable openings in area,1103,
482,non_placement,further_study,Pursuing further education,Pursuing further education,1104,
483,non_placement,low_wage,Wage offered too low,Wage offered too low,1105,
484,non_placement,skill_mismatch,Felt underprepared / skill mismatch,Felt underprepared / skill mismatch,1106,
485,non_placement,family_reasons,Family responsibilities / not permitted to work,Family responsibilities / not permitted to work,1107,
486,attrition,low_wage,Left due to low wage relative to workload,Left due to low wage relative to workload,1109,747.0
487,non_placement,low_wage,Wage offered too low,Wage offered too low,1112,
488,attrition,low_wage,Left due to low wage relative to workload,Left due to low wage relative to workload,1115,752.0
489,non_placement,location_mismatch,Job location too far / relocation not feasible,Job location too far / relocation not feasible,1118,
490,non_placement,location_mismatch,Job location too far / relocation not feasible,Job location too far / relocation not feasible,1119,
491,non_placement,further_study,Pursuing further education,Pursuing further education,1120,
492,attrition,skill_mismatch,Job did not match trained skillset,Job did not match trained skillset,1121,755.0
493,non_placement,location_mismatch,Job location too far / relocation not feasible,Job location too far / relocation not feasible,1122,
494,non_placement,skill_mismatch,Felt underprepared / skill mismatch,Felt underprepared / skill mismatch,1125,
495,non_placement,low_wage,Wage offered too low,Wage offered too low,1126,
496,non_placement,further_study,Pursuing further education,Pursuing further education,1128,
497,non_placement,low_wage,Wage offered too low,Wage offered too low,1129,
498,non_placement,further_study,Pursuing further education,Pursuing further education,1130,
499,non_placement,low_wage,Wage offered too low,Wage offered too low,1131,
500,non_placement,low_wage,Wage offered too low,Wage offered too low,1135,
501,non_placement,no_jobs_available,No suitable openings in area,No suitable openings in area,1136,
502,non_placement,no_jobs_available,No suitable openings in area,No suitable openings in area,1137,
503,non_placement,family_reasons,Family responsibilities / not permitted to work,Family responsibilities / not permitted to work,1138,
504,non_placement,location_mismatch,Job location too far / relocation not feasible,Job location too far / relocation not feasible,1139,
505,non_placement,location_mismatch,Job location too far / relocation not feasible,Job location too far / relocation not feasible,1140,
506,non_placement,low_wage,Wage offered too low,Wage offered too low,1141,
507,non_placement,location_mismatch,Job location too far / relocation not feasible,Job location too far / relocation not feasible,1142,
508,non_placement,further_study,Pursuing further education,Pursuing further education,1144,
509,non_placement,health,Health-related reasons,Health-related reasons,1145,
510,non_placement,further_study,Pursuing further education,Pursuing further education,1146,
511,non_placement,no_jobs_available,No suitable openings in area,No suitable openings in area,1147,
512,non_placement,family_reasons,Family responsibilities / not permitted to work,Family responsibilities / not permitted to work,1149,
513,non_placement,health,Health-related reasons,Health-related reasons,1150,
514,non_placement,low_wage,Wage offered too low,Wage offered too low,1151,
515,attrition,low_wage,Left due to low wage relative to workload,Left due to low wage relative to workload,1152,764.0
516,non_placement,low_wage,Wage offered too low,Wage offered too low,1154,
517,non_placement,location_mismatch,Job location too far / relocation not feasible,Job location too far / relocation not feasible,1155,
518,non_placement,skill_mismatch,Felt underprepared / skill mismatch,Felt underprepared / skill mismatch,1156,
519,non_placement,family_reasons,Family responsibilities / not permitted to work,Family responsibilities / not permitted to work,1158,
520,non_placement,family_reasons,Family responsibilities / not permitted to work,Family responsibilities / not permitted to work,1159,
521,non_placement,low_wage,Wage offered too low,Wage offered too low,1160,
522,attrition,health,Health-related reasons,Health-related reasons,1163,769.0
523,non_placement,location_mismatch,Job location too far / relocation not feasible,Job location too far / relocation not feasible,1164,
524,non_placement,skill_mismatch,Felt underprepared / skill mismatch,Felt underprepared / skill mismatch,1166,
525,non_placement,skill_mismatch,Felt underprepared / skill mismatch,Felt underprepared / skill mismatch,1167,
526,non_placement,location_mismatch,Job location too far / relocation not feasible,Job location too far / relocation not feasible,1171,
527,non_placement,location_mismatch,Job location too far / relocation not feasible,Job location too far / relocation not feasible,1172,
528,non_placement,location_mismatch,Job location too far / relocation not feasible,Job location too far / relocation not feasible,1177,
529,non_placement,location_mismatch,Job location too far / relocation not feasible,Job location too far / relocation not feasible,1179,
530,non_placement,no_jobs_available,No suitable openings in area,No suitable openings in area,1181,
531,non_placement,no_jobs_available,No suitable openings in area,No suitable openings in area,1182,
532,attrition,better_opportunity,Moved to a better opportunity,Moved to a better opportunity,1183,780.0
533,non_placement,skill_mismatch,Felt underprepared / skill mismatch,Felt underprepared / skill mismatch,1184,
534,attrition,location_mismatch,Commute / relocation issues,Commute / relocation issues,1185,781.0
535,non_placement,location_mismatch,Job location too far / relocation not feasible,Job location too far / relocation not feasible,1188,
536,non_placement,low_wage,Wage offered too low,Wage offered too low,1189,
537,non_placement,low_wage,Wage offered too low,Wage offered too low,1192,
538,attrition,location_mismatch,Commute / relocation issues,Commute / relocation issues,1193,786.0
539,non_placement,location_mismatch,Job location too far / relocation not feasible,Job location too far / relocation not feasible,1200,
540,non_placement,location_mismatch,Job location too far / relocation not feasible,Job location too far / relocation not feasible,1202,
541,non_placement,low_wage,Wage offered too low,Wage offered too low,1203,
542,non_placement,location_mismatch,Job location too far / relocation not feasible,Job location too far / relocation not feasible,1204,
543,non_placement,family_reasons,Family responsibilities / not permitted to work,Family responsibilities / not permitted to work,1205,
544,non_placement,no_jobs_available,No suitable openings in area,No suitable openings in area,1206,
545,non_placement,further_study,Pursuing further education,Pursuing further education,1207,
546,non_placement,no_jobs_available,No suitable openings in area,No suitable openings in area,1209,
547,attrition,family_reasons,Family circumstances changed,Family circumstances changed,1212,797.0
548,non_placement,family_reasons,Family responsibilities / not permitted to work,Family responsibilities / not permitted to work,1213,
549,non_placement,family_reasons,Family responsibilities / not permitted to work,Family responsibilities / not permitted to work,1214,
550,non_placement,family_reasons,Family responsibilities / not permitted to work,Family responsibilities / not permitted to work,1216,
551,attrition,better_opportunity,Moved to a better opportunity,Moved to a better opportunity,1217,799.0
552,non_placement,no_jobs_available,No suitable openings in area,No suitable openings in area,1219,
553,non_placement,low_wage,Wage offered too low,Wage offered too low,1221,
554,non_placement,family_reasons,Family responsibilities / not permitted to work,Family responsibilities / not permitted to work,1222,
555,non_placement,location_mismatch,Job location too far / relocation not feasible,Job location too far / relocation not feasible,1223,
556,attrition,health,Health-related reasons,Health-related reasons,1225,803.0
557,non_placement,no_jobs_available,No suitable openings in area,No suitable openings in area,1226,
558,non_placement,family_reasons,Family responsibilities / not permitted to work,Family responsibilities / not permitted to work,1227,
559,non_placement,health,Health-related reasons,Health-related reasons,1228,
560,non_placement,no_jobs_available,No suitable openings in area,No suitable openings in area,1229,
561,non_placement,location_mismatch,Job location too far / relocation not feasible,Job location too far / relocation not feasible,1230,
562,attrition,low_wage,Left due to low wage relative to workload,Left due to low wage relative to workload,1231,804.0
563,non_placement,low_wage,Wage offered too low,Wage offered too low,1232,
564,non_placement,further_study,Pursuing further education,Pursuing further education,1234,
565,attrition,family_reasons,Family circumstances changed,Family circumstances changed,1235,806.0
566,non_placement,low_wage,Wage offered too low,Wage offered too low,1236,
567,non_placement,further_study,Pursuing further education,Pursuing further education,1237,
568,non_placement,location_mismatch,Job location too far / relocation not feasible,Job location too far / relocation not feasible,1239,
569,attrition,better_opportunity,Moved to a better opportunity,Moved to a better opportunity,1240,808.0
570,attrition,low_wage,Left due to low wage relative to workload,Left due to low wage relative to workload,1241,809.0
571,non_placement,further_study,Pursuing further education,Pursuing further education,1244,
572,non_placement,location_mismatch,Job location too far / relocation not feasible,Job location too far / relocation not feasible,1245,
573,non_placement,family_reasons,Family responsibilities / not permitted to work,Family responsibilities / not permitted to work,1246,
574,non_placement,no_jobs_available,No suitable openings in area,No suitable openings in area,1250,
575,non_placement,skill_mismatch,Felt underprepared / skill mismatch,Felt underprepared / skill mismatch,1251,
576,non_placement,low_wage,Wage offered too low,Wage offered too low,1252,
577,attrition,low_wage,Left due to low wage relative to workload,Left due to low wage relative to workload,1253,815.0
578,non_placement,skill_mismatch,Felt underprepared / skill mismatch,Felt underprepared / skill mismatch,1254,
579,non_placement,low_wage,Wage offered too low,Wage offered too low,1256,
580,attrition,skill_mismatch,Job did not match trained skillset,Job did not match trained skillset,1257,817.0
581,non_placement,location_mismatch,Job location too far / relocation not feasible,Job location too far / relocation not feasible,1259,
582,non_placement,low_wage,Wage offered too low,Wage offered too low,1260,
583,non_placement,no_jobs_available,No suitable openings in area,No suitable openings in area,1263,
584,attrition,workplace_issues,Workplace conditions / employer issues,Workplace conditions / employer issues,1264,821.0
585,non_placement,low_wage,Wage offered too low,Wage offered too low,1265,
586,non_placement,family_reasons,Family responsibilities / not permitted to work,Family responsibilities / not permitted to work,1266,
587,non_placement,low_wage,Wage offered too low,Wage offered too low,1267,
588,non_placement,further_study,Pursuing further education,Pursuing further education,1269,
589,attrition,family_reasons,Family circumstances changed,Family circumstances changed,1270,823.0
590,non_placement,family_reasons,Family responsibilities / not permitted to work,Family responsibilities / not permitted to work,1271,
591,non_placement,location_mismatch,Job location too far / relocation not feasible,Job location too far / relocation not feasible,1273,
592,non_placement,skill_mismatch,Felt underprepared / skill mismatch,Felt underprepared / skill mismatch,1275,
593,non_placement,skill_mismatch,Felt underprepared / skill mismatch,Felt underprepared / skill mismatch,1276,
594,non_placement,low_wage,Wage offered too low,Wage offered too low,1277,
595,non_placement,further_study,Pursuing further education,Pursuing further education,1279,
596,non_placement,skill_mismatch,Felt underprepared / skill mismatch,Felt underprepared / skill mismatch,1281,
597,non_placement,location_mismatch,Job location too far / relocation not feasible,Job location too far / relocation not feasible,1282,
598,attrition,location_mismatch,Commute / relocation issues,Commute / relocation issues,1283,828.0
599,non_placement,family_reasons,Family responsibilities / not permitted to work,Family responsibilities / not permitted to work,1284,
600,non_placement,location_mismatch,Job location too far / relocation not feasible,Job location too far / relocation not feasible,1285,
601,non_placement,location_mismatch,Job location too far / relocation not feasible,Job location too far / relocation not feasible,1287,
602,non_placement,location_mismatch,Job location too far / relocation not feasible,Job location too far / relocation not feasible,1288,
603,attrition,family_reasons,Family circumstances changed,Family circumstances changed,1291,832.0
604,non_placement,location_mismatch,Job location too far / relocation not feasible,Job location too far / relocation not feasible,1292,
605,non_placement,family_reasons,Family responsibilities / not permitted to work,Family responsibilities / not permitted to work,1296,
606,non_placement,location_mismatch,Job location too far / relocation not feasible,Job location too far / relocation not feasible,1298,
607,non_placement,no_jobs_available,No suitable openings in area,No suitable openings in area,1299,
608,non_placement,low_wage,Wage offered too low,Wage offered too low,1300,
609,non_placement,family_reasons,Family responsibilities / not permitted to work,Family responsibilities / not permitted to work,1301,
610,non_placement,skill_mismatch,Felt underprepared / skill mismatch,Felt underprepared / skill mismatch,1305,
611,non_placement,low_wage,Wage offered too low,Wage offered too low,1306,
612,attrition,low_wage,Left due to low wage relative to workload,Left due to low wage relative to workload,1307,840.0
613,attrition,better_opportunity,Moved to a better opportunity,Moved to a better opportunity,1309,842.0
614,non_placement,no_jobs_available,No suitable openings in area,No suitable openings in area,1311,
615,non_placement,low_wage,Wage offered too low,Wage offered too low,1312,
616,non_placement,location_mismatch,Job location too far / relocation not feasible,Job location too far / relocation not feasible,1314,
617,non_placement,skill_mismatch,Felt underprepared / skill mismatch,Felt underprepared / skill mismatch,1315,
618,non_placement,no_jobs_available,No suitable openings in area,No suitable openings in area,1316,
619,non_placement,low_wage,Wage offered too low,Wage offered too low,1317,
620,non_placement,location_mismatch,Job location too far / relocation not feasible,Job location too far / relocation not feasible,1318,
621,non_placement,further_study,Pursuing further education,Pursuing further education,1320,
622,non_placement,low_wage,Wage offered too low,Wage offered too low,1324,
623,attrition,low_wage,Left due to low wage relative to workload,Left due to low wage relative to workload,1327,851.0
624,non_placement,location_mismatch,Job location too far / relocation not feasible,Job location too far / relocation not feasible,1328,
625,non_placement,skill_mismatch,Felt underprepared / skill mismatch,Felt underprepared / skill mismatch,1330,
626,non_placement,location_mismatch,Job location too far / relocation not feasible,Job location too far / relocation not feasible,1331,
627,non_placement,location_mismatch,Job location too far / relocation not feasible,Job location too far / relocation not feasible,1334,
628,attrition,location_mismatch,Commute / relocation issues,Commute / relocation issues,1335,855.0
629,attrition,better_opportunity,Moved to a better opportunity,Moved to a better opportunity,1339,859.0
630,non_placement,location_mismatch,Job location too far / relocation not feasible,Job location too far / relocation not feasible,1341,
631,non_placement,low_wage,Wage offered too low,Wage offered too low,1343,
632,non_placement,no_jobs_available,No suitable openings in area,No suitable openings in area,1344,
633,non_placement,skill_mismatch,Felt underprepared / skill mismatch,Felt underprepared / skill mismatch,1346,
634,non_placement,low_wage,Wage offered too low,Wage offered too low,1347,
635,attrition,better_opportunity,Moved to a better opportunity,Moved to a better opportunity,1348,863.0
636,non_placement,health,Health-related reasons,Health-related reasons,1349,
637,non_placement,family_reasons,Family responsibilities / not permitted to work,Family responsibilities / not permitted to work,1350,
638,non_placement,skill_mismatch,Felt underprepared / skill mismatch,Felt underprepared / skill mismatch,1352,
639,non_placement,family_reasons,Family responsibilities / not permitted to work,Family responsibilities / not permitted to work,1357,
640,non_placement,no_jobs_available,No suitable openings in area,No suitable openings in area,1359,
641,non_placement,skill_mismatch,Felt underprepared / skill mismatch,Felt underprepared / skill mismatch,1360,
642,non_placement,skill_mismatch,Felt underprepared / skill mismatch,Felt underprepared / skill mismatch,1361,
643,non_placement,low_wage,Wage offered too low,Wage offered too low,1364,
644,attrition,skill_mismatch,Job did not match trained skillset,Job did not match trained skillset,1365,872.0
645,non_placement,skill_mismatch,Felt underprepared / skill mismatch,Felt underprepared / skill mismatch,1369,
646,attrition,health,Health-related reasons,Health-related reasons,1370,876.0
647,non_placement,location_mismatch,Job location too far / relocation not feasible,Job location too far / relocation not feasible,1373,
