training_id,trainee_id,course_id,provider_id,cohort_id,start_date,end_date,completion_status,assessment_score,certification_id
378,378,3,4,6,2024-10-23,2025-01-15,completed,84.7,CERT-378
379,379,3,4,6,2024-10-23,2025-01-15,completed,70.9,CERT-379
380,380,3,4,6,2024-10-23,2025-01-15,completed,54.6,CERT-380
381,381,3,4,6,2024-10-23,2025-01-15,dropped_out,68.7,
382,382,3,4,6,2024-10-23,2025-01-15,completed,79.6,CERT-382
383,383,3,4,6,2024-10-23,2025-01-15,completed,80.1,CERT-383
384,384,3,4,6,2024-10-23,2025-01-15,completed,81.9,CERT-384
385,385,3,4,6,2024-10-23,2025-01-15,completed,96.3,CERT-385
386,386,3,4,6,2024-10-23,2025-01-15,completed,81.4,CERT-386
387,387,3,4,6,2024-10-23,2025-01-15,completed,78.6,CERT-387
388,388,3,4,6,2024-10-23,2025-01-15,completed,80.7,CERT-388
389,389,3,4,6,2024-10-23,2025-01-15,completed,72.2,CERT-389
390,390,3,4,6,2024-10-23,2025-01-15,completed,81.0,CERT-390
391,391,3,4,6,2024-10-23,2025-01-15,completed,56.3,CERT-391
392,392,3,4,6,2024-10-23,2025-01-15,completed,72.3,CERT-392
393,393,3,4,6,2024-10-23,2025-01-15,completed,92.8,CERT-393
394,394,3,4,6,2024-10-23,2025-01-15,completed,85.7,CERT-394
395,395,3,4,6,2024-10-23,2025-01-15,completed,82.4,CERT-395
396,396,3,4,6,2024-10-23,2025-01-15,completed,52.0,CERT-396
397,397,3,4,6,2024-10-23,2025-01-15,completed,70.0,CERT-397
398,398,3,4,6,2024-10-23,2025-01-15,completed,50.9,CERT-398
399,399,3,4,6,2024-10-23,2025-01-15,completed,55.7,CERT-399
400,400,3,4,6,2024-10-23,2025-01-15,completed,84.8,CERT-400
401,401,3,4,6,2024-10-23,2025-01-15,completed,78.9,CERT-401
402,402,3,4,6,2024-10-23,2025-01-15,completed,56.1,CERT-402
403,403,3,4,6,2024-10-23,2025-01-15,completed,58.6,CERT-403
404,404,3,4,6,2024-10-23,2025-01-15,completed,88.3,CERT-404
405,405,3,4,6,2024-10-23,2025-01-15,completed,59.2,CERT-405
406,406,3,4,6,2024-10-23,2025-01-15,completed,49.5,CERT-406
407,407,3,4,6,2024-10-23,2025-01-15,completed,60.2,CERT-407
408,408,3,4,6,2024-10-23,2025-01-15,completed,95.7,CERT-408
409,409,4,2,7,2024-08-26,2024-11-18,completed,65.7,CERT-409
410,410,4,2,7,2024-08-26,2024-11-18,completed,59.8,CERT-410
411,411,4,2,7,2024-08-26,2024-11-18,dropped_out,97.7,
412,412,4,2,7,2024-08-26,2024-11-18,completed,93.8,CERT-412
413,413,4,2,7,2024-08-26,2024-11-18,completed,80.1,CERT-413
414,414,4,2,7,2024-08-26,2024-11-18,completed,45.6,CERT-414
415,415,4,2,7,2024-08-26,2024-11-18,completed,71.6,CERT-415
416,416,4,2,7,2024-08-26,2024-11-18,completed,51.6,CERT-416
417,417,4,2,7,2024-08-26,2024-11-18,completed,61.4,CERT-417
418,418,4,2,7,2024-08-26,2024-11-18,completed,82.2,CERT-418
419,419,4,2,7,2024-08-26,2024-11-18,completed,71.6,CERT-419
420,420,4,2,7,2024-08-26,2024-11-18,completed,64.1,CERT-420
421,421,4,2,7,2024-08-26,2024-11-18,completed,75.0,CERT-421
422,422,4,2,7,2024-08-26,2024-11-18,completed,69.1,CERT-422
423,423,4,2,7,2024-08-26,2024-11-18,completed,81.2,CERT-423
424,424,4,2,7,2024-08-26,2024-11-18,completed,62.4,CERT-424
425,425,4,2,7,2024-08-26,2024-11-18,completed,95.5,CERT-425
426,426,4,2,7,2024-08-26,2024-11-18,completed,49.3,CERT-426
427,427,4,2,7,2024-08-26,2024-11-18,completed,47.8,CERT-427
428,428,4,2,7,2024-08-26,2024-11-18,completed,70.5,CERT-428
429,429,4,2,7,2024-08-26,2024-11-18,completed,95.0,CERT-429
430,430,4,2,7,2024-08-26,2024-11-18,completed,54.9,CERT-430
431,431,4,2,7,2024-08-26,2024-11-18,completed,55.1,CERT-431
432,432,4,2,7,2024-08-26,2024-11-18,completed,71.6,CERT-432
433,433,4,2,7,2024-08-26,2024-11-18,completed,73.8,CERT-433
434,434,4,2,7,2024-08-26,2024-11-18,completed,71.7,CERT-434
435,435,4,2,7,2024-08-26,2024-11-18,completed,51.1,CERT-435
436,436,4,2,7,2024-08-26,2024-11-18,dropped_out,64.9,
437,437,4,2,7,2024-08-26,2024-11-18,completed,59.0,CERT-437
438,438,4,2,7,2024-08-26,2024-11-18,dropped_out,46.4,
439,439,4,2,7,2024-08-26,2024-11-18,completed,95.8,CERT-439
440,440,4,2,7,2024-08-26,2024-11-18,completed,87.5,CERT-440
441,441,4,2,7,2024-08-26,2024-11-18,completed,49.9,CERT-441
442,442,4,2,7,2024-08-26,2024-11-18,completed,75.7,CERT-442
443,443,4,2,7,2024-08-26,2024-11-18,completed,80.0,CERT-443
444,444,4,2,7,2024-08-26,2024-11-18,completed,83.6,CERT-444
445,445,4,2,7,2024-08-26,2024-11-18,completed,79.6,CERT-445
446,446,4,2,7,2024-08-26,2024-11-18,completed,75.1,CERT-446
447,447,4,2,7,2024-08-26,2024-11-18,completed,61.9,CERT-447
448,448,4,2,7,2024-08-26,2024-11-18,completed,51.6,CERT-448
449,449,4,2,7,2024-08-26,2024-11-18,completed,66.2,CERT-449
450,450,4,2,7,2024-08-26,2024-11-18,completed,86.6,CERT-450
451,451,4,2,7,2024-08-26,2024-11-18,completed,62.1,CERT-451
452,452,4,2,7,2024-08-26,2024-11-18,completed,89.3,CERT-452
453,453,4,2,7,2024-08-26,2024-11-18,completed,91.0,CERT-453
454,454,4,2,7,2024-08-26,2024-11-18,dropped_out,80.1,
455,455,4,2,7,2024-08-26,2024-11-18,completed,49.5,CERT-455
456,456,4,2,7,2024-08-26,2024-11-18,completed,59.6,CERT-456
457,457,4,2,7,2024-08-26,2024-11-18,completed,88.7,CERT-457
458,458,4,2,7,2024-08-26,2024-11-18,completed,60.3,CERT-458
459,459,4,2,7,2024-08-26,2024-11-18,completed,47.4,CERT-459
460,460,4,2,7,2024-08-26,2024-11-18,completed,83.6,CERT-460
461,461,4,2,7,2024-08-26,2024-11-18,completed,59.6,CERT-461
462,462,4,2,7,2024-08-26,2024-11-18,completed,88.7,CERT-462
463,463,4,2,7,2024-08-26,2024-11-18,completed,50.2,CERT-463
464,464,4,2,7,2024-08-26,2024-11-18,completed,96.0,CERT-464
465,465,4,2,7,2024-08-26,2024-11-18,dropped_out,89.0,
466,466,4,2,7,2024-08-26,2024-11-18,completed,75.0,CERT-466
467,467,4,2,7,2024-08-26,2024-11-18,completed,72.4,CERT-467
468,468,4,2,7,2024-08-26,2024-11-18,completed,74.0,CERT-468
469,469,4,2,7,2024-08-26,2024-11-18,completed,54.8,CERT-469
470,470,4,2,7,2024-08-26,2024-11-18,completed,60.4,CERT-470
471,471,4,2,7,2024-08-26,2024-11-18,completed,82.0,CERT-471
472,472,4,2,7,2024-08-26,2024-11-18,completed,54.2,CERT-472
473,473,4,2,7,2024-08-26,2024-11-18,dropped_out,83.8,
474,474,4,2,7,2024-08-26,2024-11-18,completed,81.0,CERT-474
475,475,4,2,7,2024-08-26,2024-11-18,completed,68.2,CERT-475
476,476,4,2,7,2024-08-26,2024-11-18,completed,83.7,CERT-476
477,477,4,2,8,2025-01-24,2025-04-18,completed,63.9,CERT-477
478,478,4,2,8,2025-01-24,2025-04-18,completed,75.2,CERT-478
479,479,4,2,8,2025-01-24,2025-04-18,completed,48.0,CERT-479
480,480,4,2,8,2025-01-24,2025-04-18,dropped_out,67.3,
481,481,4,2,8,2025-01-24,2025-04-18,completed,88.3,CERT-481
482,482,4,2,8,2025-01-24,2025-04-18,dropped_out,86.4,
483,483,4,2,8,2025-01-24,2025-04-18,completed,84.1,CERT-483
484,484,4,2,8,2025-01-24,2025-04-18,completed,49.1,CERT-484
485,485,4,2,8,2025-01-24,2025-04-18,completed,59.2,CERT-485
486,486,4,2,8,2025-01-24,2025-04-18,completed,55.8,CERT-486
487,487,4,2,8,2025-01-24,2025-04-18,completed,65.4,CERT-487
488,488,4,2,8,2025-01-24,2025-04-18,completed,74.3,CERT-488
489,489,4,2,8,2025-01-24,2025-04-18,completed,75.1,CERT-489
490,490,4,2,8,2025-01-24,2025-04-18,completed,45.9,CERT-490
491,491,4,2,8,2025-01-24,2025-04-18,completed,77.8,CERT-491
492,492,4,2,8,2025-01-24,2025-04-18,completed,49.1,CERT-492
493,493,4,2,8,2025-01-24,2025-04-18,completed,65.1,CERT-493
494,494,4,2,8,2025-01-24,2025-04-18,completed,84.7,CERT-494
495,495,4,2,8,2025-01-24,2025-04-18,completed,66.7,CERT-495
496,496,4,2,8,2025-01-24,2025-04-18,completed,81.9,CERT-496
497,497,4,2,8,2025-01-24,2025-04-18,completed,69.0,CERT-497
498,498,4,2,8,2025-01-24,2025-04-18,completed,51.3,CERT-498
499,499,4,2,8,2025-01-24,2025-04-18,completed,59.9,CERT-499
500,500,4,2,8,2025-01-24,2025-04-18,completed,50.8,CERT-500
501,501,4,2,8,2025-01-24,2025-04-18,completed,52.3,CERT-501
502,502,4,2,8,2025-01-24,2025-04-18,completed,91.2,CERT-502
503,503,4,2,8,2025-01-24,2025-04-18,completed,89.6,CERT-503
504,504,4,2,8,2025-01-24,2025-04-18,completed,60.7,CERT-504
505,505,4,2,8,2025-01-24,2025-04-18,dropped_out,85.9,
506,506,4,2,8,2025-01-24,2025-04-18,completed,67.5,CERT-506
507,507,4,2,8,2025-01-24,2025-04-18,completed,72.5,CERT-507
508,508,4,2,8,2025-01-24,2025-04-18,dropped_out,84.7,
509,509,4,2,8,2025-01-24,2025-04-18,completed,49.1,CERT-509
510,510,4,2,8,2025-01-24,2025-04-18,completed,56.8,CERT-510
511,511,4,2,8,2025-01-24,2025-04-18,completed,94.9,CERT-511
512,512,4,2,8,2025-01-24,2025-04-18,completed,57.5,CERT-512
513,513,4,2,8,2025-01-24,2025-04-18,completed,77.6,CERT-513
514,514,4,2,8,2025-01-24,2025-04-18,dropped_out,96.8,
515,515,4,2,8,2025-01-24,2025-04-18,completed,62.5,CERT-515
516,516,4,2,8,2025-01-24,2025-04-18,completed,58.9,CERT-516
517,517,4,2,8,2025-01-24,2025-04-18,completed,62.3,CERT-517
518,518,4,2,8,2025-01-24,2025-04-18,completed,86.8,CERT-518
519,519,4,2,8,2025-01-24,2025-04-18,completed,90.3,CERT-519
520,520,4,2,8,2025-01-24,2025-04-18,completed,54.5,CERT-520
521,521,4,2,8,2025-01-24,2025-04-18,dropped_out,61.5,
522,522,4,2,8,2025-01-24,2025-04-18,completed,46.8,CERT-522
523,523,4,2,8,2025-01-24,2025-04-18,completed,89.8,CERT-523
524,524,4,2,8,2025-01-24,2025-04-18,completed,68.5,CERT-524
525,525,4,2,8,2025-01-24,2025-04-18,completed,81.1,CERT-525
526,526,4,2,8,2025-01-24,2025-04-18,completed,54.4,CERT-526
527,527,4,2,8,2025-01-24,2025-04-18,completed,68.0,CERT-527
528,528,4,2,8,2025-01-24,2025-04-18,completed,65.0,CERT-528
529,529,4,2,8,2025-01-24,2025-04-18,completed,64.8,CERT-529
530,530,4,2,8,2025-01-24,2025-04-18,completed,62.7,CERT-530
531,531,4,2,8,2025-01-24,2025-04-18,completed,69.4,CERT-531
532,532,4,2,8,2025-01-24,2025-04-18,completed,90.5,CERT-532
533,533,4,2,8,2025-01-24,2025-04-18,completed,63.4,CERT-533
534,534,4,2,8,2025-01-24,2025-04-18,completed,64.6,CERT-534
535,535,4,2,8,2025-01-24,2025-04-18,completed,50.4,CERT-535
536,536,4,2,8,2025-01-24,2025-04-18,completed,65.4,CERT-536
537,537,4,2,8,2025-01-24,2025-04-18,completed,88.1,CERT-537
538,538,4,2,8,2025-01-24,2025-04-18,completed,70.9,CERT-538
539,539,4,2,8,2025-01-24,2025-04-18,completed,49.5,CERT-539
540,540,4,2,8,2025-01-24,2025-04-18,completed,78.7,CERT-540
541,541,4,2,8,2025-01-24,2025-04-18,completed,80.6,CERT-541
542,542,4,2,8,2025-01-24,2025-04-18,completed,62.4,CERT-542
543,543,4,2,8,2025-01-24,2025-04-18,dropped_out,78.1,
544,544,4,2,8,2025-01-24,2025-04-18,completed,85.5,CERT-544
545,545,5,5,9,2025-04-09,2025-07-02,completed,95.3,CERT-545
546,546,5,5,9,2025-04-09,2025-07-02,completed,68.8,CERT-546
547,547,5,5,9,2025-04-09,2025-07-02,completed,79.8,CERT-547
548,548,5,5,9,2025-04-09,2025-07-02,completed,46.5,CERT-548
549,549,5,5,9,2025-04-09,2025-07-02,completed,60.5,CERT-549
550,550,5,5,9,2025-04-09,2025-07-02,completed,87.2,CERT-550
551,551,5,5,9,2025-04-09,2025-07-02,completed,96.0,CERT-551
552,552,5,5,9,2025-04-09,2025-07-02,completed,51.6,CERT-552
553,553,5,5,9,2025-04-09,2025-07-02,completed,68.9,CERT-553
554,554,5,5,9,2025-04-09,2025-07-02,completed,45.6,CERT-554
555,555,5,5,9,2025-04-09,2025-07-02,completed,83.6,CERT-555
556,556,5,5,9,2025-04-09,2025-07-02,completed,79.5,CERT-556
557,557,5,5,9,2025-04-09,2025-07-02,completed,70.2,CERT-557
558,558,5,5,9,2025-04-09,2025-07-02,completed,95.4,CERT-558
559,559,5,5,9,2025-04-09,2025-07-02,completed,90.7,CERT-559
560,560,5,5,9,2025-04-09,2025-07-02,completed,59.3,CERT-560
561,561,5,5,9,2025-04-09,2025-07-02,completed,63.8,CERT-561
562,562,5,5,9,2025-04-09,2025-07-02,completed,66.4,CERT-562
563,563,5,5,9,2025-04-09,2025-07-02,completed,55.7,CERT-563
564,564,5,5,9,2025-04-09,2025-07-02,completed,62.3,CERT-564
565,565,5,5,9,2025-04-09,2025-07-02,completed,60.1,CERT-565
566,566,5,5,9,2025-04-09,2025-07-02,completed,56.4,CERT-566
567,567,5,5,9,2025-04-09,2025-07-02,completed,95.9,CERT-567
568,568,5,5,9,2025-04-09,2025-07-02,completed,83.9,CERT-568
569,569,5,5,9,2025-04-09,2025-07-02,completed,66.3,CERT-569
570,570,5,5,9,2025-04-09,2025-07-02,completed,73.6,CERT-570
571,571,5,5,9,2025-04-09,2025-07-02,completed,53.7,CERT-571
572,572,5,5,9,2025-04-09,2025-07-02,completed,95.1,CERT-572
573,573,5,5,9,2025-04-09,2025-07-02,completed,87.4,CERT-573
574,574,5,5,9,2025-04-09,2025-07-02,completed,45.5,CERT-574
575,575,5,5,9,2025-04-09,2025-07-02,dropped_out,46.4,
576,576,5,5,9,2025-04-09,2025-07-02,completed,47.5,CERT-576
577,577,5,5,9,2025-04-09,2025-07-02,completed,80.4,CERT-577
578,578,5,5,9,2025-04-09,2025-07-02,completed,75.7,CERT-578
579,579,5,5,9,2025-04-09,2025-07-02,dropped_out,78.6,
580,580,5,5,9,2025-04-09,2025-07-02,dropped_out,70.5,
581,581,5,5,9,2025-04-09,2025-07-02,completed,56.4,CERT-581
582,582,5,5,9,2025-04-09,2025-07-02,completed,63.4,CERT-582
583,583,5,5,9,2025-04-09,2025-07-02,completed,81.1,CERT-583
584,584,5,5,9,2025-04-09,2025-07-02,completed,83.9,CERT-584
585,585,5,5,9,2025-04-09,2025-07-02,completed,72.8,CERT-585
586,586,5,5,9,2025-04-09,2025-07-02,completed,77.3,CERT-586
587,587,5,5,9,2025-04-09,2025-07-02,completed,59.9,CERT-587
588,588,5,5,9,2025-04-09,2025-07-02,completed,58.3,CERT-588
589,589,5,5,9,2025-04-09,2025-07-02,completed,83.1,CERT-589
590,590,5,5,9,2025-04-09,2025-07-02,completed,86.5,CERT-590
591,591,5,5,9,2025-04-09,2025-07-02,completed,85.1,CERT-591
592,592,5,5,9,2025-04-09,2025-07-02,completed,66.0,CERT-592
593,593,5,5,9,2025-04-09,2025-07-02,completed,47.2,CERT-593
594,594,5,5,9,2025-04-09,2025-07-02,completed,97.0,CERT-594
595,595,5,5,9,2025-04-09,2025-07-02,completed,49.1,CERT-595
596,596,5,5,9,2025-04-09,2025-07-02,completed,93.6,CERT-596
597,597,5,5,9,2025-04-09,2025-07-02,completed,83.0,CERT-597
598,598,5,5,9,2025-04-09,2025-07-02,completed,56.4,CERT-598
599,599,5,5,9,2025-04-09,2025-07-02,completed,71.2,CERT-599
600,600,5,5,9,2025-04-09,2025-07-02,completed,46.1,CERT-600
601,601,5,5,9,2025-04-09,2025-07-02,completed,82.4,CERT-601
602,602,5,5,9,2025-04-09,2025-07-02,completed,92.1,CERT-602
603,603,5,5,9,2025-04-09,2025-07-02,completed,76.3,CERT-603
604,604,5,5,9,2025-04-09,2025-07-02,completed,62.0,CERT-604
605,605,5,5,9,2025-04-09,2025-07-02,completed,61.2,CERT-605
606,606,5,5,9,2025-04-09,2025-07-02,completed,61.3,CERT-606
607,607,5,5,9,2025-04-09,2025-07-02,completed,82.8,CERT-607
608,608,5,5,9,2025-04-09,2025-07-02,completed,91.6,CERT-608
609,609,5,5,9,2025-04-09,2025-07-02,completed,92.8,CERT-609
610,610,5,5,9,2025-04-09,2025-07-02,dropped_out,85.7,
611,611,5,5,9,2025-04-09,2025-07-02,completed,92.8,CERT-611
612,612,5,5,9,2025-04-09,2025-07-02,completed,50.9,CERT-612
613,613,5,6,10,2024-06-15,2024-09-07,completed,63.1,CERT-613
614,614,5,6,10,2024-06-15,2024-09-07,completed,53.1,CERT-614
615,615,5,6,10,2024-06-15,2024-09-07,dropped_out,45.2,
616,616,5,6,10,2024-06-15,2024-09-07,completed,85.4,CERT-616
617,617,5,6,10,2024-06-15,2024-09-07,completed,60.9,CERT-617
618,618,5,6,10,2024-06-15,2024-09-07,completed,61.3,CERT-618
619,619,5,6,10,2024-06-15,2024-09-07,completed,87.4,CERT-619
620,620,5,6,10,2024-06-15,2024-09-07,completed,61.3,CERT-620
621,621,5,6,10,2024-06-15,2024-09-07,completed,65.2,CERT-621
622,622,5,6,10,2024-06-15,2024-09-07,dropped_out,92.2,
623,623,5,6,10,2024-06-15,2024-09-07,completed,59.9,CERT-623
624,624,5,6,10,2024-06-15,2024-09-07,completed,69.9,CERT-624
625,625,5,6,10,2024-06-15,2024-09-07,completed,54.4,CERT-625
626,626,5,6,10,2024-06-15,2024-09-07,dropped_out,52.4,
627,627,5,6,10,2024-06-15,2024-09-07,dropped_out,87.0,
628,628,5,6,10,2024-06-15,2024-09-07,completed,78.1,CERT-628
629,629,5,6,10,2024-06-15,2024-09-07,completed,76.4,CERT-629
630,630,5,6,10,2024-06-15,2024-09-07,completed,85.9,CERT-630
631,631,5,6,10,2024-06-15,2024-09-07,completed,61.9,CERT-631
632,632,5,6,10,2024-06-15,2024-09-07,completed,65.2,CERT-632
633,633,5,6,10,2024-06-15,2024-09-07,completed,95.1,CERT-633
634,634,5,6,10,2024-06-15,2024-09-07,completed,67.1,CERT-634
635,635,5,6,10,2024-06-15,2024-09-07,completed,62.5,CERT-635
636,636,5,6,10,2024-06-15,2024-09-07,completed,86.9,CERT-636
637,637,5,6,10,2024-06-15,2024-09-07,completed,55.3,CERT-637
638,638,5,6,10,2024-06-15,2024-09-07,completed,55.8,CERT-638
639,639,5,6,10,2024-06-15,2024-09-07,completed,89.1,CERT-639
640,640,5,6,10,2024-06-15,2024-09-07,completed,72.7,CERT-640
641,641,5,6,10,2024-06-15,2024-09-07,completed,84.8,CERT-641
642,642,5,6,10,2024-06-15,2024-09-07,completed,62.1,CERT-642
643,643,5,6,10,2024-06-15,2024-09-07,dropped_out,82.9,
644,644,5,6,10,2024-06-15,2024-09-07,completed,46.9,CERT-644
645,645,5,6,10,2024-06-15,2024-09-07,completed,51.0,CERT-645
646,646,5,6,10,2024-06-15,2024-09-07,completed,69.3,CERT-646
647,647,5,6,10,2024-06-15,2024-09-07,dropped_out,67.1,
648,648,5,6,10,2024-06-15,2024-09-07,completed,58.9,CERT-648
649,649,5,6,10,2024-06-15,2024-09-07,completed,94.4,CERT-649
650,650,5,6,10,2024-06-15,2024-09-07,completed,91.4,CERT-650
651,651,5,6,10,2024-06-15,2024-09-07,completed,55.0,CERT-651
652,652,5,6,10,2024-06-15,2024-09-07,completed,82.9,CERT-652
653,653,5,6,10,2024-06-15,2024-09-07,completed,64.8,CERT-653
654,654,5,6,10,2024-06-15,2024-09-07,completed,75.8,CERT-654
655,655,5,6,10,2024-06-15,2024-09-07,completed,75.4,CERT-655
656,656,5,6,10,2024-06-15,2024-09-07,completed,73.8,CERT-656
657,657,5,6,10,2024-06-15,2024-09-07,completed,92.3,CERT-657
658,658,5,6,10,2024-06-15,2024-09-07,completed,66.5,CERT-658
659,659,5,6,10,2024-06-15,2024-09-07,dropped_out,51.4,
660,660,5,6,10,2024-06-15,2024-09-07,completed,51.3,CERT-660
661,661,5,6,10,2024-06-15,2024-09-07,completed,61.1,CERT-661
662,662,5,6,10,2024-06-15,2024-09-07,completed,83.4,CERT-662
663,663,5,6,10,2024-06-15,2024-09-07,completed,97.2,CERT-663
664,664,5,6,10,2024-06-15,2024-09-07,completed,68.9,CERT-664
665,665,5,6,10,2024-06-15,2024-09-07,completed,96.3,CERT-665
666,666,5,6,10,2024-06-15,2024-09-07,completed,82.0,CERT-666
667,667,5,6,10,2024-06-15,2024-09-07,completed,70.3,CERT-667
668,668,5,6,10,2024-06-15,2024-09-07,completed,52.8,CERT-668
669,669,5,6,10,2024-06-15,2024-09-07,completed,52.7,CERT-669
670,670,5,6,10,2024-06-15,2024-09-07,completed,64.2,CERT-670
671,671,5,6,10,2024-06-15,2024-09-07,completed,74.8,CERT-671
672,672,5,6,10,2024-06-15,2024-09-07,completed,79.5,CERT-672
673,673,5,6,10,2024-06-15,2024-09-07,completed,65.5,CERT-673
674,674,5,6,10,2024-06-15,2024-09-07,completed,71.0,CERT-674
675,675,5,6,10,2024-06-15,2024-09-07,completed,74.3,CERT-675
676,676,5,6,10,2024-06-15,2024-09-07,dropped_out,88.0,
677,677,5,6,10,2024-06-15,2024-09-07,completed,67.3,CERT-677
678,678,5,6,10,2024-06-15,2024-09-07,completed,57.8,CERT-678
679,679,5,6,10,2024-06-15,2024-09-07,completed,45.2,CERT-679
680,680,5,6,10,2024-06-15,2024-09-07,completed,89.9,CERT-680
681,681,6,6,11,2024-12-29,2025-03-23,completed,61.7,CERT-681
682,682,6,6,11,2024-12-29,2025-03-23,completed,63.5,CERT-682
683,683,6,6,11,2024-12-29,2025-03-23,completed,59.8,CERT-683
684,684,6,6,11,2024-12-29,2025-03-23,completed,49.9,CERT-684
685,685,6,6,11,2024-12-29,2025-03-23,completed,72.2,CERT-685
686,686,6,6,11,2024-12-29,2025-03-23,completed,65.9,CERT-686
687,687,6,6,11,2024-12-29,2025-03-23,completed,66.9,CERT-687
688,688,6,6,11,2024-12-29,2025-03-23,completed,69.7,CERT-688
689,689,6,6,11,2024-12-29,2025-03-23,completed,93.9,CERT-689
690,690,6,6,11,2024-12-29,2025-03-23,dropped_out,72.0,
691,691,6,6,11,2024-12-29,2025-03-23,completed,87.3,CERT-691
692,692,6,6,11,2024-12-29,2025-03-23,completed,59.6,CERT-692
693,693,6,6,11,2024-12-29,2025-03-23,completed,53.8,CERT-693
694,694,6,6,11,2024-12-29,2025-03-23,completed,95.7,CERT-694
695,695,6,6,11,2024-12-29,2025-03-23,dropped_out,76.4,
696,696,6,6,11,2024-12-29,2025-03-23,completed,56.6,CERT-696
697,697,6,6,11,2024-12-29,2025-03-23,completed,66.2,CERT-697
698,698,6,6,11,2024-12-29,2025-03-23,completed,76.7,CERT-698
699,699,6,6,11,2024-12-29,2025-03-23,dropped_out,92.3,
700,700,6,6,11,2024-12-29,2025-03-23,completed,77.6,CERT-700
701,701,6,6,11,2024-12-29,2025-03-23,completed,60.4,CERT-701
702,702,6,6,11,2024-12-29,2025-03-23,completed,90.2,CERT-702
703,703,6,6,11,2024-12-29,2025-03-23,completed,53.2,CERT-703
704,704,6,6,11,2024-12-29,2025-03-23,completed,65.7,CERT-704
705,705,6,6,11,2024-12-29,2025-03-23,completed,62.7,CERT-705
706,706,6,6,11,2024-12-29,2025-03-23,completed,95.3,CERT-706
707,707,6,6,11,2024-12-29,2025-03-23,dropped_out,62.6,
708,708,6,6,11,2024-12-29,2025-03-23,completed,93.4,CERT-708
709,709,6,6,11,2024-12-29,2025-03-23,completed,79.6,CERT-709
710,710,6,6,11,2024-12-29,2025-03-23,completed,74.3,CERT-710
711,711,6,6,11,2024-12-29,2025-03-23,completed,79.8,CERT-711
712,712,6,6,11,2024-12-29,2025-03-23,dropped_out,85.8,
713,713,6,6,11,2024-12-29,2025-03-23,completed,71.5,CERT-713
714,714,6,6,11,2024-12-29,2025-03-23,completed,63.9,CERT-714
715,715,6,6,11,2024-12-29,2025-03-23,completed,94.0,CERT-715
716,716,6,6,11,2024-12-29,2025-03-23,completed,55.1,CERT-716
717,717,6,6,11,2024-12-29,2025-03-23,completed,69.3,CERT-717
718,718,6,6,11,2024-12-29,2025-03-23,completed,74.3,CERT-718
719,719,6,6,11,2024-12-29,2025-03-23,completed,84.1,CERT-719
720,720,6,6,11,2024-12-29,2025-03-23,completed,79.9,CERT-720
721,721,6,6,11,2024-12-29,2025-03-23,completed,75.2,CERT-721
722,722,6,6,11,2024-12-29,2025-03-23,completed,95.7,CERT-722
723,723,6,6,11,2024-12-29,2025-03-23,completed,83.7,CERT-723
724,724,6,6,11,2024-12-29,2025-03-23,completed,65.6,CERT-724
725,725,6,6,11,2024-12-29,2025-03-23,completed,60.2,CERT-725
726,726,6,6,11,2024-12-29,2025-03-23,completed,75.5,CERT-726
727,727,6,6,11,2024-12-29,2025-03-23,completed,52.7,CERT-727
728,728,6,6,11,2024-12-29,2025-03-23,completed,81.1,CERT-728
729,729,6,6,11,2024-12-29,2025-03-23,completed,50.9,CERT-729
730,730,6,6,11,2024-12-29,2025-03-23,completed,83.2,CERT-730
731,731,6,6,11,2024-12-29,2025-03-23,completed,81.6,CERT-731
732,732,6,6,11,2024-12-29,2025-03-23,completed,67.8,CERT-732
733,733,6,6,11,2024-12-29,2025-03-23,completed,50.0,CERT-733
734,734,6,6,11,2024-12-29,2025-03-23,dropped_out,81.5,
735,735,6,6,11,2024-12-29,2025-03-23,completed,70.9,CERT-735
736,736,6,6,11,2024-12-29,2025-03-23,completed,59.7,CERT-736
737,737,6,6,11,2024-12-29,2025-03-23,completed,52.1,CERT-737
738,738,6,6,11,2024-12-29,2025-03-23,completed,72.6,CERT-738
739,739,6,6,11,2024-12-29,2025-03-23,completed,57.2,CERT-739
740,740,6,6,11,2024-12-29,2025-03-23,completed,75.8,CERT-740
741,741,6,6,11,2024-12-29,2025-03-23,completed,57.7,CERT-741
742,742,6,6,11,2024-12-29,2025-03-23,completed,62.1,CERT-742
743,743,6,6,11,2024-12-29,2025-03-23,completed,97.4,CERT-743
744,744,6,6,11,2024-12-29,2025-03-23,completed,71.9,CERT-744
745,745,6,6,11,2024-12-29,2025-03-23,completed,64.9,CERT-745
746,746,6,6,11,2024-12-29,2025-03-23,completed,51.6,CERT-746
747,747,6,6,11,2024-12-29,2025-03-23,completed,53.4,CERT-747
748,748,6,6,11,2024-12-29,2025-03-23,completed,81.2,CERT-748
749,749,6,4,12,2024-09-30,2024-12-23,completed,89.1,CERT-749
750,750,6,4,12,2024-09-30,2024-12-23,completed,55.5,CERT-750
751,751,6,4,12,2024-09-30,2024-12-23,completed,56.1,CERT-751
752,752,6,4,12,2024-09-30,2024-12-23,completed,76.6,CERT-752
753,753,6,4,12,2024-09-30,2024-12-23,completed,63.3,CERT-753
754,754,6,4,12,2024-09-30,2024-12-23,completed,60.5,CERT-754
755,755,6,4,12,2024-09-30,2024-12-23,completed,47.3,CERT-755
