verification_id,placement_id,method,verified_by,verified_on,result
499,617,employer_call,follow_up_team,2025-11-01,confirmed
500,621,employer_call,follow_up_team,2025-03-19,confirmed
501,621,employer_call,follow_up_team,2025-09-15,confirmed
502,622,employer_call,follow_up_team,2025-01-02,confirmed
503,622,employer_call,follow_up_team,2025-04-02,confirmed
504,622,employer_call,follow_up_team,2025-09-29,confirmed
505,623,employer_call,follow_up_team,2025-02-11,confirmed
506,624,employer_call,follow_up_team,2025-02-19,confirmed
507,624,employer_call,follow_up_team,2025-11-16,confirmed
508,626,employer_call,follow_up_team,2025-04-29,confirmed
509,628,employer_call,follow_up_team,2025-08-26,confirmed
510,630,employer_call,follow_up_team,2025-07-18,confirmed
511,630,employer_call,follow_up_team,2025-10-16,confirmed
512,631,employer_call,follow_up_team,2025-08-15,confirmed
513,631,employer_call,follow_up_team,2026-05-12,confirmed
514,633,employer_call,follow_up_team,2025-11-25,confirmed
515,636,employer_call,follow_up_team,2025-11-10,confirmed
516,641,employer_call,follow_up_team,2025-07-16,confirmed
517,641,employer_call,follow_up_team,2025-10-14,confirmed
518,641,employer_call,follow_up_team,2026-04-12,confirmed
519,642,employer_call,follow_up_team,2025-10-06,confirmed
520,645,employer_call,follow_up_team,2025-08-30,confirmed
521,645,employer_call,follow_up_team,2026-05-27,confirmed
522,646,employer_call,follow_up_team,2025-07-14,confirmed
523,647,employer_call,follow_up_team,2026-05-11,confirmed
524,648,employer_call,follow_up_team,2025-08-28,confirmed
525,653,employer_call,follow_up_team,2025-10-25,confirmed
526,653,employer_call,follow_up_team,2026-04-23,confirmed
527,658,employer_call,follow_up_team,2025-09-28,confirmed
528,659,employer_call,follow_up_team,2025-07-11,confirmed
529,659,employer_call,follow_up_team,2025-10-09,confirmed
530,659,employer_call,follow_up_team,2026-04-07,confirmed
531,660,employer_call,follow_up_team,2025-08-06,confirmed
532,660,employer_call,follow_up_team,2025-11-04,confirmed
533,661,employer_call,follow_up_team,2025-08-04,confirmed
534,661,employer_call,follow_up_team,2025-11-02,confirmed
535,666,employer_call,follow_up_team,2025-07-11,confirmed
536,666,employer_call,follow_up_team,2025-10-09,confirmed
537,670,employer_call,follow_up_team,2025-11-17,confirmed
538,670,employer_call,follow_up_team,2026-05-16,confirmed
539,671,employer_call,follow_up_team,2026-04-26,confirmed
540,672,employer_call,follow_up_team,2025-11-24,confirmed
541,673,employer_call,follow_up_team,2025-10-07,confirmed
542,676,employer_call,follow_up_team,2025-08-22,confirmed
543,676,employer_call,follow_up_team,2026-05-19,confirmed
544,677,employer_call,follow_up_team,2025-08-11,confirmed
545,677,employer_call,follow_up_team,2025-11-09,confirmed
546,677,employer_call,follow_up_team,2026-05-08,confirmed
547,678,employer_call,follow_up_team,2025-08-07,confirmed
548,678,employer_call,follow_up_team,2025-11-05,confirmed
549,681,employer_call,follow_up_team,2025-09-03,confirmed
550,681,employer_call,follow_up_team,2025-12-02,confirmed
551,683,employer_call,follow_up_team,2026-05-26,confirmed
552,684,employer_call,follow_up_team,2025-06-26,confirmed
553,684,employer_call,follow_up_team,2026-03-23,confirmed
554,686,employer_call,follow_up_team,2025-07-29,confirmed
555,686,employer_call,follow_up_team,2025-10-27,confirmed
556,686,employer_call,follow_up_team,2026-04-25,confirmed
557,687,employer_call,follow_up_team,2025-07-12,confirmed
558,689,employer_call,follow_up_team,2025-12-27,confirmed
559,690,employer_call,follow_up_team,2026-02-24,confirmed
560,694,employer_call,follow_up_team,2025-03-31,confirmed
561,694,employer_call,follow_up_team,2025-06-29,confirmed
562,695,employer_call,follow_up_team,2025-07-26,confirmed
563,697,employer_call,follow_up_team,2025-07-19,confirmed
564,697,employer_call,follow_up_team,2026-01-15,confirmed
565,700,employer_call,follow_up_team,2025-05-04,confirmed
566,700,employer_call,follow_up_team,2025-08-02,confirmed
567,700,employer_call,follow_up_team,2026-01-29,confirmed
568,708,employer_call,follow_up_team,2025-08-06,confirmed
569,711,employer_call,follow_up_team,2025-05-26,confirmed
570,711,employer_call,follow_up_team,2026-02-20,confirmed
571,714,employer_call,follow_up_team,2025-06-05,confirmed
572,716,employer_call,follow_up_team,2026-02-12,confirmed
573,723,employer_call,follow_up_team,2025-09-03,confirmed
574,724,employer_call,follow_up_team,2025-05-08,confirmed
575,728,employer_call,follow_up_team,2025-05-09,confirmed
576,728,employer_call,follow_up_team,2025-08-07,confirmed
577,731,employer_call,follow_up_team,2025-06-04,confirmed
578,731,employer_call,follow_up_team,2026-03-01,confirmed
579,732,employer_call,follow_up_team,2025-03-28,confirmed
580,733,employer_call,follow_up_team,2025-08-14,confirmed
581,734,employer_call,follow_up_team,2025-04-14,confirmed
582,734,employer_call,follow_up_team,2026-01-09,confirmed
583,738,employer_call,follow_up_team,2025-05-19,confirmed
584,738,employer_call,follow_up_team,2025-08-17,confirmed
585,738,employer_call,follow_up_team,2026-02-13,confirmed
586,740,employer_call,follow_up_team,2025-05-30,confirmed
587,745,employer_call,follow_up_team,2026-02-05,confirmed
588,747,employer_call,follow_up_team,2025-07-16,confirmed
589,749,employer_call,follow_up_team,2025-08-03,confirmed
590,752,employer_call,follow_up_team,2025-05-02,confirmed
591,752,employer_call,follow_up_team,2026-01-27,confirmed
592,754,employer_call,follow_up_team,2024-12-28,confirmed
593,756,employer_call,follow_up_team,2025-11-24,confirmed
594,757,employer_call,follow_up_team,2025-01-25,confirmed
595,757,employer_call,follow_up_team,2025-10-22,confirmed
596,759,employer_call,follow_up_team,2025-05-26,confirmed
597,760,employer_call,follow_up_team,2025-04-22,confirmed
598,766,employer_call,follow_up_team,2025-02-26,confirmed
599,767,employer_call,follow_up_team,2025-05-28,confirmed
600,770,employer_call,follow_up_team,2025-01-23,confirmed
601,770,employer_call,follow_up_team,2025-04-23,confirmed
602,772,employer_call,follow_up_team,2025-02-12,confirmed
603,772,employer_call,follow_up_team,2025-11-09,confirmed
604,778,employer_call,follow_up_team,2025-01-05,confirmed
605,778,employer_call,follow_up_team,2025-10-02,confirmed
606,779,employer_call,follow_up_team,2025-03-21,confirmed
607,783,employer_call,follow_up_team,2025-04-11,confirmed
608,785,employer_call,follow_up_team,2025-04-10,confirmed
609,785,employer_call,follow_up_team,2025-10-07,confirmed
610,786,employer_call,follow_up_team,2025-10-11,confirmed
611,787,employer_call,follow_up_team,2025-02-26,confirmed
612,788,employer_call,follow_up_team,2025-09-17,confirmed
613,791,employer_call,follow_up_team,2025-04-17,confirmed
614,792,employer_call,follow_up_team,2025-09-30,confirmed
615,795,employer_call,follow_up_team,2025-02-13,confirmed
616,797,employer_call,follow_up_team,2025-02-09,confirmed
617,797,employer_call,follow_up_team,2025-05-10,confirmed
618,797,employer_call,follow_up_team,2025-11-06,confirmed
619,798,employer_call,follow_up_team,2025-01-05,confirmed
620,800,employer_call,follow_up_team,2025-04-01,confirmed
621,803,employer_call,follow_up_team,2025-01-24,confirmed
622,803,employer_call,follow_up_team,2025-04-24,confirmed
623,803,employer_call,follow_up_team,2025-10-21,confirmed
624,806,employer_call,follow_up_team,2025-01-29,confirmed
625,806,employer_call,follow_up_team,2025-10-26,confirmed
626,808,employer_call,follow_up_team,2025-09-25,confirmed
627,810,employer_call,follow_up_team,2025-03-21,confirmed
628,811,employer_call,follow_up_team,2025-05-15,confirmed
629,812,employer_call,follow_up_team,2025-04-09,confirmed
630,817,employer_call,follow_up_team,2025-03-06,confirmed
631,820,employer_call,follow_up_team,2025-06-19,confirmed
632,823,employer_call,follow_up_team,2025-07-27,confirmed
633,823,employer_call,follow_up_team,2026-01-23,confirmed
634,826,employer_call,follow_up_team,2025-08-06,confirmed
635,831,employer_call,follow_up_team,2025-04-05,confirmed
636,833,employer_call,follow_up_team,2025-07-08,confirmed
637,836,employer_call,follow_up_team,2025-07-31,confirmed
638,839,employer_call,follow_up_team,2026-01-27,confirmed
639,840,employer_call,follow_up_team,2025-04-25,confirmed
640,840,employer_call,follow_up_team,2025-07-24,confirmed
641,841,employer_call,follow_up_team,2025-05-12,confirmed
642,841,employer_call,follow_up_team,2025-08-10,confirmed
643,841,employer_call,follow_up_team,2026-02-06,confirmed
644,842,employer_call,follow_up_team,2025-04-10,confirmed
645,843,employer_call,follow_up_team,2026-01-26,confirmed
646,845,employer_call,follow_up_team,2025-06-03,confirmed
647,845,employer_call,follow_up_team,2025-11-30,confirmed
648,847,employer_call,follow_up_team,2025-12-11,confirmed
649,848,employer_call,follow_up_team,2025-07-29,confirmed
650,850,employer_call,follow_up_team,2025-05-05,confirmed
651,852,employer_call,follow_up_team,2025-04-02,confirmed
652,852,employer_call,follow_up_team,2025-07-01,confirmed
653,853,employer_call,follow_up_team,2025-04-17,confirmed
654,853,employer_call,follow_up_team,2025-07-16,confirmed
655,854,employer_call,follow_up_team,2025-04-05,confirmed
656,854,employer_call,follow_up_team,2025-07-04,confirmed
657,855,employer_call,follow_up_team,2026-02-05,confirmed
658,857,employer_call,follow_up_team,2025-05-01,confirmed
659,857,employer_call,follow_up_team,2026-01-26,confirmed
660,859,employer_call,follow_up_team,2025-04-21,confirmed
661,860,employer_call,follow_up_team,2025-04-05,confirmed
662,861,employer_call,follow_up_team,2026-02-05,confirmed
663,863,employer_call,follow_up_team,2025-04-02,confirmed
664,865,employer_call,follow_up_team,2025-05-13,confirmed
665,865,employer_call,follow_up_team,2025-08-11,confirmed
666,865,employer_call,follow_up_team,2026-02-07,confirmed
667,867,employer_call,follow_up_team,2025-03-12,confirmed
668,868,employer_call,follow_up_team,2025-04-30,confirmed
669,868,employer_call,follow_up_team,2025-07-29,confirmed
670,868,employer_call,follow_up_team,2026-01-25,confirmed
671,869,employer_call,follow_up_team,2025-03-10,confirmed
672,871,employer_call,follow_up_team,2025-07-29,confirmed
673,873,employer_call,follow_up_team,2025-04-06,confirmed
674,873,employer_call,follow_up_team,2025-07-05,confirmed
675,873,employer_call,follow_up_team,2026-01-01,confirmed
676,875,employer_call,follow_up_team,2025-12-09,confirmed
677,877,employer_call,follow_up_team,2025-11-03,confirmed
678,877,employer_call,follow_up_team,2026-02-01,confirmed
679,877,employer_call,follow_up_team,2026-07-31,confirmed
680,879,employer_call,follow_up_team,2025-11-21,confirmed
681,880,employer_call,follow_up_team,2026-08-29,confirmed
682,881,employer_call,follow_up_team,2026-09-11,confirmed
683,883,employer_call,follow_up_team,2025-10-14,confirmed
684,883,employer_call,follow_up_team,2026-07-11,confirmed
685,886,employer_call,follow_up_team,2025-11-02,confirmed
686,886,employer_call,follow_up_team,2026-07-30,confirmed
687,887,employer_call,follow_up_team,2025-12-12,confirmed
688,887,employer_call,follow_up_team,2026-03-12,confirmed
689,891,employer_call,follow_up_team,2026-02-19,confirmed
690,895,employer_call,follow_up_team,2026-08-04,confirmed
691,896,employer_call,follow_up_team,2025-11-28,confirmed
692,898,employer_call,follow_up_team,2025-12-07,confirmed
693,898,employer_call,follow_up_team,2026-03-07,confirmed
694,898,employer_call,follow_up_team,2026-09-03,confirmed
695,900,employer_call,follow_up_team,2025-11-30,confirmed
696,902,employer_call,follow_up_team,2025-12-13,confirmed
697,902,employer_call,follow_up_team,2026-03-13,confirmed
698,903,employer_call,follow_up_team,2025-10-24,confirmed
699,903,employer_call,follow_up_team,2026-01-22,confirmed
700,905,employer_call,follow_up_team,2026-01-20,confirmed
701,905,employer_call,follow_up_team,2026-07-19,confirmed
702,906,employer_call,follow_up_team,2025-11-24,confirmed
703,906,employer_call,follow_up_team,2026-08-21,confirmed
704,910,employer_call,follow_up_team,2025-10-20,confirmed
705,913,employer_call,follow_up_team,2025-11-04,confirmed
706,913,employer_call,follow_up_team,2026-08-01,confirmed
707,916,employer_call,follow_up_team,2026-03-20,confirmed
708,916,employer_call,follow_up_team,2026-09-16,confirmed
709,918,employer_call,follow_up_team,2025-12-08,confirmed
710,924,employer_call,follow_up_team,2026-02-07,confirmed
711,924,employer_call,follow_up_team,2026-08-06,confirmed
712,927,employer_call,follow_up_team,2026-07-13,confirmed
713,931,employer_call,follow_up_team,2026-07-19,confirmed
714,932,employer_call,follow_up_team,2025-11-15,confirmed
715,932,employer_call,follow_up_team,2026-08-12,confirmed
716,933,employer_call,follow_up_team,2026-03-04,confirmed
717,935,employer_call,follow_up_team,2026-01-17,confirmed
718,937,employer_call,follow_up_team,2026-08-03,confirmed
719,938,employer_call,follow_up_team,2026-08-20,confirmed
720,939,employer_call,follow_up_team,2025-04-29,confirmed
721,945,employer_call,follow_up_team,2025-05-03,confirmed
722,945,employer_call,follow_up_team,2025-08-01,confirmed
723,949,employer_call,follow_up_team,2025-08-01,confirmed
724,949,employer_call,follow_up_team,2026-01-28,confirmed
725,951,employer_call,follow_up_team,2025-04-03,confirmed
726,951,employer_call,follow_up_team,2025-07-02,confirmed
727,951,employer_call,follow_up_team,2025-12-29,confirmed
728,952,employer_call,follow_up_team,2025-06-04,confirmed
729,953,employer_call,follow_up_team,2025-04-07,confirmed
730,957,employer_call,follow_up_team,2025-04-20,confirmed
731,963,employer_call,follow_up_team,2025-12-31,confirmed
732,964,employer_call,follow_up_team,2025-05-20,confirmed
733,964,employer_call,follow_up_team,2025-08-18,confirmed
734,966,employer_call,follow_up_team,2025-06-05,confirmed
735,966,employer_call,follow_up_team,2025-09-03,confirmed
736,968,employer_call,follow_up_team,2026-03-06,confirmed
737,969,employer_call,follow_up_team,2025-04-14,confirmed
738,969,employer_call,follow_up_team,2026-01-09,confirmed
739,970,employer_call,follow_up_team,2026-02-23,confirmed
740,971,employer_call,follow_up_team,2025-09-01,confirmed
741,971,employer_call,follow_up_team,2026-02-28,confirmed
742,973,employer_call,follow_up_team,2025-08-23,confirmed
743,976,employer_call,follow_up_team,2025-04-03,confirmed
744,976,employer_call,follow_up_team,2025-12-29,confirmed
745,977,employer_call,follow_up_team,2025-04-20,confirmed
746,977,employer_call,follow_up_team,2025-07-19,confirmed
747,977,employer_call,follow_up_team,2026-01-15,confirmed
748,978,employer_call,follow_up_team,2026-01-04,confirmed
749,979,employer_call,follow_up_team,2025-07-19,confirmed
750,982,employer_call,follow_up_team,2025-04-26,confirmed
751,982,employer_call,follow_up_team,2025-07-25,confirmed
752,986,employer_call,follow_up_team,2025-07-27,confirmed
753,988,employer_call,follow_up_team,2025-08-07,confirmed
754,993,employer_call,follow_up_team,2026-01-27,confirmed
755,998,employer_call,follow_up_team,2025-04-21,confirmed
756,998,employer_call,follow_up_team,2025-07-20,confirmed
757,998,employer_call,follow_up_team,2026-01-16,confirmed
758,1001,employer_call,follow_up_team,2025-06-29,confirmed
759,1002,employer_call,follow_up_team,2025-07-10,confirmed
760,1002,employer_call,follow_up_team,2026-01-06,confirmed
761,1003,employer_call,follow_up_team,2026-01-24,confirmed
762,1005,employer_call,follow_up_team,2025-05-12,confirmed
763,1013,employer_call,follow_up_team,2025-11-05,confirmed
764,1015,employer_call,follow_up_team,2025-02-17,confirmed
765,1015,employer_call,follow_up_team,2025-05-18,confirmed
766,1019,employer_call,follow_up_team,2025-03-08,confirmed
767,1021,employer_call,follow_up_team,2025-03-01,confirmed
768,1021,employer_call,follow_up_team,2025-05-30,confirmed
769,1031,employer_call,follow_up_team,2025-02-25,confirmed
770,1031,employer_call,follow_up_team,2025-05-26,confirmed
771,1031,employer_call,follow_up_team,2025-11-22,confirmed
772,1032,employer_call,follow_up_team,2025-03-18,confirmed
773,1034,employer_call,follow_up_team,2025-11-20,confirmed
774,1035,employer_call,follow_up_team,2025-02-08,confirmed
775,1035,employer_call,follow_up_team,2025-05-09,confirmed
776,1035,employer_call,follow_up_team,2025-11-05,confirmed
777,1036,employer_call,follow_up_team,2025-02-15,confirmed
778,1039,employer_call,follow_up_team,2025-12-05,confirmed
779,1044,employer_call,follow_up_team,2025-03-24,confirmed
780,1044,employer_call,follow_up_team,2025-12-19,confirmed
781,1045,employer_call,follow_up_team,2025-03-10,confirmed
782,1045,employer_call,follow_up_team,2025-06-08,confirmed
783,1048,employer_call,follow_up_team,2025-02-22,confirmed
784,1048,employer_call,follow_up_team,2025-05-23,confirmed
785,1050,employer_call,follow_up_team,2025-06-11,confirmed
786,1051,employer_call,follow_up_team,2025-12-23,confirmed
787,1054,employer_call,follow_up_team,2025-05-13,confirmed
788,1054,employer_call,follow_up_team,2025-11-09,confirmed
789,1059,employer_call,follow_up_team,2025-04-16,confirmed
790,1059,employer_call,follow_up_team,2026-01-11,confirmed
791,1060,employer_call,follow_up_team,2025-05-20,confirmed
792,1063,employer_call,follow_up_team,2025-03-01,confirmed
793,1063,employer_call,follow_up_team,2025-05-30,confirmed
794,1064,employer_call,follow_up_team,2025-06-13,confirmed
795,1065,employer_call,follow_up_team,2025-11-04,confirmed
796,1066,employer_call,follow_up_team,2025-06-07,confirmed
797,1070,employer_call,follow_up_team,2024-09-16,confirmed
798,1070,employer_call,follow_up_team,2024-12-15,confirmed
799,1071,employer_call,follow_up_team,2025-01-22,confirmed
800,1077,employer_call,follow_up_team,2024-08-30,confirmed
801,1077,employer_call,follow_up_team,2024-11-28,confirmed
802,1078,employer_call,follow_up_team,2024-10-17,confirmed
803,1078,employer_call,follow_up_team,2025-01-15,confirmed
804,1082,employer_call,follow_up_team,2025-07-02,confirmed
805,1084,employer_call,follow_up_team,2024-12-23,confirmed
806,1086,employer_call,follow_up_team,2024-10-02,confirmed
807,1086,employer_call,follow_up_team,2024-12-31,confirmed
808,1086,employer_call,follow_up_team,2025-06-29,confirmed
809,1088,employer_call,follow_up_team,2025-01-18,confirmed
810,1088,employer_call,follow_up_team,2025-07-17,confirmed
811,1090,employer_call,follow_up_team,2024-09-11,confirmed
812,1093,employer_call,follow_up_team,2024-09-21,confirmed
813,1096,employer_call,follow_up_team,2025-01-01,confirmed
814,1108,employer_call,follow_up_team,2025-07-13,confirmed
815,1109,employer_call,follow_up_team,2024-10-16,confirmed
816,1110,employer_call,follow_up_team,2024-11-28,confirmed
817,1110,employer_call,follow_up_team,2025-05-27,confirmed
818,1114,employer_call,follow_up_team,2025-07-15,confirmed
819,1116,employer_call,follow_up_team,2024-09-05,confirmed
820,1116,employer_call,follow_up_team,2025-06-02,confirmed
821,1117,employer_call,follow_up_team,2025-01-09,confirmed
822,1117,employer_call,follow_up_team,2025-07-08,confirmed
823,1123,employer_call,follow_up_team,2025-07-07,confirmed
824,1127,employer_call,follow_up_team,2024-09-16,confirmed
825,1127,employer_call,follow_up_team,2024-12-15,confirmed
826,1132,employer_call,follow_up_team,2024-09-12,confirmed
827,1132,employer_call,follow_up_team,2024-12-11,confirmed
828,1132,employer_call,follow_up_team,2025-06-09,confirmed
829,1133,employer_call,follow_up_team,2025-05-28,confirmed
830,1134,employer_call,follow_up_team,2024-11-06,confirmed
831,1143,employer_call,follow_up_team,2025-05-26,confirmed
832,1148,employer_call,follow_up_team,2025-06-16,confirmed
833,1153,employer_call,follow_up_team,2025-04-29,confirmed
834,1157,employer_call,follow_up_team,2024-08-15,confirmed
835,1161,employer_call,follow_up_team,2024-10-04,confirmed
836,1161,employer_call,follow_up_team,2025-01-02,confirmed
837,1161,employer_call,follow_up_team,2025-07-01,confirmed
838,1162,employer_call,follow_up_team,2024-12-18,confirmed
839,1162,employer_call,follow_up_team,2025-06-16,confirmed
840,1163,employer_call,follow_up_team,2024-09-11,confirmed
841,1163,employer_call,follow_up_team,2024-12-10,confirmed
842,1165,employer_call,follow_up_team,2024-09-23,confirmed
843,1165,employer_call,follow_up_team,2025-06-20,confirmed
844,1169,employer_call,follow_up_team,2025-05-31,confirmed
845,1173,employer_call,follow_up_team,2024-08-13,confirmed
846,1173,employer_call,follow_up_team,2025-05-10,confirmed
847,1174,employer_call,follow_up_team,2024-09-04,confirmed
848,1174,employer_call,follow_up_team,2025-06-01,confirmed
849,1175,employer_call,follow_up_team,2024-11-30,confirmed
850,1175,employer_call,follow_up_team,2025-05-29,confirmed
851,1176,employer_call,follow_up_team,2025-05-24,confirmed
852,1180,employer_call,follow_up_team,2024-10-28,confirmed
853,1187,employer_call,follow_up_team,2024-08-07,confirmed
854,1187,employer_call,follow_up_team,2025-05-04,confirmed
855,1190,employer_call,follow_up_team,2026-07-02,confirmed
856,1191,employer_call,follow_up_team,2025-10-07,confirmed
857,1191,employer_call,follow_up_team,2026-07-04,confirmed
858,1194,employer_call,follow_up_team,2025-09-02,confirmed
859,1195,employer_call,follow_up_team,2026-07-10,confirmed
860,1196,employer_call,follow_up_team,2025-12-28,confirmed
861,1198,employer_call,follow_up_team,2025-12-13,confirmed
862,1199,employer_call,follow_up_team,2025-08-23,confirmed
863,1199,employer_call,follow_up_team,2025-11-21,confirmed
864,1201,employer_call,follow_up_team,2026-06-29,confirmed
865,1208,employer_call,follow_up_team,2026-05-21,confirmed
866,1210,employer_call,follow_up_team,2025-09-01,confirmed
867,1210,employer_call,follow_up_team,2025-11-30,confirmed
868,1212,employer_call,follow_up_team,2025-08-20,confirmed
869,1212,employer_call,follow_up_team,2025-11-18,confirmed
870,1215,employer_call,follow_up_team,2025-10-15,confirmed
871,1215,employer_call,follow_up_team,2026-01-13,confirmed
872,1220,employer_call,follow_up_team,2026-01-15,confirmed
873,1220,employer_call,follow_up_team,2026-07-14,confirmed
874,1224,employer_call,follow_up_team,2025-08-20,confirmed
875,1225,employer_call,follow_up_team,2025-09-10,confirmed
876,1231,employer_call,follow_up_team,2025-08-23,confirmed
877,1233,employer_call,follow_up_team,2025-08-21,confirmed
878,1233,employer_call,follow_up_team,2025-11-19,confirmed
879,1235,employer_call,follow_up_team,2025-08-30,confirmed
880,1238,employer_call,follow_up_team,2025-08-26,confirmed
881,1238,employer_call,follow_up_team,2025-11-24,confirmed
882,1240,employer_call,follow_up_team,2025-09-18,confirmed
883,1242,employer_call,follow_up_team,2025-11-28,confirmed
884,1242,employer_call,follow_up_team,2026-05-27,confirmed
885,1243,employer_call,follow_up_team,2025-09-02,confirmed
886,1247,employer_call,follow_up_team,2025-08-22,confirmed
887,1247,employer_call,follow_up_team,2025-11-20,confirmed
888,1249,employer_call,follow_up_team,2025-09-08,confirmed
889,1249,employer_call,follow_up_team,2025-12-07,confirmed
890,1249,employer_call,follow_up_team,2026-06-05,confirmed
891,1253,employer_call,follow_up_team,2024-10-21,confirmed
892,1255,employer_call,follow_up_team,2025-06-20,confirmed
893,1257,employer_call,follow_up_team,2024-10-26,confirmed
894,1258,employer_call,follow_up_team,2024-09-27,confirmed
895,1258,employer_call,follow_up_team,2024-12-26,confirmed
896,1258,employer_call,follow_up_team,2025-06-24,confirmed
897,1261,employer_call,follow_up_team,2024-09-26,confirmed
898,1261,employer_call,follow_up_team,2024-12-25,confirmed
899,1262,employer_call,follow_up_team,2024-09-30,confirmed
900,1272,employer_call,follow_up_team,2024-11-11,confirmed
901,1272,employer_call,follow_up_team,2025-02-09,confirmed
902,1278,employer_call,follow_up_team,2024-10-24,confirmed
903,1280,employer_call,follow_up_team,2024-10-16,confirmed
904,1280,employer_call,follow_up_team,2025-01-14,confirmed
905,1283,employer_call,follow_up_team,2024-11-07,confirmed
906,1286,employer_call,follow_up_team,2025-01-25,confirmed
907,1286,employer_call,follow_up_team,2025-07-24,confirmed
908,1289,employer_call,follow_up_team,2024-10-20,confirmed
909,1290,employer_call,follow_up_team,2024-12-04,confirmed
910,1291,employer_call,follow_up_team,2024-10-10,confirmed
911,1293,employer_call,follow_up_team,2025-02-04,confirmed
912,1293,employer_call,follow_up_team,2025-08-03,confirmed
913,1294,employer_call,follow_up_team,2024-10-20,confirmed
914,1294,employer_call,follow_up_team,2025-01-18,confirmed
915,1294,employer_call,follow_up_team,2025-07-17,confirmed
916,1295,employer_call,follow_up_team,2024-10-12,confirmed
917,1295,employer_call,follow_up_team,2025-01-10,confirmed
918,1302,employer_call,follow_up_team,2024-11-10,confirmed
919,1303,employer_call,follow_up_team,2025-07-21,confirmed
920,1304,employer_call,follow_up_team,2025-01-26,confirmed
921,1304,employer_call,follow_up_team,2025-07-25,confirmed
922,1308,employer_call,follow_up_team,2024-09-23,confirmed
923,1308,employer_call,follow_up_team,2024-12-22,confirmed
924,1308,employer_call,follow_up_team,2025-06-20,confirmed
925,1309,employer_call,follow_up_team,2024-09-08,confirmed
926,1309,employer_call,follow_up_team,2024-12-07,confirmed
927,1313,employer_call,follow_up_team,2025-09-24,confirmed
928,1313,employer_call,follow_up_team,2026-03-23,confirmed
929,1319,employer_call,follow_up_team,2025-06-20,confirmed
930,1321,employer_call,follow_up_team,2025-05-31,confirmed
931,1321,employer_call,follow_up_team,2025-08-29,confirmed
932,1321,employer_call,follow_up_team,2026-02-25,confirmed
933,1323,employer_call,follow_up_team,2025-08-27,confirmed
934,1326,employer_call,follow_up_team,2025-09-17,confirmed
935,1329,employer_call,follow_up_team,2025-06-19,confirmed
936,1332,employer_call,follow_up_team,2025-07-17,confirmed
937,1332,employer_call,follow_up_team,2026-04-13,confirmed
938,1333,employer_call,follow_up_team,2025-06-18,confirmed
939,1337,employer_call,follow_up_team,2025-09-30,confirmed
940,1338,employer_call,follow_up_team,2025-09-12,confirmed
941,1339,employer_call,follow_up_team,2025-07-20,confirmed
942,1342,employer_call,follow_up_team,2025-05-28,confirmed
943,1345,employer_call,follow_up_team,2025-07-05,confirmed
944,1345,employer_call,follow_up_team,2025-10-03,confirmed
945,1351,employer_call,follow_up_team,2025-06-27,confirmed
946,1351,employer_call,follow_up_team,2026-03-24,confirmed
947,1353,employer_call,follow_up_team,2025-06-29,confirmed
948,1353,employer_call,follow_up_team,2025-09-27,confirmed
949,1353,employer_call,follow_up_team,2026-03-26,confirmed
950,1354,employer_call,follow_up_team,2025-06-29,confirmed
951,1354,employer_call,follow_up_team,2026-03-26,confirmed
952,1355,employer_call,follow_up_team,2025-05-23,confirmed
953,1355,employer_call,follow_up_team,2025-08-21,confirmed
954,1355,employer_call,follow_up_team,2026-02-17,confirmed
955,1358,employer_call,follow_up_team,2025-10-11,confirmed
956,1358,employer_call,follow_up_team,2026-04-09,confirmed
957,1362,employer_call,follow_up_team,2025-07-07,confirmed
958,1367,employer_call,follow_up_team,2025-06-24,confirmed
959,1367,employer_call,follow_up_team,2025-09-22,confirmed
960,1371,employer_call,follow_up_team,2025-09-16,confirmed
961,1372,employer_call,follow_up_team,2025-05-21,confirmed
962,1372,employer_call,follow_up_team,2025-08-19,confirmed
963,1372,employer_call,follow_up_team,2026-02-15,confirmed
