id,placement_id,skill_id
2140,689,4
2141,689,24
2142,690,4
2143,690,14
2144,690,24
2145,691,4
2146,691,12
2147,694,13
2148,695,4
2149,695,13
2150,697,12
2151,697,13
2152,698,13
2153,698,12
2154,700,4
2155,700,12
2156,701,12
2157,703,14
2158,703,13
2159,705,13
2160,705,12
2161,708,4
2162,708,12
2163,708,14
2164,709,12
2165,709,4
2166,711,13
2167,711,14
2168,711,12
2169,711,24
2170,713,13
2171,714,4
2172,714,14
2173,716,13
2174,716,12
2175,717,4
2176,717,13
2177,720,4
2178,720,13
2179,720,14
2180,721,12
2181,723,14
2182,723,13
2183,723,24
2184,724,14
2185,728,14
2186,729,12
2187,729,4
2188,731,4
2189,732,14
2190,732,4
2191,732,24
2192,733,4
2193,733,24
2194,734,12
2195,734,24
2196,735,14
2197,735,13
2198,738,12
2199,738,14
2200,740,12
2201,740,24
2202,744,14
2203,744,12
2204,744,24
2205,745,13
2206,747,4
2207,747,13
2208,749,12
2209,749,4
2210,752,14
2211,753,12
2212,753,13
2213,754,14
2214,756,12
2215,756,14
2216,757,14
2217,759,13
2218,760,12
2219,763,13
2220,766,14
2221,766,4
2222,767,12
2223,767,13
2224,768,13
2225,768,4
2226,769,13
2227,769,24
2228,770,14
2229,770,12
2230,770,24
2231,772,12
2232,772,4
2233,772,24
2234,773,12
2235,774,12
2236,777,13
2237,777,12
2238,778,12
2239,778,13
2240,779,14
2241,779,13
2242,780,4
2243,780,14
2244,780,24
2245,782,14
2246,783,14
2247,783,13
2248,783,12
2249,785,14
2250,786,13
2251,786,12
2252,787,4
2253,788,12
2254,788,14
2255,788,4
2256,790,4
2257,791,13
2258,791,14
2259,791,24
2260,792,12
2261,792,4
2262,793,12
2263,793,14
2264,795,14
2265,795,24
2266,797,13
2267,797,14
2268,798,4
2269,800,13
2270,800,4
2271,800,24
2272,803,13
2273,803,14
2274,806,12
2275,806,14
2276,808,4
2277,808,12
2278,809,14
2279,809,13
2280,810,14
2281,811,13
2282,811,14
2283,811,24
2284,812,12
2285,812,4
2286,812,24
2287,813,13
2288,813,14
2289,817,4
2290,820,13
2291,820,24
2292,823,4
2293,823,12
2294,823,24
2295,826,14
2296,826,24
2297,827,13
2298,827,24
2299,831,13
2300,832,12
2301,832,13
2302,833,4
2303,836,4
2304,836,12
2305,836,24
2306,839,12
2307,839,13
2308,840,14
2309,841,14
2310,841,4
2311,841,24
2312,842,13
2313,842,12
2314,842,14
2315,843,13
2316,843,12
2317,843,4
2318,845,12
2319,845,14
2320,845,13
2321,847,12
2322,847,24
2323,848,13
2324,848,12
2325,848,24
2326,849,13
2327,849,4
2328,849,24
2329,850,13
2330,850,12
2331,851,13
2332,851,14
2333,852,13
2334,852,4
2335,852,12
2336,853,14
2337,853,12
2338,854,4
2339,854,14
2340,855,14
2341,855,24
2342,856,4
2343,857,14
2344,857,12
2345,859,14
2346,859,24
2347,860,14
2348,860,4
2349,860,24
2350,861,13
2351,861,12
2352,861,14
2353,861,24
2354,862,14
2355,862,12
2356,862,24
2357,863,12
2358,863,24
2359,865,12
2360,866,13
2361,866,14
2362,867,14
2363,867,12
2364,867,24
2365,868,4
2366,868,13
2367,868,14
2368,869,12
2369,869,4
2370,871,14
2371,871,4
2372,872,12
2373,872,4
2374,873,13
2375,873,14
2376,873,24
2377,875,15
2378,875,16
2379,876,17
2380,876,16
2381,876,15
2382,876,25
2383,877,17
2384,877,15
2385,877,18
2386,877,25
2387,878,15
2388,878,25
2389,879,17
2390,879,16
2391,880,17
2392,880,18
2393,880,25
2394,881,15
2395,881,18
2396,883,15
2397,883,16
2398,884,16
2399,884,17
2400,886,16
2401,886,18
2402,886,15
2403,887,15
2404,891,18
2405,891,15
2406,892,15
2407,895,17
2408,895,18
2409,895,15
2410,896,17
2411,896,16
2412,896,25
2413,898,17
2414,898,25
2415,900,15
2416,902,18
2417,902,16
2418,902,25
2419,903,15
2420,903,16
2421,903,25
2422,905,16
2423,905,18
2424,906,15
2425,906,18
2426,909,17
2427,909,25
2428,910,18
2429,910,17
2430,911,16
2431,913,17
2432,913,16
2433,913,25
2434,916,15
2435,916,18
2436,916,25
2437,918,17
2438,924,15
2439,924,25
2440,927,15
2441,927,18
2442,930,16
2443,930,18
2444,930,25
2445,931,17
2446,931,15
2447,931,18
2448,931,25
2449,932,18
2450,932,15
2451,932,25
2452,933,16
2453,933,15
2454,934,15
2455,934,16
2456,934,18
2457,934,25
2458,935,18
2459,935,16
2460,935,25
2461,936,16
2462,936,18
2463,936,25
2464,937,17
2465,937,25
2466,938,15
2467,938,18
2468,938,16
2469,939,15
2470,941,15
2471,941,25
2472,943,16
2473,943,15
2474,943,25
2475,944,16
2476,944,25
2477,945,16
2478,945,18
2479,946,16
2480,946,17
2481,947,16
2482,947,15
2483,947,25
2484,949,15
2485,949,18
2486,949,25
2487,951,15
2488,951,16
2489,951,25
2490,952,18
2491,952,17
2492,953,15
2493,953,17
2494,953,25
2495,954,15
2496,954,16
2497,957,17
2498,957,16
2499,957,15
2500,958,18
2501,958,17
2502,958,15
2503,958,25
2504,959,18
2505,959,15
2506,959,16
2507,960,16
2508,960,17
2509,960,25
2510,963,15
2511,963,25
2512,964,18
2513,964,17
2514,966,16
2515,966,25
2516,968,16
2517,968,15
2518,968,18
2519,968,25
2520,969,15
2521,969,16
2522,969,17
2523,969,18
2524,970,17
2525,970,15
2526,971,18
2527,973,18
2528,973,17
2529,973,25
2530,976,17
2531,976,15
2532,977,17
2533,977,15
2534,977,25
2535,978,15
2536,978,18
2537,979,18
2538,979,16
2539,982,17
2540,986,17
2541,986,16
2542,987,16
2543,987,15
2544,987,17
2545,988,17
2546,988,15
2547,988,18
2548,991,17
2549,991,16
2550,991,15
2551,991,25
2552,993,16
2553,993,15
2554,998,17
2555,1001,15
2556,1001,17
2557,1002,15
2558,1002,17
2559,1002,18
2560,1003,18
2561,1003,16
2562,1005,17
2563,1005,25
2564,1006,17
2565,1006,15
2566,1011,17
2567,1011,16
2568,1011,25
2569,1013,18
2570,1013,17
2571,1015,18
2572,1015,17
2573,1017,15
2574,1019,15
2575,1021,16
2576,1021,15
2577,1025,17
2578,1025,25
2579,1028,18
2580,1028,15
2581,1028,25
2582,1031,18
2583,1031,17
2584,1031,25
2585,1032,18
2586,1032,16
2587,1033,18
2588,1033,15
2589,1034,18
2590,1034,17
2591,1034,16
2592,1034,25
2593,1035,15
2594,1035,17
2595,1036,16
2596,1036,15
2597,1037,16
2598,1037,15
2599,1039,15
2600,1039,16
2601,1042,17
2602,1042,16
2603,1042,18
2604,1044,17
2605,1044,15
2606,1045,15
2607,1046,18
2608,1046,17
2609,1047,16
2610,1047,18
2611,1048,15
2612,1048,17
2613,1048,16
2614,1050,15
2615,1050,17
2616,1051,16
2617,1051,18
2618,1052,18
2619,1052,16
2620,1052,25
2621,1053,18
2622,1054,17
2623,1054,18
2624,1054,25
2625,1055,18
2626,1055,25
2627,1057,15
2628,1057,25
2629,1059,17
2630,1059,18
2631,1060,16
2632,1060,15
2633,1063,17
2634,1063,15
2635,1063,25
2636,1064,18
2637,1064,17
2638,1065,15
2639,1065,16
2640,1066,15
2641,1069,16
2642,1069,15
2643,1070,16
2644,1070,15
2645,1071,17
2646,1071,15
2647,1071,16
2648,1077,18
2649,1077,16
2650,1078,16
2651,1078,18
2652,1081,15
2653,1081,16
2654,1081,25
2655,1082,15
2656,1082,16
2657,1082,25
2658,1084,16
2659,1084,15
2660,1086,15
2661,1088,18
2662,1088,17
2663,1088,25
2664,1089,16
2665,1089,15
2666,1090,16
2667,1090,15
2668,1090,25
2669,1093,17
2670,1093,25
2671,1094,18
2672,1096,16
2673,1108,17
2674,1109,15
2675,1109,25
2676,1110,18
2677,1110,15
2678,1111,17
2679,1111,16
2680,1111,18
2681,1113,15
2682,1113,17
2683,1113,16
2684,1113,25
2685,1114,18
2686,1114,15
2687,1115,17
2688,1115,15
2689,1116,16
2690,1116,15
2691,1116,18
2692,1117,15
2693,1117,18
2694,1121,17
2695,1121,15
2696,1123,17
2697,1123,16
2698,1123,18
2699,1124,16
2700,1124,18
2701,1124,17
2702,1124,25
2703,1127,20
2704,1127,19
2705,1132,19
2706,1132,4
2707,1133,19
2708,1133,26
2709,1134,20
2710,1134,19
2711,1143,21
2712,1143,19
2713,1143,26
2714,1148,21
2715,1152,21
2716,1153,21
2717,1153,20
2718,1157,20
2719,1157,26
2720,1161,19
2721,1162,4
2722,1162,26
2723,1163,21
2724,1163,4
2725,1163,26
2726,1165,19
2727,1168,20
2728,1168,4
2729,1169,21
2730,1170,21
2731,1170,19
2732,1173,4
2733,1173,26
2734,1174,21
2735,1174,26
2736,1175,20
2737,1175,21
2738,1176,4
2739,1176,19
2740,1178,19
2741,1178,26
2742,1180,4
2743,1183,4
2744,1183,26
2745,1185,4
2746,1185,21
2747,1186,19
2748,1186,26
2749,1187,19
2750,1190,19
2751,1190,21
2752,1191,20
2753,1193,21
2754,1193,26
2755,1194,4
2756,1195,4
2757,1195,21
2758,1196,20
2759,1196,26
2760,1197,20
2761,1197,21
2762,1198,20
2763,1198,19
2764,1198,26
2765,1199,4
2766,1199,20
2767,1199,21
2768,1199,26
2769,1201,20
2770,1208,19
2771,1208,21
2772,1208,26
2773,1210,4
2774,1210,20
2775,1211,4
2776,1212,20
2777,1215,20
2778,1217,4
2779,1218,20
2780,1218,4
2781,1220,4
2782,1224,21
2783,1225,21
2784,1225,19
2785,1225,26
2786,1231,4
2787,1233,21
2788,1233,26
2789,1235,20
2790,1235,26
2791,1238,4
2792,1238,20
2793,1238,19
2794,1240,19
2795,1241,4
2796,1241,20
2797,1242,4
2798,1243,20
2799,1247,21
2800,1248,20
2801,1248,19
2802,1249,4
2803,1249,20
2804,1249,19
2805,1253,19
2806,1255,19
2807,1255,20
2808,1257,21
2809,1258,20
2810,1258,21
2811,1258,26
2812,1261,21
2813,1262,4
2814,1262,21
2815,1264,20
2816,1264,19
2817,1268,21
2818,1270,20
2819,1270,4
2820,1272,20
2821,1272,4
2822,1272,26
2823,1274,20
2824,1278,4
2825,1280,4
2826,1280,19
2827,1283,19
2828,1286,21
2829,1289,21
2830,1289,4
2831,1289,26
2832,1290,19
2833,1290,20
2834,1291,21
2835,1291,19
2836,1293,21
2837,1293,20
2838,1294,20
2839,1294,21
2840,1294,26
2841,1295,19
2842,1295,26
2843,1297,20
2844,1297,19
2845,1297,26
2846,1302,21
2847,1302,19
2848,1303,21
2849,1303,20
2850,1303,26
2851,1304,21
2852,1304,26
2853,1307,21
2854,1307,4
2855,1308,4
2856,1308,20
2857,1309,20
2858,1309,26
2859,1310,21
2860,1313,20
2861,1313,21
2862,1319,20
2863,1321,4
2864,1322,20
2865,1322,4
2866,1323,21
2867,1323,26
2868,1325,21
2869,1325,20
2870,1326,4
2871,1326,19
2872,1327,20
2873,1327,21
2874,1329,19
2875,1329,20
2876,1332,4
2877,1332,21
2878,1332,26
2879,1333,19
2880,1335,20
2881,1336,4
2882,1336,21
2883,1337,4
2884,1337,19
2885,1338,20
2886,1338,26
2887,1339,21
2888,1339,26
2889,1340,20
2890,1340,4
2891,1342,21
2892,1342,26
2893,1345,4
2894,1348,21
2895,1348,4
2896,1351,4
2897,1351,21
2898,1351,26
2899,1353,21
2900,1353,19
2901,1354,21
2902,1354,26
2903,1355,4
2904,1355,21
2905,1356,20
2906,1358,21
2907,1358,4
2908,1358,26
2909,1362,21
2910,1362,26
2911,1363,4
2912,1363,21
2913,1365,4
2914,1365,20
2915,1366,4
2916,1366,19
2917,1367,19
2918,1368,19
2919,1368,26
2920,1370,21
2921,1370,4
2922,1371,20
2923,1371,19
2924,1371,26
2925,1372,21
2926,1372,19
2927,1372,26
