wage_id,placement_id,employment_history_id,recorded_date,wage_amount,wage_unit,source
516,191,154,2025-03-18,14500.0,monthly,follow_up
517,192,155,2024-10-21,18700.0,monthly,dashboard
518,192,155,2025-01-19,19300.0,monthly,follow_up
519,192,155,2025-04-19,20000.0,monthly,follow_up
520,193,156,2024-12-21,15600.0,monthly,dashboard
521,193,156,2025-03-21,16000.0,monthly,follow_up
522,193,156,2025-06-19,16500.0,monthly,follow_up
523,193,156,2025-12-16,17000.0,monthly,follow_up
524,195,157,2024-11-12,15400.0,monthly,dashboard
525,195,157,2025-02-10,15800.0,monthly,follow_up
526,195,157,2025-05-11,15500.0,monthly,follow_up
527,195,157,2025-11-07,15800.0,monthly,follow_up
528,197,158,2024-12-01,15400.0,monthly,dashboard
529,197,158,2025-11-26,16200.0,monthly,follow_up
530,198,159,2024-12-18,13500.0,monthly,dashboard
531,198,159,2025-03-18,14000.0,monthly,follow_up
532,198,159,2025-12-13,15000.0,monthly,follow_up
533,199,160,2024-10-22,14800.0,monthly,dashboard
534,199,160,2025-01-20,15700.0,monthly,follow_up
535,199,160,2025-04-20,16500.0,monthly,follow_up
536,199,160,2025-10-17,16700.0,monthly,follow_up
537,201,161,2024-10-24,18500.0,monthly,dashboard
538,201,161,2025-01-22,19200.0,monthly,follow_up
539,201,161,2025-10-19,19700.0,monthly,follow_up
540,203,162,2024-12-17,18500.0,monthly,dashboard
541,203,162,2025-03-17,19700.0,monthly,follow_up
542,203,162,2025-06-15,21200.0,monthly,follow_up
543,203,162,2025-12-12,23900.0,monthly,follow_up
544,204,163,2024-10-15,13600.0,monthly,dashboard
545,204,163,2025-01-13,14200.0,monthly,follow_up
546,204,163,2025-04-13,14800.0,monthly,follow_up
547,204,163,2025-10-10,15200.0,monthly,follow_up
548,205,164,2024-11-15,18700.0,monthly,dashboard
549,205,164,2025-02-13,19200.0,monthly,follow_up
550,205,164,2025-05-14,19100.0,monthly,follow_up
551,205,164,2025-11-10,19000.0,monthly,follow_up
552,207,165,2024-10-18,16700.0,monthly,dashboard
553,207,165,2025-04-16,17900.0,monthly,follow_up
554,208,166,2024-11-06,13700.0,monthly,dashboard
555,208,166,2025-05-05,13900.0,monthly,follow_up
556,208,166,2025-11-01,14500.0,monthly,follow_up
557,209,167,2024-11-03,18800.0,monthly,dashboard
558,210,168,2024-10-12,13900.0,monthly,dashboard
559,211,169,2024-11-03,17600.0,monthly,dashboard
560,211,169,2025-02-01,18500.0,monthly,follow_up
561,211,169,2025-10-29,19300.0,monthly,follow_up
562,213,170,2024-12-14,14700.0,monthly,dashboard
563,213,170,2025-03-14,14700.0,monthly,follow_up
564,213,170,2025-06-12,15600.0,monthly,follow_up
565,214,171,2024-11-24,18500.0,monthly,dashboard
566,214,171,2025-02-22,19700.0,monthly,follow_up
567,214,171,2025-11-19,21400.0,monthly,follow_up
568,215,172,2024-11-23,14700.0,monthly,dashboard
569,215,172,2025-05-22,15600.0,monthly,follow_up
570,215,172,2025-11-18,15700.0,monthly,follow_up
571,216,173,2024-11-19,17800.0,monthly,dashboard
572,216,173,2025-02-17,19200.0,monthly,follow_up
573,216,173,2025-05-18,20000.0,monthly,follow_up
574,217,174,2024-10-23,14300.0,monthly,dashboard
575,217,174,2025-01-21,14400.0,monthly,follow_up
576,217,174,2025-04-21,15000.0,monthly,follow_up
577,217,174,2025-10-18,16300.0,monthly,follow_up
578,218,175,2024-12-20,15600.0,monthly,dashboard
579,218,175,2025-03-20,15700.0,monthly,follow_up
580,218,175,2025-06-18,16100.0,monthly,follow_up
581,218,175,2025-12-15,15700.0,monthly,follow_up
582,219,176,2024-12-11,15400.0,monthly,dashboard
583,219,176,2025-03-11,16300.0,monthly,follow_up
584,219,176,2025-12-06,16100.0,monthly,follow_up
585,220,177,2024-10-21,15900.0,monthly,dashboard
586,220,177,2025-04-19,16200.0,monthly,follow_up
587,220,177,2025-10-16,16600.0,monthly,follow_up
588,221,178,2024-10-20,17900.0,monthly,dashboard
589,221,178,2025-01-18,18900.0,monthly,follow_up
590,221,178,2025-10-15,20000.0,monthly,follow_up
591,222,179,2024-11-25,18800.0,monthly,dashboard
592,222,179,2025-05-24,19800.0,monthly,follow_up
593,223,180,2024-12-11,13400.0,monthly,dashboard
594,223,180,2025-06-09,14500.0,monthly,follow_up
595,223,180,2025-12-06,15000.0,monthly,follow_up
596,225,181,2024-12-20,13700.0,monthly,dashboard
597,225,181,2025-03-20,14700.0,monthly,follow_up
598,225,181,2025-06-18,15900.0,monthly,follow_up
599,226,182,2024-12-20,15800.0,monthly,dashboard
600,226,182,2025-03-20,16200.0,monthly,follow_up
601,226,182,2025-06-18,18100.0,monthly,follow_up
602,226,182,2025-12-15,19300.0,monthly,follow_up
603,227,183,2024-10-22,13100.0,monthly,dashboard
604,227,183,2025-04-20,13900.0,monthly,follow_up
605,227,183,2025-10-17,14600.0,monthly,follow_up
606,229,184,2024-10-18,15900.0,monthly,dashboard
607,229,184,2025-01-16,16900.0,monthly,follow_up
608,229,184,2025-04-16,18700.0,monthly,follow_up
609,229,184,2025-10-13,19400.0,monthly,follow_up
610,231,185,2024-11-11,14100.0,monthly,dashboard
611,231,185,2025-02-09,14900.0,monthly,follow_up
612,231,185,2025-11-06,15600.0,monthly,follow_up
613,232,186,2024-11-04,17000.0,monthly,dashboard
614,232,186,2025-02-02,17500.0,monthly,follow_up
615,232,186,2025-05-03,17200.0,monthly,follow_up
616,232,186,2025-10-30,19300.0,monthly,follow_up
617,233,187,2024-12-07,13900.0,monthly,dashboard
618,233,187,2025-03-07,14400.0,monthly,follow_up
619,233,187,2025-06-05,15600.0,monthly,follow_up
620,233,187,2025-12-02,16000.0,monthly,follow_up
621,234,188,2024-11-26,15800.0,monthly,dashboard
622,234,188,2025-02-24,16900.0,monthly,follow_up
623,234,188,2025-11-21,17300.0,monthly,follow_up
624,235,189,2024-11-11,18800.0,monthly,dashboard
625,235,189,2025-02-09,20000.0,monthly,follow_up
626,235,189,2025-05-10,20800.0,monthly,follow_up
627,235,189,2025-11-06,22800.0,monthly,follow_up
628,236,190,2024-10-17,18400.0,monthly,dashboard
629,236,190,2025-01-15,18400.0,monthly,follow_up
630,236,190,2025-04-15,18600.0,monthly,follow_up
631,237,191,2024-11-08,16300.0,monthly,dashboard
632,237,191,2025-02-06,16500.0,monthly,follow_up
633,237,191,2025-11-03,17400.0,monthly,follow_up
634,238,192,2024-12-11,14000.0,monthly,dashboard
635,238,192,2025-03-11,14600.0,monthly,follow_up
636,238,192,2025-06-09,14700.0,monthly,follow_up
637,238,192,2025-12-06,16600.0,monthly,follow_up
638,239,193,2024-12-11,14300.0,monthly,dashboard
639,239,193,2025-03-11,15400.0,monthly,follow_up
640,239,193,2025-12-06,15800.0,monthly,follow_up
641,240,194,2024-11-22,13400.0,monthly,dashboard
642,241,195,2024-10-28,15800.0,monthly,dashboard
643,241,195,2025-01-26,17100.0,monthly,follow_up
644,241,195,2025-04-26,17500.0,monthly,follow_up
645,241,195,2025-10-23,19300.0,monthly,follow_up
646,242,196,2024-10-12,17800.0,monthly,dashboard
647,242,196,2025-01-10,18800.0,monthly,follow_up
648,242,196,2025-04-10,20600.0,monthly,follow_up
649,242,196,2025-10-07,22400.0,monthly,follow_up
650,243,197,2024-11-28,15000.0,monthly,dashboard
651,243,197,2025-05-27,16300.0,monthly,follow_up
652,243,197,2025-11-23,17000.0,monthly,follow_up
653,244,198,2024-11-27,16900.0,monthly,dashboard
654,244,198,2025-02-25,18400.0,monthly,follow_up
655,244,198,2025-05-26,19400.0,monthly,follow_up
656,244,198,2025-11-22,19900.0,monthly,follow_up
657,245,199,2024-11-18,15300.0,monthly,dashboard
658,245,199,2025-02-16,16100.0,monthly,follow_up
659,245,199,2025-05-17,17000.0,monthly,follow_up
660,246,200,2024-11-10,16900.0,monthly,dashboard
661,246,200,2025-02-08,17500.0,monthly,follow_up
662,246,200,2025-05-09,17500.0,monthly,follow_up
663,246,200,2025-11-05,17000.0,monthly,follow_up
664,249,201,2024-11-28,16000.0,monthly,dashboard
665,249,201,2025-05-27,17600.0,monthly,follow_up
666,249,201,2025-11-23,18500.0,monthly,follow_up
667,250,202,2024-07-24,16800.0,monthly,dashboard
668,250,202,2024-10-22,17700.0,monthly,follow_up
669,251,203,2024-06-30,15100.0,monthly,dashboard
670,251,203,2024-09-28,16200.0,monthly,follow_up
671,251,203,2024-12-27,17800.0,monthly,follow_up
672,251,203,2025-06-25,18500.0,monthly,follow_up
673,254,204,2024-06-22,18700.0,monthly,dashboard
674,254,204,2024-09-20,19500.0,monthly,follow_up
675,254,204,2024-12-19,19400.0,monthly,follow_up
676,256,205,2024-06-01,15100.0,monthly,dashboard
677,256,205,2024-08-30,16400.0,monthly,follow_up
678,256,205,2024-11-28,17000.0,monthly,follow_up
679,256,205,2025-05-27,18200.0,monthly,follow_up
680,257,206,2024-07-06,14300.0,monthly,dashboard
681,257,206,2024-10-04,14300.0,monthly,follow_up
682,257,206,2025-01-02,14400.0,monthly,follow_up
683,258,207,2024-07-20,13900.0,monthly,dashboard
684,258,207,2024-10-18,14200.0,monthly,follow_up
685,258,207,2025-07-15,15600.0,monthly,follow_up
686,259,208,2024-05-20,14200.0,monthly,dashboard
687,260,209,2024-05-27,13600.0,monthly,dashboard
688,260,209,2024-08-25,13700.0,monthly,follow_up
689,260,209,2024-11-23,13500.0,monthly,follow_up
690,260,209,2025-05-22,14600.0,monthly,follow_up
691,261,210,2024-06-20,14900.0,monthly,dashboard
692,261,210,2024-09-18,15600.0,monthly,follow_up
693,261,210,2024-12-17,16400.0,monthly,follow_up
694,261,210,2025-06-15,17400.0,monthly,follow_up
695,262,211,2024-05-28,15400.0,monthly,dashboard
696,262,211,2024-08-26,15200.0,monthly,follow_up
697,262,211,2024-11-24,15300.0,monthly,follow_up
698,262,211,2025-05-23,15600.0,monthly,follow_up
699,263,212,2024-06-01,16700.0,monthly,dashboard
700,263,212,2025-05-27,17800.0,monthly,follow_up
701,264,213,2024-07-23,14100.0,monthly,dashboard
702,264,213,2024-10-21,15000.0,monthly,follow_up
703,264,213,2025-01-19,15700.0,monthly,follow_up
704,264,213,2025-07-18,17100.0,monthly,follow_up
705,265,214,2024-06-29,16500.0,monthly,dashboard
706,265,214,2024-09-27,16900.0,monthly,follow_up
707,265,214,2024-12-26,17600.0,monthly,follow_up
708,265,214,2025-06-24,18600.0,monthly,follow_up
709,266,215,2024-07-08,14900.0,monthly,dashboard
710,266,215,2024-10-06,15100.0,monthly,follow_up
711,266,215,2025-01-04,15800.0,monthly,follow_up
712,266,215,2025-07-03,16900.0,monthly,follow_up
713,267,216,2024-07-05,17800.0,monthly,dashboard
714,267,216,2024-10-03,18000.0,monthly,follow_up
715,267,216,2025-01-01,19100.0,monthly,follow_up
716,267,216,2025-06-30,19500.0,monthly,follow_up
717,268,217,2024-07-13,15800.0,monthly,dashboard
718,268,217,2024-10-11,17200.0,monthly,follow_up
719,268,217,2025-01-09,18800.0,monthly,follow_up
720,268,217,2025-07-08,18800.0,monthly,follow_up
721,269,218,2024-07-13,13800.0,monthly,dashboard
722,269,218,2024-10-11,14400.0,monthly,follow_up
723,269,218,2025-01-09,15300.0,monthly,follow_up
724,271,219,2024-06-24,14300.0,monthly,dashboard
725,271,219,2024-12-21,14300.0,monthly,follow_up
726,271,219,2025-06-19,15500.0,monthly,follow_up
727,274,220,2024-05-30,17900.0,monthly,dashboard
728,274,220,2024-08-28,18600.0,monthly,follow_up
729,274,220,2024-11-26,20100.0,monthly,follow_up
730,275,221,2024-06-04,17900.0,monthly,dashboard
731,275,221,2024-09-02,18800.0,monthly,follow_up
732,275,221,2024-12-01,19600.0,monthly,follow_up
733,275,221,2025-05-30,20300.0,monthly,follow_up
734,276,222,2024-06-17,14100.0,monthly,dashboard
735,276,222,2024-09-15,15100.0,monthly,follow_up
736,276,222,2024-12-14,15700.0,monthly,follow_up
737,276,222,2025-06-12,16800.0,monthly,follow_up
738,277,223,2024-07-21,18200.0,monthly,dashboard
739,277,223,2024-10-19,19000.0,monthly,follow_up
740,277,223,2025-01-17,20100.0,monthly,follow_up
741,277,223,2025-07-16,21000.0,monthly,follow_up
742,278,224,2024-07-14,15500.0,monthly,dashboard
743,278,224,2024-10-12,16200.0,monthly,follow_up
744,278,224,2025-01-10,17000.0,monthly,follow_up
745,278,224,2025-07-09,17600.0,monthly,follow_up
746,280,225,2024-07-09,16000.0,monthly,dashboard
747,280,225,2024-10-07,16300.0,monthly,follow_up
748,280,225,2025-01-05,17300.0,monthly,follow_up
749,280,225,2025-07-04,18400.0,monthly,follow_up
750,281,226,2024-05-20,18200.0,monthly,dashboard
751,281,226,2025-05-15,19600.0,monthly,follow_up
752,282,227,2024-05-27,13900.0,monthly,dashboard
753,282,227,2024-11-23,13700.0,monthly,follow_up
754,283,228,2024-05-24,18800.0,monthly,dashboard
755,283,228,2024-08-22,20000.0,monthly,follow_up
756,283,228,2024-11-20,20800.0,monthly,follow_up
757,284,229,2024-07-19,17900.0,monthly,dashboard
758,284,229,2024-10-17,19400.0,monthly,follow_up
759,284,229,2025-07-14,20600.0,monthly,follow_up
760,286,230,2024-05-20,16500.0,monthly,dashboard
761,287,231,2024-07-11,18900.0,monthly,dashboard
762,287,231,2024-10-09,19500.0,monthly,follow_up
763,288,232,2024-07-04,16900.0,monthly,dashboard
764,288,232,2024-10-02,17600.0,monthly,follow_up
765,288,232,2024-12-31,18300.0,monthly,follow_up
766,290,233,2024-07-07,14700.0,monthly,dashboard
767,290,233,2024-10-05,15600.0,monthly,follow_up
768,290,233,2025-01-03,16800.0,monthly,follow_up
769,290,233,2025-07-02,17500.0,monthly,follow_up
770,291,234,2024-06-04,19000.0,monthly,dashboard
771,291,234,2024-09-02,20000.0,monthly,follow_up
772,291,234,2024-12-01,20800.0,monthly,follow_up
773,293,235,2024-05-28,18200.0,monthly,dashboard
774,293,235,2024-08-26,18400.0,monthly,follow_up
775,293,235,2024-11-24,19300.0,monthly,follow_up
776,293,235,2025-05-23,20000.0,monthly,follow_up
777,294,236,2024-07-01,15600.0,monthly,dashboard
778,294,236,2024-09-29,15900.0,monthly,follow_up
779,294,236,2024-12-28,17200.0,monthly,follow_up
780,294,236,2025-06-26,17800.0,monthly,follow_up
781,295,237,2024-05-22,13000.0,monthly,dashboard
782,295,237,2024-08-20,13600.0,monthly,follow_up
783,295,237,2024-11-18,14600.0,monthly,follow_up
784,295,237,2025-05-17,16000.0,monthly,follow_up
785,296,238,2024-06-04,14600.0,monthly,dashboard
786,296,238,2024-09-02,15600.0,monthly,follow_up
787,296,238,2024-12-01,16500.0,monthly,follow_up
788,296,238,2025-05-30,17500.0,monthly,follow_up
789,297,239,2024-07-02,17300.0,monthly,dashboard
790,297,239,2024-09-30,18000.0,monthly,follow_up
791,297,239,2024-12-29,18300.0,monthly,follow_up
792,297,239,2025-06-27,19300.0,monthly,follow_up
793,300,240,2024-07-06,15900.0,monthly,dashboard
794,300,240,2024-10-04,17100.0,monthly,follow_up
795,300,240,2025-07-01,18200.0,monthly,follow_up
796,301,241,2024-07-02,13900.0,monthly,dashboard
797,301,241,2024-09-30,14300.0,monthly,follow_up
798,301,241,2024-12-29,14700.0,monthly,follow_up
799,301,241,2025-06-27,15500.0,monthly,follow_up
800,303,242,2024-06-19,16600.0,monthly,dashboard
801,306,243,2024-06-17,16000.0,monthly,dashboard
802,306,243,2024-09-15,17300.0,monthly,follow_up
803,306,243,2025-06-12,17500.0,monthly,follow_up
804,308,244,2024-07-22,16700.0,monthly,dashboard
805,308,244,2024-10-20,18600.0,monthly,follow_up
806,308,244,2025-01-18,20000.0,monthly,follow_up
807,308,244,2025-07-17,21300.0,monthly,follow_up
808,309,245,2024-07-09,17200.0,monthly,dashboard
809,309,245,2024-10-07,17800.0,monthly,follow_up
810,309,245,2025-01-05,18900.0,monthly,follow_up
811,309,245,2025-07-04,19800.0,monthly,follow_up
812,310,246,2024-07-10,17600.0,monthly,dashboard
813,311,247,2024-06-12,17900.0,monthly,dashboard
814,311,247,2024-09-10,19400.0,monthly,follow_up
815,311,247,2024-12-09,20000.0,monthly,follow_up
816,311,247,2025-06-07,20400.0,monthly,follow_up
817,312,248,2024-05-17,18700.0,monthly,dashboard
818,312,248,2024-11-13,19800.0,monthly,follow_up
819,312,248,2025-05-12,20400.0,monthly,follow_up
820,313,249,2024-05-18,15000.0,monthly,dashboard
821,315,250,2025-01-24,15700.0,monthly,dashboard
822,315,250,2025-04-24,17000.0,monthly,follow_up
823,315,250,2025-07-23,17600.0,monthly,follow_up
824,315,250,2026-01-19,18800.0,monthly,follow_up
825,316,251,2025-01-23,18000.0,monthly,dashboard
826,316,251,2025-04-23,18900.0,monthly,follow_up
827,316,251,2025-07-22,19500.0,monthly,follow_up
828,317,252,2025-02-07,13000.0,monthly,dashboard
829,317,252,2025-05-08,14000.0,monthly,follow_up
830,317,252,2025-08-06,14800.0,monthly,follow_up
831,317,252,2026-02-02,15600.0,monthly,follow_up
832,318,253,2025-03-24,14300.0,monthly,dashboard
833,318,253,2025-06-22,15200.0,monthly,follow_up
834,318,253,2025-09-20,15100.0,monthly,follow_up
835,319,254,2025-01-25,14200.0,monthly,dashboard
836,319,254,2025-04-25,14900.0,monthly,follow_up
837,319,254,2025-07-24,15200.0,monthly,follow_up
838,319,254,2026-01-20,15200.0,monthly,follow_up
839,320,255,2025-02-13,17600.0,monthly,dashboard
840,320,255,2025-05-14,18200.0,monthly,follow_up
841,320,255,2026-02-08,18900.0,monthly,follow_up
842,321,256,2025-03-26,17200.0,monthly,dashboard
843,321,256,2025-06-24,18100.0,monthly,follow_up
844,322,257,2025-02-21,13200.0,monthly,dashboard
845,322,257,2025-05-22,13500.0,monthly,follow_up
846,322,257,2025-08-20,14400.0,monthly,follow_up
847,322,257,2026-02-16,16000.0,monthly,follow_up
848,323,258,2025-03-30,16600.0,monthly,dashboard
849,323,258,2025-09-26,17200.0,monthly,follow_up
850,323,258,2026-03-25,18100.0,monthly,follow_up
851,324,259,2025-03-27,14100.0,monthly,dashboard
852,324,259,2025-06-25,14400.0,monthly,follow_up
853,324,259,2025-09-23,14600.0,monthly,follow_up
854,325,260,2025-02-27,17800.0,monthly,dashboard
855,325,260,2025-05-28,18400.0,monthly,follow_up
856,325,260,2026-02-22,19800.0,monthly,follow_up
857,326,261,2025-03-23,13400.0,monthly,dashboard
858,326,261,2025-09-19,14200.0,monthly,follow_up
859,326,261,2026-03-18,15400.0,monthly,follow_up
860,328,262,2025-03-18,16500.0,monthly,dashboard
861,328,262,2025-06-16,17800.0,monthly,follow_up
862,328,262,2025-09-14,18400.0,monthly,follow_up
863,328,262,2026-03-13,19400.0,monthly,follow_up
864,329,263,2025-02-24,13500.0,monthly,dashboard
865,329,263,2025-08-23,14000.0,monthly,follow_up
866,329,263,2026-02-19,14900.0,monthly,follow_up
867,330,264,2025-03-02,17900.0,monthly,dashboard
868,330,264,2025-05-31,18200.0,monthly,follow_up
869,330,264,2026-02-25,18900.0,monthly,follow_up
870,332,265,2025-02-14,18900.0,monthly,dashboard
871,332,265,2025-05-15,19700.0,monthly,follow_up
872,332,265,2025-08-13,20400.0,monthly,follow_up
873,332,265,2026-02-09,21900.0,monthly,follow_up
874,333,266,2025-01-21,16900.0,monthly,dashboard
875,333,266,2025-04-21,18800.0,monthly,follow_up
876,333,266,2025-07-20,20100.0,monthly,follow_up
877,333,266,2026-01-16,21900.0,monthly,follow_up
878,334,267,2025-03-01,18500.0,monthly,dashboard
879,334,267,2025-05-30,19300.0,monthly,follow_up
880,335,268,2025-02-14,16600.0,monthly,dashboard
881,335,268,2025-05-15,17100.0,monthly,follow_up
882,335,268,2025-08-13,18200.0,monthly,follow_up
883,335,268,2026-02-09,20000.0,monthly,follow_up
884,336,269,2025-02-17,13400.0,monthly,dashboard
885,336,269,2025-05-18,15300.0,monthly,follow_up
886,336,269,2026-02-12,16600.0,monthly,follow_up
887,337,270,2025-02-11,18800.0,monthly,dashboard
888,337,270,2025-05-12,19400.0,monthly,follow_up
889,337,270,2025-08-10,20400.0,monthly,follow_up
890,338,271,2025-02-28,15000.0,monthly,dashboard
891,338,271,2025-05-29,15600.0,monthly,follow_up
892,338,271,2025-08-27,16200.0,monthly,follow_up
893,338,271,2026-02-23,16800.0,monthly,follow_up
894,340,272,2025-03-10,17900.0,monthly,dashboard
895,340,272,2025-06-08,18400.0,monthly,follow_up
896,340,272,2025-09-06,18500.0,monthly,follow_up
897,340,272,2026-03-05,19400.0,monthly,follow_up
898,341,273,2025-02-21,18300.0,monthly,dashboard
899,341,273,2025-05-22,18600.0,monthly,follow_up
900,341,273,2026-02-16,18800.0,monthly,follow_up
901,342,274,2025-02-14,14100.0,monthly,dashboard
902,342,274,2025-05-15,14700.0,monthly,follow_up
903,342,274,2025-08-13,14700.0,monthly,follow_up
904,342,274,2026-02-09,14700.0,monthly,follow_up
905,343,275,2025-01-25,15000.0,monthly,dashboard
906,343,275,2025-04-25,16200.0,monthly,follow_up
907,343,275,2025-07-24,16600.0,monthly,follow_up
908,343,275,2026-01-20,17900.0,monthly,follow_up
909,344,276,2025-03-08,16800.0,monthly,dashboard
910,344,276,2025-06-06,17700.0,monthly,follow_up
911,344,276,2025-09-04,18400.0,monthly,follow_up
912,344,276,2026-03-03,18300.0,monthly,follow_up
913,345,277,2025-03-25,15900.0,monthly,dashboard
914,345,277,2025-06-23,16900.0,monthly,follow_up
915,345,277,2025-09-21,19100.0,monthly,follow_up
916,345,277,2026-03-20,21300.0,monthly,follow_up
917,346,278,2025-03-29,15300.0,monthly,dashboard
918,346,278,2025-06-27,15600.0,monthly,follow_up
919,346,278,2025-09-25,16800.0,monthly,follow_up
920,347,279,2025-02-05,16500.0,monthly,dashboard
921,347,279,2025-05-06,16400.0,monthly,follow_up
922,347,279,2025-08-04,17500.0,monthly,follow_up
923,347,279,2026-01-31,19300.0,monthly,follow_up
924,348,280,2025-01-24,16800.0,monthly,dashboard
925,348,280,2025-04-24,17800.0,monthly,follow_up
926,348,280,2025-07-23,18700.0,monthly,follow_up
927,348,280,2026-01-19,19500.0,monthly,follow_up
928,349,281,2025-03-05,14700.0,monthly,dashboard
929,349,281,2025-06-03,15500.0,monthly,follow_up
930,349,281,2025-09-01,15700.0,monthly,follow_up
931,349,281,2026-02-28,16000.0,monthly,follow_up
932,350,282,2025-02-02,18600.0,monthly,dashboard
933,350,282,2025-08-01,21000.0,monthly,follow_up
934,350,282,2026-01-28,22600.0,monthly,follow_up
935,351,283,2025-03-09,15200.0,monthly,dashboard
936,351,283,2026-03-04,14600.0,monthly,follow_up
937,352,284,2025-02-27,13100.0,monthly,dashboard
938,352,284,2025-05-28,13600.0,monthly,follow_up
939,352,284,2025-08-26,13700.0,monthly,follow_up
940,353,285,2025-01-30,18700.0,monthly,dashboard
941,353,285,2025-07-29,18600.0,monthly,follow_up
942,353,285,2026-01-25,19300.0,monthly,follow_up
943,354,286,2025-02-27,16700.0,monthly,dashboard
944,354,286,2025-08-26,17300.0,monthly,follow_up
945,354,286,2026-02-22,18200.0,monthly,follow_up
946,355,287,2025-03-26,14500.0,monthly,dashboard
947,355,287,2025-06-24,15100.0,monthly,follow_up
948,355,287,2026-03-21,15500.0,monthly,follow_up
949,356,288,2025-02-11,17200.0,monthly,dashboard
950,356,288,2025-05-12,17700.0,monthly,follow_up
951,356,288,2025-08-10,18900.0,monthly,follow_up
952,356,288,2026-02-06,19400.0,monthly,follow_up
953,357,289,2025-02-07,15500.0,monthly,dashboard
954,357,289,2025-05-08,16700.0,monthly,follow_up
955,357,289,2025-08-06,18000.0,monthly,follow_up
956,357,289,2026-02-02,18600.0,monthly,follow_up
957,358,290,2025-02-10,16100.0,monthly,dashboard
958,358,290,2025-05-11,16800.0,monthly,follow_up
959,358,290,2025-08-09,18300.0,monthly,follow_up
960,358,290,2026-02-05,18700.0,monthly,follow_up
961,362,291,2025-02-28,15000.0,monthly,dashboard
962,363,292,2025-01-20,14800.0,monthly,dashboard
963,363,292,2025-04-20,15500.0,monthly,follow_up
964,363,292,2025-07-19,16000.0,monthly,follow_up
965,363,292,2026-01-15,16900.0,monthly,follow_up
966,364,293,2025-02-23,17600.0,monthly,dashboard
967,364,293,2025-05-24,19300.0,monthly,follow_up
968,365,294,2025-03-04,14700.0,monthly,dashboard
969,365,294,2025-08-31,15300.0,monthly,follow_up
970,367,295,2025-03-15,14800.0,monthly,dashboard
971,367,295,2025-06-13,15200.0,monthly,follow_up
972,367,295,2025-09-11,16300.0,monthly,follow_up
973,367,295,2026-03-10,16700.0,monthly,follow_up
974,369,296,2025-02-05,14300.0,monthly,dashboard
975,369,296,2025-05-06,15500.0,monthly,follow_up
976,369,296,2025-08-04,16900.0,monthly,follow_up
977,369,296,2026-01-31,18000.0,monthly,follow_up
978,370,297,2025-03-14,13700.0,monthly,dashboard
979,370,297,2025-06-12,13400.0,monthly,follow_up
980,370,297,2025-09-10,13900.0,monthly,follow_up
981,370,297,2026-03-09,15600.0,monthly,follow_up
982,371,298,2025-03-12,13100.0,monthly,dashboard
983,371,298,2025-06-10,13200.0,monthly,follow_up
984,371,298,2025-09-08,13900.0,monthly,follow_up
985,373,299,2025-03-08,14800.0,monthly,dashboard
986,373,299,2025-06-06,16400.0,monthly,follow_up
987,373,299,2025-09-04,17000.0,monthly,follow_up
988,373,299,2026-03-03,18100.0,monthly,follow_up
989,374,300,2025-03-17,15600.0,monthly,dashboard
990,374,300,2025-09-13,16800.0,monthly,follow_up
991,374,300,2026-03-12,16600.0,monthly,follow_up
992,375,301,2025-01-29,13800.0,monthly,dashboard
993,377,302,2025-03-17,13100.0,monthly,dashboard
994,377,302,2025-09-13,13500.0,monthly,follow_up
995,379,303,2025-02-04,16200.0,monthly,dashboard
996,379,303,2025-05-05,17700.0,monthly,follow_up
997,379,303,2025-08-03,18600.0,monthly,follow_up
998,379,303,2026-01-30,18900.0,monthly,follow_up
999,381,304,2025-01-11,15700.0,monthly,dashboard
1000,381,304,2025-04-11,16800.0,monthly,follow_up
1001,381,304,2025-07-10,17100.0,monthly,follow_up
1002,381,304,2026-01-06,17700.0,monthly,follow_up
1003,382,305,2024-12-30,15100.0,monthly,dashboard
1004,382,305,2025-12-25,15800.0,monthly,follow_up
1005,383,306,2024-12-13,13100.0,monthly,dashboard
1006,383,306,2025-03-13,13800.0,monthly,follow_up
1007,383,306,2025-06-11,13900.0,monthly,follow_up
1008,386,307,2025-01-12,12600.0,monthly,dashboard
1009,386,307,2025-04-12,13500.0,monthly,follow_up
1010,386,307,2025-07-11,14800.0,monthly,follow_up
1011,386,307,2026-01-07,15900.0,monthly,follow_up
1012,387,308,2024-12-23,13400.0,monthly,dashboard
1013,387,308,2025-12-18,14000.0,monthly,follow_up
1014,388,309,2025-01-26,15000.0,monthly,dashboard
1015,388,309,2025-04-26,15700.0,monthly,follow_up
1016,388,309,2026-01-21,16200.0,monthly,follow_up
1017,392,310,2024-12-28,15900.0,monthly,dashboard
1018,392,310,2025-03-28,16300.0,monthly,follow_up
1019,392,310,2025-06-26,16500.0,monthly,follow_up
1020,392,310,2025-12-23,17200.0,monthly,follow_up
1021,393,311,2024-11-28,11500.0,monthly,dashboard
1022,393,311,2025-02-26,11600.0,monthly,follow_up
1023,393,311,2025-05-27,11900.0,monthly,follow_up
1024,393,311,2025-11-23,12100.0,monthly,follow_up
1025,394,312,2024-12-20,11700.0,monthly,dashboard
1026,394,312,2025-03-20,11800.0,monthly,follow_up
1027,398,313,2025-01-17,14300.0,monthly,dashboard
1028,398,313,2025-04-17,15400.0,monthly,follow_up
1029,398,313,2025-07-16,16000.0,monthly,follow_up
1030,398,313,2026-01-12,16200.0,monthly,follow_up
