trainee_id,name_or_anon_id,dob_year,gender,category,district_id,consent_flag,consent_ts
498,TR-00498,2000,Female,SC,3,1,2025-01-24
499,TR-00499,1990,Male,General,2,1,2025-01-24
500,TR-00500,2006,Female,ST,4,1,2025-01-24
501,TR-00501,2003,Male,SC,4,1,2025-01-24
502,TR-00502,1990,Female,OBC,1,1,2025-01-24
503,TR-00503,2001,Male,OBC,2,1,2025-01-24
504,TR-00504,2002,Other,SC,4,1,2025-01-24
505,TR-00505,2006,Female,ST,3,1,2025-01-24
506,TR-00506,2000,Male,ST,3,1,2025-01-24
507,TR-00507,2001,Other,General,3,1,2025-01-24
508,TR-00508,1990,Female,OBC,3,1,2025-01-24
509,TR-00509,2002,Female,SC,4,1,2025-01-24
510,TR-00510,2005,Male,SC,5,1,2025-01-24
511,TR-00511,1993,Other,OBC,1,1,2025-01-24
512,TR-00512,2007,Male,SC,4,1,2025-01-24
513,TR-00513,2003,Male,SC,1,1,2025-01-24
514,TR-00514,1995,Female,ST,4,1,2025-01-24
515,TR-00515,1996,Female,General,3,1,2025-01-24
516,TR-00516,1993,Other,OBC,2,1,2025-01-24
517,TR-00517,2006,Male,ST,2,1,2025-01-24
518,TR-00518,1994,Male,ST,3,1,2025-01-24
519,TR-00519,2001,Female,General,4,1,2025-01-24
520,TR-00520,1996,Other,OBC,4,1,2025-01-24
521,TR-00521,2001,Other,OBC,4,1,2025-01-24
522,TR-00522,2001,Male,General,1,1,2025-01-24
523,TR-00523,1995,Female,General,2,1,2025-01-24
524,TR-00524,1994,Other,SC,5,1,2025-01-24
525,TR-00525,2004,Female,OBC,3,1,2025-01-24
526,TR-00526,1999,Female,ST,2,1,2025-01-24
527,TR-00527,2002,Female,OBC,5,1,2025-01-24
528,TR-00528,2004,Other,SC,2,1,2025-01-24
529,TR-00529,2002,Male,OBC,4,1,2025-01-24
530,TR-00530,1996,Other,OBC,5,1,2025-01-24
531,TR-00531,1994,Male,ST,3,1,2025-01-24
532,TR-00532,1999,Male,General,2,1,2025-01-24
533,TR-00533,2003,Other,ST,3,1,2025-01-24
534,TR-00534,1997,Other,OBC,1,1,2025-01-24
535,TR-00535,2004,Female,SC,1,1,2025-01-24
536,TR-00536,1995,Male,OBC,1,1,2025-01-24
537,TR-00537,1990,Male,SC,2,1,2025-01-24
538,TR-00538,2004,Male,General,1,1,2025-01-24
539,TR-00539,1991,Other,ST,3,1,2025-01-24
540,TR-00540,2002,Other,General,1,1,2025-01-24
541,TR-00541,1998,Other,OBC,4,1,2025-01-24
542,TR-00542,2004,Other,ST,5,1,2025-01-24
543,TR-00543,2000,Male,ST,3,1,2025-01-24
544,TR-00544,2001,Other,ST,2,1,2025-01-24
545,TR-00545,1997,Male,OBC,4,1,2025-04-09
546,TR-00546,2005,Male,SC,4,1,2025-04-09
547,TR-00547,1990,Other,SC,3,1,2025-04-09
548,TR-00548,2003,Male,ST,5,1,2025-04-09
549,TR-00549,1995,Male,OBC,2,1,2025-04-09
550,TR-00550,2004,Female,ST,4,1,2025-04-09
551,TR-00551,2000,Female,OBC,1,1,2025-04-09
552,TR-00552,2006,Other,ST,4,1,2025-04-09
553,TR-00553,2000,Male,ST,3,1,2025-04-09
554,TR-00554,1996,Other,SC,1,1,2025-04-09
555,TR-00555,1997,Female,SC,2,1,2025-04-09
556,TR-00556,1997,Male,OBC,2,1,2025-04-09
557,TR-00557,1996,Male,General,1,1,2025-04-09
558,TR-00558,1995,Male,ST,4,1,2025-04-09
559,TR-00559,1992,Male,SC,2,1,2025-04-09
560,TR-00560,2005,Other,ST,5,1,2025-04-09
561,TR-00561,2001,Female,SC,3,1,2025-04-09
562,TR-00562,2002,Male,General,4,1,2025-04-09
563,TR-00563,2004,Male,General,2,1,2025-04-09
564,TR-00564,1990,Male,ST,3,1,2025-04-09
565,TR-00565,2000,Male,SC,1,1,2025-04-09
566,TR-00566,2000,Male,ST,1,1,2025-04-09
567,TR-00567,2001,Female,ST,5,1,2025-04-09
568,TR-00568,2005,Male,SC,5,1,2025-04-09
569,TR-00569,2004,Other,ST,3,1,2025-04-09
570,TR-00570,2007,Other,General,1,1,2025-04-09
571,TR-00571,1997,Other,OBC,3,1,2025-04-09
572,TR-00572,2001,Female,OBC,2,1,2025-04-09
573,TR-00573,2003,Female,OBC,3,1,2025-04-09
574,TR-00574,1991,Female,OBC,3,1,2025-04-09
575,TR-00575,2001,Male,SC,4,1,2025-04-09
576,TR-00576,2005,Female,OBC,1,1,2025-04-09
577,TR-00577,2000,Other,SC,2,1,2025-04-09
578,TR-00578,2000,Male,SC,2,1,2025-04-09
579,TR-00579,1991,Female,OBC,4,1,2025-04-09
580,TR-00580,1995,Male,SC,2,1,2025-04-09
581,TR-00581,1996,Other,ST,3,1,2025-04-09
582,TR-00582,1993,Female,SC,4,1,2025-04-09
583,TR-00583,2006,Female,SC,2,1,2025-04-09
584,TR-00584,2007,Other,SC,3,1,2025-04-09
585,TR-00585,1990,Other,General,3,1,2025-04-09
586,TR-00586,2004,Male,General,2,1,2025-04-09
587,TR-00587,2003,Female,General,4,1,2025-04-09
588,TR-00588,2006,Male,ST,3,1,2025-04-09
589,TR-00589,1997,Male,ST,1,1,2025-04-09
590,TR-00590,2001,Male,OBC,3,1,2025-04-09
591,TR-00591,2002,Male,ST,1,1,2025-04-09
592,TR-00592,1994,Other,SC,3,1,2025-04-09
593,TR-00593,1992,Male,OBC,3,1,2025-04-09
594,TR-00594,2002,Other,SC,5,1,2025-04-09
595,TR-00595,2001,Female,SC,3,1,2025-04-09
596,TR-00596,2007,Other,OBC,2,1,2025-04-09
597,TR-00597,2000,Female,OBC,5,1,2025-04-09
598,TR-00598,2005,Male,OBC,1,1,2025-04-09
599,TR-00599,1995,Female,General,5,1,2025-04-09
600,TR-00600,2000,Male,General,1,1,2025-04-09
601,TR-00601,2001,Other,OBC,5,1,2025-04-09
602,TR-00602,2004,Female,General,2,1,2025-04-09
603,TR-00603,1999,Female,SC,3,1,2025-04-09
604,TR-00604,1993,Other,General,5,1,2025-04-09
605,TR-00605,2000,Other,ST,1,1,2025-04-09
606,TR-00606,2006,Female,OBC,1,1,2025-04-09
607,TR-00607,1993,Male,OBC,2,1,2025-04-09
608,TR-00608,2003,Other,SC,3,1,2025-04-09
609,TR-00609,2003,Male,ST,1,1,2025-04-09
610,TR-00610,1990,Other,ST,5,1,2025-04-09
611,TR-00611,1997,Female,General,2,1,2025-04-09
612,TR-00612,2006,Female,ST,2,1,2025-04-09
613,TR-00613,2000,Female,General,2,1,2024-06-15
614,TR-00614,2004,Female,General,3,1,2024-06-15
615,TR-00615,1994,Female,OBC,1,1,2024-06-15
616,TR-00616,2002,Other,General,1,1,2024-06-15
617,TR-00617,1995,Male,General,3,1,2024-06-15
618,TR-00618,2001,Male,ST,5,1,2024-06-15
619,TR-00619,1994,Other,ST,5,1,2024-06-15
620,TR-00620,1996,Other,OBC,3,1,2024-06-15
621,TR-00621,2004,Female,General,2,1,2024-06-15
622,TR-00622,2001,Other,ST,1,1,2024-06-15
623,TR-00623,1995,Male,SC,4,1,2024-06-15
624,TR-00624,1990,Male,ST,5,1,2024-06-15
625,TR-00625,1990,Female,General,1,1,2024-06-15
626,TR-00626,1993,Other,General,3,1,2024-06-15
627,TR-00627,1995,Female,General,1,1,2024-06-15
628,TR-00628,1996,Female,General,2,1,2024-06-15
629,TR-00629,1997,Female,ST,3,1,2024-06-15
630,TR-00630,1990,Other,General,4,1,2024-06-15
631,TR-00631,1992,Other,SC,5,1,2024-06-15
632,TR-00632,2003,Female,OBC,4,1,2024-06-15
633,TR-00633,1990,Male,OBC,3,1,2024-06-15
634,TR-00634,1997,Other,ST,2,1,2024-06-15
635,TR-00635,2005,Male,SC,3,1,2024-06-15
636,TR-00636,1992,Male,ST,3,1,2024-06-15
637,TR-00637,1993,Male,General,5,1,2024-06-15
638,TR-00638,2003,Other,General,4,1,2024-06-15
639,TR-00639,2007,Male,SC,3,1,2024-06-15
640,TR-00640,1992,Female,OBC,4,1,2024-06-15
641,TR-00641,2001,Male,General,3,1,2024-06-15
642,TR-00642,1997,Female,OBC,2,1,2024-06-15
643,TR-00643,2006,Male,ST,1,1,2024-06-15
644,TR-00644,2007,Female,General,4,1,2024-06-15
645,TR-00645,2004,Other,ST,1,1,2024-06-15
646,TR-00646,1996,Male,ST,3,1,2024-06-15
647,TR-00647,2003,Other,SC,2,1,2024-06-15
648,TR-00648,1999,Female,General,1,1,2024-06-15
649,TR-00649,1993,Other,General,2,1,2024-06-15
650,TR-00650,1991,Other,General,1,1,2024-06-15
651,TR-00651,1998,Female,SC,2,1,2024-06-15
652,TR-00652,2003,Other,ST,1,1,2024-06-15
653,TR-00653,2001,Male,ST,1,1,2024-06-15
654,TR-00654,1994,Male,SC,5,1,2024-06-15
655,TR-00655,2000,Other,OBC,2,1,2024-06-15
656,TR-00656,1992,Male,General,4,1,2024-06-15
657,TR-00657,1994,Other,OBC,4,1,2024-06-15
658,TR-00658,1994,Female,SC,4,1,2024-06-15
659,TR-00659,1996,Female,General,1,1,2024-06-15
660,TR-00660,1992,Female,SC,2,1,2024-06-15
661,TR-00661,1999,Male,ST,1,1,2024-06-15
662,TR-00662,2005,Male,General,1,1,2024-06-15
663,TR-00663,2002,Other,SC,4,1,2024-06-15
664,TR-00664,1993,Other,ST,3,1,2024-06-15
665,TR-00665,2000,Male,General,5,1,2024-06-15
666,TR-00666,1990,Male,ST,5,1,2024-06-15
667,TR-00667,1996,Male,SC,2,1,2024-06-15
668,TR-00668,2003,Female,General,5,1,2024-06-15
669,TR-00669,1994,Other,OBC,1,1,2024-06-15
670,TR-00670,1995,Female,ST,1,1,2024-06-15
671,TR-00671,2003,Other,General,1,1,2024-06-15
672,TR-00672,2001,Male,ST,1,1,2024-06-15
673,TR-00673,2000,Male,ST,5,1,2024-06-15
674,TR-00674,1994,Male,SC,5,1,2024-06-15
675,TR-00675,1996,Other,SC,3,1,2024-06-15
676,TR-00676,2007,Male,General,4,1,2024-06-15
677,TR-00677,2005,Male,SC,3,1,2024-06-15
678,TR-00678,1993,Male,SC,1,1,2024-06-15
679,TR-00679,1995,Female,OBC,5,1,2024-06-15
680,TR-00680,2002,Male,OBC,5,1,2024-06-15
681,TR-00681,2002,Female,ST,1,1,2024-12-29
682,TR-00682,2004,Male,General,4,1,2024-12-29
683,TR-00683,1994,Male,OBC,4,1,2024-12-29
684,TR-00684,1995,Other,General,3,1,2024-12-29
685,TR-00685,1990,Male,OBC,2,1,2024-12-29
686,TR-00686,2004,Other,ST,3,1,2024-12-29
687,TR-00687,2001,Male,General,1,1,2024-12-29
688,TR-00688,1998,Male,ST,4,1,2024-12-29
689,TR-00689,1991,Female,OBC,4,1,2024-12-29
690,TR-00690,1993,Female,SC,1,1,2024-12-29
691,TR-00691,2001,Female,ST,5,1,2024-12-29
692,TR-00692,1994,Female,General,2,1,2024-12-29
693,TR-00693,1992,Female,ST,4,1,2024-12-29
694,TR-00694,2000,Other,SC,4,1,2024-12-29
695,TR-00695,1999,Male,ST,5,1,2024-12-29
696,TR-00696,1993,Female,OBC,3,1,2024-12-29
697,TR-00697,1993,Other,SC,2,1,2024-12-29
698,TR-00698,1999,Female,OBC,2,1,2024-12-29
699,TR-00699,2001,Other,General,3,1,2024-12-29
700,TR-00700,1993,Female,General,3,1,2024-12-29
701,TR-00701,2002,Male,General,2,1,2024-12-29
702,TR-00702,1999,Female,General,5,1,2024-12-29
703,TR-00703,1996,Female,ST,3,1,2024-12-29
704,TR-00704,2005,Other,General,2,1,2024-12-29
705,TR-00705,2003,Female,ST,3,1,2024-12-29
706,TR-00706,2002,Other,OBC,5,1,2024-12-29
707,TR-00707,2007,Male,ST,5,1,2024-12-29
708,TR-00708,1992,Male,ST,4,1,2024-12-29
709,TR-00709,1997,Male,SC,3,1,2024-12-29
710,TR-00710,1991,Male,OBC,3,1,2024-12-29
711,TR-00711,2007,Other,SC,4,1,2024-12-29
712,TR-00712,1993,Female,OBC,2,1,2024-12-29
713,TR-00713,1995,Female,ST,3,1,2024-12-29
714,TR-00714,1993,Male,SC,5,1,2024-12-29
715,TR-00715,2006,Other,OBC,2,1,2024-12-29
716,TR-00716,2003,Female,ST,4,1,2024-12-29
717,TR-00717,1997,Other,ST,1,1,2024-12-29
718,TR-00718,2007,Female,OBC,5,1,2024-12-29
719,TR-00719,2006,Male,General,1,1,2024-12-29
720,TR-00720,2007,Other,SC,1,1,2024-12-29
721,TR-00721,2000,Female,OBC,1,1,2024-12-29
722,TR-00722,2005,Female,OBC,1,1,2024-12-29
723,TR-00723,1990,Other,SC,4,1,2024-12-29
724,TR-00724,1991,Male,OBC,2,1,2024-12-29
725,TR-00725,2002,Other,ST,2,1,2024-12-29
726,TR-00726,1994,Female,SC,4,1,2024-12-29
727,TR-00727,2003,Female,SC,1,1,2024-12-29
728,TR-00728,2000,Male,ST,3,1,2024-12-29
729,TR-00729,2004,Other,SC,1,1,2024-12-29
730,TR-00730,2006,Other,OBC,5,1,2024-12-29
731,TR-00731,1990,Female,General,5,1,2024-12-29
732,TR-00732,2005,Female,SC,3,1,2024-12-29
733,TR-00733,1993,Male,ST,4,1,2024-12-29
734,TR-00734,1998,Other,OBC,1,1,2024-12-29
735,TR-00735,1995,Other,General,5,1,2024-12-29
736,TR-00736,1993,Female,OBC,3,1,2024-12-29
737,TR-00737,2004,Female,ST,3,1,2024-12-29
738,TR-00738,2003,Female,OBC,1,1,2024-12-29
739,TR-00739,1993,Other,OBC,5,1,2024-12-29
740,TR-00740,2007,Male,ST,1,1,2024-12-29
741,TR-00741,1995,Other,OBC,5,1,2024-12-29
742,TR-00742,2003,Other,General,1,1,2024-12-29
743,TR-00743,1991,Other,General,3,1,2024-12-29
744,TR-00744,1991,Male,ST,5,1,2024-12-29
745,TR-00745,2001,Male,OBC,1,1,2024-12-29
746,TR-00746,1993,Male,SC,1,1,2024-12-29
747,TR-00747,1995,Other,SC,3,1,2024-12-29
748,TR-00748,2002,Female,SC,2,1,2024-12-29
749,TR-00749,2000,Other,OBC,3,1,2024-09-30
750,TR-00750,1993,Other,General,4,1,2024-09-30
751,TR-00751,2006,Female,General,5,1,2024-09-30
752,TR-00752,1998,Other,SC,4,1,2024-09-30
753,TR-00753,1996,Male,SC,1,1,2024-09-30
754,TR-00754,1992,Female,SC,5,1,2024-09-30
755,TR-00755,1994,Other,ST,3,1,2024-09-30
756,TR-00756,1991,Other,OBC,2,1,2024-09-30
757,TR-00757,2002,Female,ST,1,1,2024-09-30
758,TR-00758,1993,Female,OBC,2,1,2024-09-30
759,TR-00759,2000,Male,OBC,2,1,2024-09-30
760,TR-00760,1992,Male,SC,5,1,2024-09-30
761,TR-00761,1995,Male,ST,3,1,2024-09-30
762,TR-00762,1996,Female,OBC,2,1,2024-09-30
763,TR-00763,2007,Other,OBC,3,1,2024-09-30
764,TR-00764,1997,Other,OBC,3,1,2024-09-30
765,TR-00765,2001,Other,OBC,5,1,2024-09-30
766,TR-00766,2001,Male,General,4,1,2024-09-30
767,TR-00767,2005,Female,General,2,1,2024-09-30
768,TR-00768,2002,Male,General,4,1,2024-09-30
769,TR-00769,1992,Female,OBC,2,1,2024-09-30
770,TR-00770,1992,Male,General,1,1,2024-09-30
771,TR-00771,2003,Other,OBC,4,1,2024-09-30
772,TR-00772,1992,Female,OBC,3,1,2024-09-30
773,TR-00773,2001,Other,OBC,3,1,2024-09-30
774,TR-00774,1992,Other,SC,4,1,2024-09-30
775,TR-00775,2000,Female,OBC,5,1,2024-09-30
776,TR-00776,1992,Male,OBC,2,1,2024-09-30
777,TR-00777,1990,Male,OBC,4,1,2024-09-30
778,TR-00778,2007,Other,ST,5,1,2024-09-30
779,TR-00779,2007,Male,General,3,1,2024-09-30
780,TR-00780,1991,Other,OBC,3,1,2024-09-30
781,TR-00781,2006,Male,OBC,3,1,2024-09-30
782,TR-00782,1992,Other,General,5,1,2024-09-30
783,TR-00783,2002,Other,OBC,4,1,2024-09-30
784,TR-00784,1991,Other,SC,3,1,2024-09-30
785,TR-00785,2002,Other,SC,4,1,2024-09-30
786,TR-00786,1996,Other,General,2,1,2024-09-30
787,TR-00787,1993,Other,ST,5,1,2024-09-30
788,TR-00788,2007,Male,General,4,1,2024-09-30
789,TR-00789,1997,Female,OBC,3,1,2024-09-30
790,TR-00790,1992,Female,ST,5,1,2024-09-30
791,TR-00791,1993,Female,ST,5,1,2024-09-30
792,TR-00792,2006,Other,SC,2,1,2024-09-30
793,TR-00793,2003,Female,SC,4,1,2024-09-30
794,TR-00794,1994,Male,General,5,1,2024-09-30
795,TR-00795,2000,Male,ST,1,1,2024-09-30
796,TR-00796,2007,Other,OBC,4,1,2024-09-30
797,TR-00797,1999,Female,General,3,1,2024-09-30
798,TR-00798,1995,Male,ST,5,1,2024-09-30
799,TR-00799,2002,Female,OBC,1,1,2024-09-30
800,TR-00800,1996,Female,ST,4,1,2024-09-30
801,TR-00801,1990,Male,OBC,2,1,2024-09-30
802,TR-00802,1998,Male,General,3,1,2024-09-30
803,TR-00803,1995,Male,SC,2,1,2024-09-30
804,TR-00804,2004,Other,ST,2,1,2024-09-30
805,TR-00805,2007,Other,OBC,2,1,2024-09-30
806,TR-00806,2001,Male,General,2,1,2024-09-30
807,TR-00807,2005,Other,ST,5,1,2024-09-30
808,TR-00808,1997,Male,General,3,1,2024-09-30
809,TR-00809,1996,Female,OBC,5,1,2024-09-30
810,TR-00810,2005,Female,General,5,1,2024-09-30
811,TR-00811,1991,Female,General,2,1,2024-09-30
812,TR-00812,1997,Female,OBC,4,1,2024-09-30
813,TR-00813,2002,Male,OBC,4,1,2024-09-30
814,TR-00814,1994,Other,SC,2,1,2024-09-30
815,TR-00815,2001,Other,ST,3,1,2024-09-30
816,TR-00816,2001,Female,ST,2,1,2024-09-30
817,TR-00817,1991,Male,General,4,1,2024-06-24
818,TR-00818,1997,Other,SC,1,1,2024-06-24
819,TR-00819,2001,Male,ST,1,1,2024-06-24
820,TR-00820,2006,Female,General,1,1,2024-06-24
821,TR-00821,1993,Male,ST,2,1,2024-06-24
822,TR-00822,2003,Male,General,1,1,2024-06-24
823,TR-00823,1990,Male,OBC,5,1,2024-06-24
824,TR-00824,2004,Male,ST,2,1,2024-06-24
825,TR-00825,2004,Other,ST,1,1,2024-06-24
826,TR-00826,1999,Other,ST,1,1,2024-06-24
827,TR-00827,1992,Female,ST,2,1,2024-06-24
828,TR-00828,1999,Female,ST,5,1,2024-06-24
829,TR-00829,1995,Male,OBC,3,1,2024-06-24
830,TR-00830,2004,Other,OBC,5,1,2024-06-24
831,TR-00831,1998,Female,General,1,1,2024-06-24
832,TR-00832,2006,Other,ST,5,1,2024-06-24
833,TR-00833,2006,Other,OBC,3,1,2024-06-24
834,TR-00834,2002,Female,General,5,1,2024-06-24
835,TR-00835,1998,Female,ST,1,1,2024-06-24
836,TR-00836,1999,Other,ST,4,1,2024-06-24
837,TR-00837,1998,Other,ST,2,1,2024-06-24
838,TR-00838,1998,Male,ST,2,1,2024-06-24
839,TR-00839,1990,Male,OBC,4,1,2024-06-24
840,TR-00840,2005,Other,General,4,1,2024-06-24
841,TR-00841,1997,Male,OBC,1,1,2024-06-24
842,TR-00842,2007,Other,OBC,5,1,2024-06-24
843,TR-00843,2006,Male,SC,3,1,2024-06-24
844,TR-00844,1991,Female,ST,4,1,2024-06-24
845,TR-00845,1998,Other,ST,4,1,2024-06-24
846,TR-00846,1998,Male,ST,3,1,2024-06-24
847,TR-00847,1993,Female,OBC,2,1,2024-06-24
848,TR-00848,2005,Male,ST,4,1,2024-06-24
849,TR-00849,2006,Male,ST,4,1,2024-06-24
850,TR-00850,1995,Female,OBC,1,1,2024-06-24
851,TR-00851,2003,Male,ST,2,1,2024-06-24
852,TR-00852,2003,Male,SC,1,1,2024-06-24
853,TR-00853,1997,Other,SC,2,1,2024-06-24
854,TR-00854,2000,Other,OBC,2,1,2024-06-24
855,TR-00855,1996,Other,SC,5,1,2024-06-24
856,TR-00856,1993,Female,SC,5,1,2024-06-24
857,TR-00857,1998,Male,OBC,2,1,2024-06-24
858,TR-00858,2007,Other,ST,5,1,2024-06-24
859,TR-00859,2006,Other,General,2,1,2024-06-24
860,TR-00860,1999,Female,SC,1,1,2024-06-24
861,TR-00861,1990,Female,General,1,1,2024-06-24
862,TR-00862,2000,Other,ST,3,1,2024-06-24
863,TR-00863,1999,Female,ST,2,1,2024-06-24
864,TR-00864,1998,Other,ST,5,1,2024-06-24
865,TR-00865,2007,Female,ST,3,1,2024-06-24
866,TR-00866,1992,Other,ST,4,1,2024-06-24
867,TR-00867,1994,Female,ST,3,1,2024-06-24
868,TR-00868,2004,Male,General,4,1,2024-06-24
869,TR-00869,2001,Male,OBC,3,1,2024-06-24
870,TR-00870,2000,Male,OBC,1,1,2024-06-24
871,TR-00871,2001,Male,General,2,1,2024-06-24
872,TR-00872,1997,Other,SC,4,1,2024-06-24
873,TR-00873,1992,Male,SC,4,1,2024-06-24
874,TR-00874,2007,Other,General,3,1,2024-06-24
875,TR-00875,1993,Other,General,4,1,2024-06-24
876,TR-00876,1997,Male,General,3,1,2024-06-24
877,TR-00877,1998,Male,ST,5,1,2024-06-24
878,TR-00878,1994,Male,OBC,5,1,2024-06-24
879,TR-00879,2002,Male,ST,1,1,2024-06-24
880,TR-00880,2007,Female,SC,2,1,2024-06-24
881,TR-00881,2001,Male,SC,4,1,2024-06-24
882,TR-00882,2006,Male,General,4,1,2024-06-24
883,TR-00883,1995,Male,SC,2,1,2024-06-24
884,TR-00884,2004,Other,OBC,1,1,2024-06-24
885,TR-00885,1993,Female,SC,5,1,2024-09-07
886,TR-00886,1999,Female,General,5,1,2024-09-07
887,TR-00887,1995,Other,SC,3,1,2024-09-07
888,TR-00888,1994,Female,SC,3,1,2024-09-07
889,TR-00889,1996,Other,SC,2,1,2024-09-07
890,TR-00890,1990,Male,ST,1,1,2024-09-07
891,TR-00891,1996,Female,SC,1,1,2024-09-07
892,TR-00892,1991,Male,OBC,4,1,2024-09-07
893,TR-00893,2007,Male,SC,5,1,2024-09-07
894,TR-00894,2004,Female,OBC,4,1,2024-09-07
895,TR-00895,2000,Other,ST,4,1,2024-09-07
896,TR-00896,1993,Female,SC,4,1,2024-09-07
897,TR-00897,2003,Other,OBC,2,1,2024-09-07
898,TR-00898,2006,Female,ST,3,1,2024-09-07
899,TR-00899,2007,Other,OBC,4,1,2024-09-07
900,TR-00900,1994,Other,ST,5,1,2024-09-07
901,TR-00901,1994,Other,OBC,2,1,2024-09-07
902,TR-00902,2005,Male,OBC,3,1,2024-09-07
903,TR-00903,2003,Male,OBC,1,1,2024-09-07
904,TR-00904,1991,Other,OBC,2,1,2024-09-07
905,TR-00905,1994,Other,ST,2,1,2024-09-07
906,TR-00906,1997,Male,ST,5,1,2024-09-07
907,TR-00907,2006,Female,General,2,1,2024-09-07
908,TR-00908,2002,Male,General,4,1,2024-09-07
909,TR-00909,2002,Male,SC,5,1,2024-09-07
910,TR-00910,1999,Other,General,3,1,2024-09-07
911,TR-00911,1996,Other,OBC,5,1,2024-09-07
912,TR-00912,1991,Other,ST,5,1,2024-09-07
913,TR-00913,2003,Female,OBC,5,1,2024-09-07
914,TR-00914,2002,Male,OBC,5,1,2024-09-07
915,TR-00915,2001,Male,ST,3,1,2024-09-07
916,TR-00916,1992,Male,OBC,4,1,2024-09-07
917,TR-00917,1994,Female,SC,3,1,2024-09-07
918,TR-00918,1997,Female,General,4,1,2024-09-07
919,TR-00919,2005,Other,SC,1,1,2024-09-07
920,TR-00920,1990,Other,ST,2,1,2024-09-07
921,TR-00921,2004,Male,OBC,4,1,2024-09-07
922,TR-00922,1992,Male,OBC,2,1,2024-09-07
923,TR-00923,1999,Female,General,1,1,2024-09-07
924,TR-00924,2001,Other,OBC,3,1,2024-09-07
925,TR-00925,2007,Male,General,1,1,2024-09-07
926,TR-00926,1992,Male,ST,2,1,2024-09-07
927,TR-00927,1994,Other,OBC,5,1,2024-09-07
928,TR-00928,1998,Female,OBC,4,1,2024-09-07
929,TR-00929,2007,Male,General,2,1,2024-09-07
930,TR-00930,2001,Female,ST,1,1,2024-09-07
931,TR-00931,1992,Other,ST,1,1,2024-09-07
932,TR-00932,1995,Female,ST,5,1,2024-09-07
933,TR-00933,2000,Female,OBC,5,1,2024-09-07
934,TR-00934,2004,Male,SC,5,1,2024-09-07
935,TR-00935,1991,Other,ST,2,1,2024-09-07
936,TR-00936,1992,Female,SC,4,1,2024-09-07
937,TR-00937,2007,Other,SC,5,1,2024-09-07
938,TR-00938,1998,Other,ST,3,1,2024-09-07
939,TR-00939,2004,Female,General,1,1,2024-09-07
940,TR-00940,1998,Other,ST,3,1,2024-09-07
941,TR-00941,2007,Male,General,1,1,2024-09-07
942,TR-00942,2007,Male,OBC,3,1,2024-09-07
943,TR-00943,2003,Other,ST,4,1,2024-09-07
944,TR-00944,2004,Male,General,4,1,2024-09-07
945,TR-00945,1997,Female,OBC,5,1,2024-09-07
946,TR-00946,1993,Female,OBC,5,1,2024-09-07
947,TR-00947,1997,Other,SC,2,1,2024-09-07
948,TR-00948,2007,Male,General,3,1,2024-09-07
949,TR-00949,2003,Female,OBC,3,1,2024-09-07
950,TR-00950,2005,Female,OBC,2,1,2024-09-07
951,TR-00951,1999,Other,General,4,1,2024-09-07
952,TR-00952,1995,Male,SC,4,1,2024-09-07
953,TR-00953,1996,Other,General,2,1,2025-04-18
954,TR-00954,2004,Male,SC,2,1,2025-04-18
955,TR-00955,2001,Other,General,4,1,2025-04-18
956,TR-00956,1999,Other,OBC,5,1,2025-04-18
957,TR-00957,1998,Other,General,3,1,2025-04-18
958,TR-00958,1993,Other,SC,5,1,2025-04-18
959,TR-00959,2005,Male,ST,5,1,2025-04-18
960,TR-00960,1992,Female,SC,3,1,2025-04-18
961,TR-00961,2003,Male,General,4,1,2025-04-18
962,TR-00962,1996,Other,OBC,3,1,2025-04-18
963,TR-00963,2007,Other,ST,4,1,2025-04-18
964,TR-00964,2002,Female,ST,5,1,2025-04-18
965,TR-00965,1990,Female,OBC,1,1,2025-04-18
966,TR-00966,1995,Female,General,3,1,2025-04-18
967,TR-00967,2001,Other,ST,4,1,2025-04-18
968,TR-00968,1994,Male,ST,1,1,2025-04-18
969,TR-00969,2000,Male,OBC,2,1,2025-04-18
970,TR-00970,1999,Female,General,4,1,2025-04-18
971,TR-00971,1996,Other,SC,5,1,2025-04-18
972,TR-00972,2002,Female,SC,5,1,2025-04-18
973,TR-00973,1994,Male,General,4,1,2025-04-18
974,TR-00974,1995,Male,SC,5,1,2025-04-18
975,TR-00975,1996,Female,SC,1,1,2025-04-18
976,TR-00976,1993,Other,ST,1,1,2025-04-18
977,TR-00977,2003,Male,General,2,1,2025-04-18
978,TR-00978,1999,Male,OBC,3,1,2025-04-18
979,TR-00979,1993,Other,General,2,1,2025-04-18
980,TR-00980,1990,Male,ST,4,1,2025-04-18
981,TR-00981,2001,Female,General,3,1,2025-04-18
982,TR-00982,2002,Female,OBC,2,1,2025-04-18
983,TR-00983,1994,Other,SC,3,1,2025-04-18
984,TR-00984,2004,Female,SC,1,1,2025-04-18
985,TR-00985,1999,Other,OBC,3,1,2025-04-18
986,TR-00986,2007,Female,OBC,5,1,2025-04-18
987,TR-00987,2000,Female,General,1,1,2025-04-18
988,TR-00988,1999,Female,OBC,1,1,2025-04-18
989,TR-00989,2003,Male,SC,4,1,2025-04-18
990,TR-00990,1990,Other,General,5,1,2025-04-18
991,TR-00991,1990,Other,OBC,5,1,2025-04-18
992,TR-00992,2005,Male,SC,3,1,2025-04-18
993,TR-00993,1990,Male,SC,4,1,2025-04-18
994,TR-00994,2000,Male,General,5,1,2025-04-18
